STATE NAME,DISTRICT NAME,YEAR,PRIMARY (SCHGOVT1),PRIMARY WITH UPPER PRIMARY (SCHGOVT2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (SCHGOVT3),UPPER PRIMARY ONLY (SCHGOVT4),UPPER PRIMARY WITH SEC./HIGHER SEC. (SCHGOVT5),NO RESPONSE (SCHGOVT9),PRIMARY (SCHPVT1),PRIMARY WITH UPPER PRIMARY (SCHPVT2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (SCHPVT3),UPPER PRIMARY ONLY (SCHPVT4),UPPER PRIMARY WITH SEC./HIGHER SEC. (SCHPVT5),NO RESPONSE (SCHPVT9),PRIMARY (SCH_R_GOVT1),PRIMARY WITH UPPER PRIMARY (SCH_R_GOVT2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (SCH_R_GOVT3),UPPER PRIMARY ONLY (SCH_R_GOVT4),UPPER PRIMARY WITH SEC./HIGHER SEC. (SCH_R_GOVT5),NO RESPONSE (SCH_R_GOVT9),PRIMARY (SCH_R_PVT1),PRIMARY WITH UPPER PRIMARY (SCH_R_PVT2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (SCH_R_PVT3),UPPER PRIMARY ONLY (SCH_R_PVT4),UPPER PRIMARY WITH SEC./HIGHER SEC. (SCH_R_PVT5),NO RESPONSE (SCH_R_PVT9),PRIMARY (CLS1_SCHOOL1),PRIMARY WITH UPPER PRIMARY (CLS1_SCHOOL2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (CLS1_SCHOOL3),UPPER PRIMARY ONLY (CLS1_SCHOOL4),UPPER PRIMARY WITH SEC./HIGHER SEC. (CLS1_SCHOOL5),NAN_x,PRIMARY (TCH1_SCHOOL1),PRIMARY WITH UPPER PRIMARY (TCH1_SCHOOL2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH1_SCHOOL3),UPPER PRIMARY ONLY (TCH1_SCHOOL4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH1_SCHOOL5),NAN_x,PRIMARY (SCR60_SCH1),PRIMARY WITH UPPER PRIMARY (SCR60_SCH2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (SCR60_SCH3),UPPER PRIMARY ONLY (SCR60_SCH4),UPPER PRIMARY WITH SEC./HIGHER SEC. (SCR60_SCH5),NAN_x,PRIMARY (PP_SCH1),PRIMARY WITH UPPER PRIMARY (PP_SCH2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (PP_SCH3),UPPER PRIMARY ONLY (PP_SCH4),UPPER PRIMARY WITH SEC./HIGHER SEC. (PP_SCH5),NAN_x,PRIMARY (CTOILET_SCH1),PRIMARY WITH UPPER PRIMARY (CTOILET_SCH2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (CTOILET_SCH3),UPPER PRIMARY ONLY (CTOILET_SCH4),UPPER PRIMARY WITH SEC./HIGHER SEC. (CTOILET_SCH5),NAN_x,PRIMARY (GTOILET_SCH1),PRIMARY WITH UPPER PRIMARY (GTOILET_SCH2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (GTOILET_SCH3),UPPER PRIMARY ONLY (GTOILET_SCH4),UPPER PRIMARY WITH SEC./HIGHER SEC. (GTOILET_SCH5),NAN_x,PRIMARY (WATER_SCH1),PRIMARY WITH UPPER PRIMARY (WATER_SCH2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (WATER_SCH3),UPPER PRIMARY ONLY (WATER_SCH4),UPPER PRIMARY WITH SEC./HIGHER SEC. (WATER_SCH5),NAN_x,PRIMARY (BB_SCH1),PRIMARY WITH UPPER PRIMARY (BB_SCH2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (BB_SCH3),UPPER PRIMARY ONLY (BB_SCH4),UPPER PRIMARY WITH SEC./HIGHER SEC. (BB_SCH5),NAN_x,PRIMARY (ENR_STCH_SCH1),PRIMARY WITH UPPER PRIMARY (ENR_STCH_SCH2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (ENR_STCH_SCH3),UPPER PRIMARY ONLY (ENR_STCH_SCH4),UPPER PRIMARY WITH SEC./HIGHER SEC. (ENR_STCH_SCH5),NAN_x,PRIMARY (NO_FEM_SCH1),PRIMARY WITH UPPER PRIMARY (NO_FEM_SCH2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (NO_FEM_SCH3),UPPER PRIMARY ONLY (NO_FEM_SCH4),UPPER PRIMARY WITH SEC./HIGHER SEC. (NO_FEM_SCH5),NAN_x,PRIMARY (E_SCWBUILD1),PRIMARY WITH UPPER PRIMARY (E_SCWBUILD2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (E_SCWBUILD3),UPPER PRIMARY ONLY (E_SCWBUILD4),UPPER PRIMARY WITH SEC./HIGHER SEC. (E_SCWBUILD5),NAN_x,PRIMARY (E_SCWBB1),PRIMARY WITH UPPER PRIMARY (E_SCWBB2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (E_SCWBB3),UPPER PRIMARY ONLY (E_SCWBB4),UPPER PRIMARY WITH SEC./HIGHER SEC. (E_SCWBB5),NAN_x,PRIMARY (SCH_50ENR1),PRIMARY WITH UPPER PRIMARY (SCH_50ENR2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (SCH_50ENR3),UPPER PRIMARY ONLY (SCH_50ENR4),UPPER PRIMARY WITH SEC./HIGHER SEC. (SCH_50ENR5),NAN_x,PRIMARY (SCH_100PTR1),PRIMARY WITH UPPER PRIMARY (SCH_100PTR2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (SCH_100PTR3),UPPER PRIMARY ONLY (SCH_100PTR4),UPPER PRIMARY WITH SEC./HIGHER SEC. (SCH_100PTR5),TOTAL NUMBER OF SCHOOLS WITH PTR >100 (SCH_100PTR),PRIMARY (SCH_1995ESTD1),PRIMARY WITH UPPER PRIMARY (SCH_1995ESTD2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (SCH_1995ESTD3),UPPER PRIMARY ONLY (SCH_1995ESTD4),UPPER PRIMARY WITH SEC./HIGHER SEC. (SCH_1995ESTD5),TOTAL NUMBER OF SCHOOLS ESTABLISHED SINCE 1995 (SCH_1995ESTD),PRIMARY (TOT_CLS1),PRIMARY WITH UPPER PRIMARY (TOT_CLS2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TOT_CLS3),UPPER PRIMARY ONLY (TOT_CLS4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TOT_CLS5),NAN_x,PRIMARY (CLS_GOOD1),PRIMARY WITH UPPER PRIMARY (CLS_GOOD2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (CLS_GOOD3),UPPER PRIMARY ONLY (CLS_GOOD4),UPPER PRIMARY WITH SEC./HIGHER SEC. (CLS_GOOD5),NAN_x,PRIMARY (CLS_MINOR1),PRIMARY WITH UPPER PRIMARY (CLS_MINOR2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (CLS_MINOR3),UPPER PRIMARY ONLY (CLS_MINOR4),UPPER PRIMARY WITH SEC./HIGHER SEC. (CLS_MINOR5),NAN_x,PRIMARY (CLS_OTHER1),PRIMARY WITH UPPER PRIMARY (CLS_OTHER2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (CLS_OTHER3),UPPER PRIMARY ONLY (CLS_OTHER4),UPPER PRIMARY WITH SEC./HIGHER SEC. (CLS_OTHER5),NAN_x,PRIMARY (BLD_P1),PRIMARY WITH UPPER PRIMARY (BLD_P2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (BLD_P3),UPPER PRIMARY ONLY (BLD_P4),UPPER PRIMARY WITH SEC./HIGHER SEC. (BLD_P5),PRIMARY (BLD_PP1),PRIMARY WITH UPPER PRIMARY (BLD_PP2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (BLD_PP3),UPPER PRIMARY ONLY (BLD_PP4),UPPER PRIMARY WITH SEC./HIGHER SEC. (BLD_PP5),PRIMARY (BLD_KUCCHA1),PRIMARY WITH UPPER PRIMARY (BLD_KUCCHA2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (BLD_KUCCHA3),UPPER PRIMARY ONLY (BLD_KUCCHA4),UPPER PRIMARY WITH SEC./HIGHER SEC. (BLD_KUCCHA5),PRIMARY (BLD_TENT1),PRIMARY WITH UPPER PRIMARY (BLD_TENT2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (BLD_TENT3),UPPER PRIMARY ONLY (BLD_TENT4),UPPER PRIMARY WITH SEC./HIGHER SEC. (BLD_TENT5),PRIMARY (BLD_MULTI1),PRIMARY WITH UPPER PRIMARY (BLD_MULTI2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (BLD_MULTI3),UPPER PRIMARY ONLY (BLD_MULTI4),UPPER PRIMARY WITH SEC./HIGHER SEC. (BLD_MULTI5),NAN_x,PRIMARY (BLD_NONE1),PRIMARY WITH UPPER PRIMARY (BLD_NONE2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (BLD_NONE3),UPPER PRIMARY ONLY (BLD_NONE4),UPPER PRIMARY WITH SEC./HIGHER SEC. (BLD_NONE5),NAN_x,PRIMARY (SDG_1),PRIMARY WITH UPPER PRIMARY (SDG_2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (SDG_3),UPPER PRIMARY ONLY (SDG_4),UPPER PRIMARY WITH SEC./HIGHER SEC. (SDG_5),PRIMARY (TLM_1),PRIMARY WITH UPPER PRIMARY (TLM_2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TLM_3),UPPER PRIMARY ONLY (TLM_4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TLM_5),PRIMARY BOYS (BOOK_P_B),PRIMARY GIRLS (BOOK_P_G),UPPER PRIMARY BOYS (BOOK_UP_B),UPPER PRIMARY GIRLS (BOOK_UP_G),PRIMARY BOYS (UNIFORM_P_B),PRIMARY GIRLS (UNIFORM_P_G),UPPER PRIMARY BOYS (UNIFORM_UP_B),UPPER PRIMARY GIRLS (UNIFORM_UP_G),PRIMARY BOYS (ATTEND_P_B),PRIMARY GIRLS (ATTEND_P_G),UPPER PRIMARY BOYS (ATTEND_UP_B),UPPER PRIMARY GIRLS (ATTEND_UP_G),PRIMARY BOYS (STATION_P_B),PRIMARY GIRLS (STATION_P_G),UPPER PRIMARY BOYS (STATION_UP_B),UPPER PRIMARY GIRLS (STATION_UP_G),NAN_x,PRIMARY (CLS_MAJOR1),PRIMARY WITH UPPER PRIMARY (CLS_MAJOR2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (CLS_MAJOR3),UPPER PRIMARY ONLY (CLS_MAJOR4),UPPER PRIMARY WITH SEC./HIGHER SEC. (CLS_MAJOR5),TOTAL NUMBER OF CLASSROOMS NEED MAJOR REPAIRS (CLS_MAJOR),PRIMARY (ENR_GOVT1),PRIMARY WITH UPPER PRIMARY (ENR_GOVT2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (ENR_GOVT3),UPPER PRIMARY ONLY (ENR_GOVT4),UPPER PRIMARY WITH SEC./HIGHER SEC. (ENR_GOVT5),NO RESPONSE (ENR_GOVT9),PRIMARY (ENR_PVT1),PRIMARY WITH UPPER PRIMARY (ENR_PVT2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (ENR_PVT3),UPPER PRIMARY ONLY (ENR_PVT4),UPPER PRIMARY WITH SEC./HIGHER SEC. (ENR_PVT5),NO RESPONSE (ENR_PVT9),PRIMARY (ENR_R_GOVT1),PRIMARY WITH UPPER PRIMARY (ENR_R_GOVT2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (ENR_R_GOVT3),UPPER PRIMARY ONLY (ENR_R_GOVT4),UPPER PRIMARY WITH SEC./HIGHER SEC. (ENR_R_GOVT5),NO RESPONSE (ENR_R_GOVT9),PRIMARY (ENR_R_PVT1),PRIMARY WITH UPPER PRIMARY (ENR_R_PVT2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (ENR_R_PVT3),UPPER PRIMARY ONLY (ENR_R_PVT4),UPPER PRIMARY WITH SEC./HIGHER SEC. (ENR_R_PVT5),NO RESPONSE (ENR_R_PVT9),GRADE I (ENR_PY1_C1),GRADE II (ENR_PY1_C2),GRADE III (ENR_PY1_C3),GRADE IV (ENR_PY1_C4),GRADE V (ENR_PY1_C5),GRADEVI (ENR_PY1_C6),GRADE VII (ENR_PY1_C7),GRADE VIII (ENR_PY1_C8),GRADE I (ENR_PY2_C1),GRADE II (ENR_PY2_C2),GRADE III (ENR_PY2_C3),GRADE IV (ENR_PY2_C4),GRADE V (ENR_PY2_C5),GRADEVI (ENR_PY2_C6),GRADE VII (ENR_PY2_C7),GRADE VIII (ENR_PY2_C8),GRADE I (ENR_PY3_C1),GRADE II (ENR_PY3_C2),GRADE III (ENR_PY3_C3),GRADE IV (ENR_PY3_C4),GRADE V (ENR_PY3_C5),GRADEVI (ENR_PY3_C6),GRADE VII (ENR_PY3_C7),GRADE VIII (ENR_PY3_C8),GRADE I (ENR_PY4_C1),GRADE II (ENR_PY4_C2),GRADE III (ENR_PY4_C3),GRADE IV (ENR_PY4_C4),GRADE V (ENR_PY4_C5),GRADEVI (ENR_PY4_C6),GRADE VII (ENR_PY4_C7),GRADE VIII (ENR_PY4_C8),GRADE I (ENR_CY_C1),GRADE II (ENR_CY_C2),GRADE III (ENR_CY_C3),GRADE IV (ENR_CY_C4),GRADE V (ENR_CY_C5),GRADEVI (ENR_CY_C6),GRADE VII (ENR_CY_C7),GRADE VIII (ENR_CY_C8),SC ENROLMENT PRIMARY (SC_ENRP_CY),SC ENROLMENT UPPER PRIMARY (SC_ENRUP_CY),SC GIRLS ENROLMENT PRIMARY (SCG_ENRP_CY),SC GIRLS ENROLMENT UPPER PRIMARY (SCG_ENRUP_CY),2004-05 (GERP_PY1),2003-04 (GERP_PY2),2004-05 (GERUP_PY1),2003-04 (GERUP_PY2),2004-05 (NERP_PY1),2003-04 (NERP_PY2),NAN_y,2004-05 (NERUP_PY1),2003-04 (NERUP_PY2),NAN_y,PRIMARY (PC_GIRLS1),PRIMARY WITH UPPER PRIMARY (PC_GIRLS2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (PC_GIRLS3),UPPER PRIMARY ONLY (PC_GIRLS4),UPPER PRIMARY WITH SEC./HIGHER SEC. (PC_GIRLS5),NAN_y,GRADE I (ENR_G_C1),GRADE II (ENR_G_C2),GRADE III (ENR_G_C3),GRADE IV (ENR_G_C4),GRADE V (ENR_G_C5),GRADEVI (ENR_G_C6),GRADE VII (ENR_G_C7),GRADE VIII (ENR_G_C8),GRADE I (ENR_DIS_B_C1),GRADE II (ENR_DIS_B_C2),GRADE III (ENR_DIS_B_C3),GRADE IV (ENR_DIS_B_C4),GRADE V (ENR_DIS_B_C5),GRADEVI (ENR_DIS_B_C6),GRADE VII (ENR_DIS_B_C7),GRADE VIII (ENR_DIS_B_C8),GRADE I (ENR_DIS_G_C1),GRADE II (ENR_DIS_G_C2),GRADE III (ENR_DIS_G_C3),GRADE IV (ENR_DIS_G_C4),GRADE V (ENR_DIS_G_C5),GRADEVI (ENR_DIS_G_C6),GRADE VII (ENR_DIS_G_C7),GRADE VIII (ENR_DIS_G_C8),BOYS (PASS_B5),GIRLS (PASS_G5),BOYS (PASS_B8),GIRLS (PASS_G8),BOYS (PASS_60_B5),GIRLS (PASS_60_G5),BOYS (PASS_60_B8),GIRLS (PASS_60_G8),PRIMARY (GROSSNESS_P),UPPER PRIMARY (GROSSNESS_UP),TOTAL ST ENROLMENT (ST_ENRP_CY),TOTAL ST GIRLS ENROLMENT (STG_ENRP_CY),TOTAL ST ENROLMENT (ST_ENRUP_CY),TOTAL ST GIRLS ENROLMENT (STG_ENRUP_CY),PRIMARY (ENR_MED1_1),PRIMARY WITH UPPER PRIMARY (ENR_MED1_2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (ENR_MED1_3),UPPER PRIMARY ONLY (ENR_MED1_4),UPPER PRIMARY WITH SEC./HIGHER SEC. (ENR_MED1_5),PRIMARY (ENR_MED2_1),PRIMARY WITH UPPER PRIMARY (ENR_MED2_2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (ENR_MED2_3),UPPER PRIMARY ONLY (ENR_MED2_4),UPPER PRIMARY WITH SEC./HIGHER SEC. (ENR_MED2_5),PRIMARY (ENR_MED2_1),PRIMARY WITH UPPER PRIMARY (ENR_MED2_2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (ENR_MED2_3),UPPER PRIMARY ONLY (ENR_MED2_4),UPPER PRIMARY WITH SEC./HIGHER SEC. (ENR_MED2_5),PRIMARY (ENR_MED4_1),PRIMARY WITH UPPER PRIMARY (ENR_MED4_2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (ENR_MED4_3),UPPER PRIMARY ONLY (ENR_MED4_4),UPPER PRIMARY WITH SEC./HIGHER SEC. (ENR_MED4_5),PRIMARY (ENR_MED5_1),PRIMARY WITH UPPER PRIMARY (ENR_MED5_2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (ENR_MED5_3),UPPER PRIMARY ONLY (ENR_MED5_4),UPPER PRIMARY WITH SEC./HIGHER SEC. (ENR_MED5_5),GRADE I (REP_C1),GRADE II (REP_C2),GRADE III (REP_C3),GRADE IV (REP_C4),GRADE V (REP_C5),GRADE VI (REP_C6),GRADE VII (REP_C7),GRADE VIII (REP_C8),POPULATION FOR GER PRIMARY (POP_GER_P),POPULATION FOR GER UPPER PRIMARY (POP_GER_UP),PRIMARY ENROLMENT (OBC_P),UPPER PRIMARY ENROLMENT (OBC_UP),GIRLS ENROLMENT PRIMARY (OBC_G_P),GIRLS ENROLMENT UPPER PRIMARY (OBC_G_UP),PRIMARY (TCH_GOVT1),PRIMARY WITH UPPER PRIMARY (TCH_GOVT2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH_GOVT3),UPPER PRIMARY ONLY (TCH_GOVT4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH_GOVT5),NO RESPONSE (TCH_GOVT9),PRIMARY (TCH_BS1),PRIMARY WITH UPPER PRIMARY (TCH_BS2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH_BS3),UPPER PRIMARY ONLY (TCH_BS4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH_BS5),NAN,PRIMARY (TCH_S1),PRIMARY WITH UPPER PRIMARY (TCH_S2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH_S3),UPPER PRIMARY ONLY (TCH_S4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH_S5),NAN,PRIMARY (TCH_HS1),PRIMARY WITH UPPER PRIMARY (TCH_HS2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH_HS3),UPPER PRIMARY ONLY (TCH_HS4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH_HS5),NAN,PRIMARY (TCH_GRAD1),PRIMARY WITH UPPER PRIMARY (TCH_GRAD2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH_GRAD3),UPPER PRIMARY ONLY (TCH_GRAD4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH_GRAD5),NAN,PRIMARY (TCH_PGRAD1),PRIMARY WITH UPPER PRIMARY (TCH_PGRAD2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH_PGRAD3),UPPER PRIMARY ONLY (TCH_PGRAD4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH_PGRAD5),NAN,PRIMARY (TCH_MPH1),PRIMARY WITH UPPER PRIMARY (TCH_MPH2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH_MPH3),UPPER PRIMARY ONLY (TCH_MPH4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH_MPH5),NAN,PRIMARY (TCH_OTH1),PRIMARY WITH UPPER PRIMARY (TCH_OTH2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH_OTH3),UPPER PRIMARY ONLY (TCH_OTH4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH_OTH5),NAN,PRIMARY (TCH_EDUQUAL_NR1),PRIMARY WITH UPPER PRIMARY (TCH_EDUQUAL_NR2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH_EDUQUAL_NR3),UPPER PRIMARY ONLY (TCH_EDUQUAL_NR4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH_EDUQUAL_NR5),NAN,PRIMARY (TCH_M1),PRIMARY WITH UPPER PRIMARY (TCH_M2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH_M3),UPPER PRIMARY ONLY (TCH_M4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH_M5),PRIMARY (TCH_F1),PRIMARY WITH UPPER PRIMARY (TCH_F2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH_F3),UPPER PRIMARY ONLY (TCH_F4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH_F5),PRIMARY (TCH_NR1),PRIMARY WITH UPPER PRIMARY (TCH_NR2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH_NR3),UPPER PRIMARY ONLY (TCH_NR4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH_NR5),PRIMARY (TCH_M_P1),PRIMARY WITH UPPER PRIMARY (TCH_M_P2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH_M_P3),UPPER PRIMARY ONLY (TCH_M_P4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH_M_P5),PRIMARY (TCH_F_P1),PRIMARY WITH UPPER PRIMARY (TCH_F_P2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH_F_P3),UPPER PRIMARY ONLY (TCH_F_P4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH_F_P5),PRIMARY (TCH_NR_P1),PRIMARY WITH UPPER PRIMARY (TCH_NR_P2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH_NR_P3),UPPER PRIMARY ONLY (TCH_NR_P4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH_NR_P5),PRIMARY (TCH_NR_P1),PRIMARY WITH UPPER PRIMARY (TCH_NR_P2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH_NR_P3),UPPER PRIMARY ONLY (TCH_NR_P4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH_NR_P5),PRIMARY (TCH_SC_F1),PRIMARY WITH UPPER PRIMARY (TCH_SC_F2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH_SC_F3),UPPER PRIMARY ONLY (TCH_SC_F4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH_SC_F5),PRIMARY (TCH_ST_M1),PRIMARY WITH UPPER PRIMARY (TCH_ST_M2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH_ST_M3),UPPER PRIMARY ONLY (TCH_ST_M4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH_ST_M5),PRIMARY (TCH_ST_F1),PRIMARY WITH UPPER PRIMARY (TCH_ST_F2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH_ST_F3),UPPER PRIMARY ONLY (TCH_ST_F4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH_ST_F5),PRIMARY (TRN_TCH_M1),PRIMARY WITH UPPER PRIMARY (TRN_TCH_M2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TRN_TCH_M3),UPPER PRIMARY ONLY (TRN_TCH_M4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TRN_TCH_M5),PRIMARY (TRN_TCH_F1),PRIMARY WITH UPPER PRIMARY (TRN_TCH_F2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TRN_TCH_F3),UPPER PRIMARY ONLY (TRN_TCH_F4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TRN_TCH_F5),PRIMARY (TCH_PVT1),PRIMARY WITH UPPER PRIMARY (TCH_PVT2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH_PVT3),UPPER PRIMARY ONLY (TCH_PVT4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH_PVT5),NAN,NAN,NAN
JAMMU & KASHMIR,KUPWARA,2005,875,313,3,4,49,31,68,68,11,0,0,0,852,307,3,3,49,0,63,65,5,0,0,0,131,3,0,1,0,135,68,0,0,0,0,68,2,19,1,2,1,25,836,352,12,0,0,1200,89,136,10,0,25,260,22,44,9,0,8,83,370,218,13,0,28,629,785,352,13,3,38,1191,1630,0,0,0,0,1630,494,150,7,1,34,686,86,0,0,0,0,86,4104,3922,223,163,1139,9551,757,39,0,0,4,831,0,0,0,0,0,0,547,38,3,4,2,595,2468,1913,97,13,344,4835,809,586,59,4,130,1588,1253,949,33,9,157,2401,213,323,8,1,115,660,674,231,11,2,40,183,90,1,1,3,38,10,0,1,0,3,0,0,0,0,9,33,1,0,6,49,36,17,1,0,0,85,374,191,1,1,0,579,238,2,4,15,24055,20271,9234,7808,580,495,115,71,379,244,72,52,292,340,117,108,2005-06,406,378,5,0,57,846,28457,38075,563,716,6042,0,4638,12597,2454,0,0,0,28016,37272,563,642,6042,0,4375,12113,959,0,0,0,13604,13411,11715,10825,10360,9617,8540,8827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15210,12952,13577,11945,11305,9956,9374,9223,165,25,79,9,62.8,0,45.6,0,50.3,0,50345,32.5,0,21798,15570,22678,1222,326,2646,42442,7107,6074,6288,5422,5093,4458,4091,3909,268,244,255,203,167,126,121,102,119,153,181,127,102,111,80,56,95.2,95.71,87.49,85.97,43.35,40.4,34.78,33.59,50345,21798,5010,1982,1693,480,32958,49909,3017,716,6042,99,612,0,0,0,38,27,0,0,0,0,0,0,0,0,0,0,0,0,0,36,65,61,46,148,96,63,343,70530,47383,6007,2197,2791,844,2000,1979,18,21,276,0,64,34,0,0,4,2,235,251,15,1,19,3,760,728,33,6,16,8,1011,1136,62,7,158,9,148,217,9,5,56,4,1,2,0,0,1,0,1,5,0,0,2,0,92,138,0,0,20,0,1782,2030,105,15,252,530,481,14,4,24,0,0,0,0,0,14,6,0,1,0,3,2,0,1,0,0,0,0,0,0,19,13,0,0,1,1,5,0,0,0,73,50,1,0,5,13,15,0,0,4,1028,1080,9,15,175,334,296,4,5,17,329,540,101,0,0,0,,
