STATE NAME,YEAR,DISTRICT NAME,PRIMARY (SCHGOVT1),PRIMARY WITH UPPER PRIMARY (SCHGOVT2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (SCHGOVT3),UPPER PRIMARY ONLY (SCHGOVT4),UPPER PRIMARY WITH SEC./HIGHER SEC. (SCHGOVT5),NO RESPONSE (SCHGOVT9),PRIMARY (SCHPVT1),PRIMARY WITH UPPER PRIMARY (SCHPVT2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (SCHPVT3),UPPER PRIMARY ONLY (SCHPVT4),UPPER PRIMARY WITH SEC./HIGHER SEC. (SCHPVT5),NO RESPONSE (SCHPVT9),PRIMARY (SCH R GOVT1),PRIMARY WITH UPPER PRIMARY (SCH R GOVT2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (SCH R GOVT3),UPPER PRIMARY ONLY (SCH R GOVT4),UPPER PRIMARY WITH SEC./HIGHER SEC. (SCH R GOVT5),NO RESPONSE (SCH R GOVT9),PRIMARY (SCH R PVT1),PRIMARY WITH UPPER PRIMARY (SCH R PVT2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (SCH R PVT3),UPPER PRIMARY ONLY (SCH R PVT4),UPPER PRIMARY WITH SEC./HIGHER SEC. (SCH R PVT5),NO RESPONSE (SCH R PVT9),PRIMARY (CLS1 SCHOOL1),PRIMARY WITH UPPER PRIMARY (CLS1 SCHOOL2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (CLS1 SCHOOL3),UPPER PRIMARY ONLY (CLS1 SCHOOL4),UPPER PRIMARY WITH SEC./HIGHER SEC. (CLS1 SCHOOL5),TOTAL NUMBER OF SINGLE CLASSROOM SCHOOLS (CLS1 SCHOOL),PRIMARY (TCH1 SCHOOL1),PRIMARY WITH UPPER PRIMARY (TCH1 SCHOOL2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH1 SCHOOL3),UPPER PRIMARY ONLY (TCH1 SCHOOL4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH1 SCHOOL5),TOTAL NUMBER OF SINGLE TEACHER SCHOOLS (TCH1 SCHOOL),PRIMARY (PP SCH1),PRIMARY WITH UPPER PRIMARY (PP SCH2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (PP SCH3),PRIMARY (CTOILET SCH1),PRIMARY WITH UPPER PRIMARY (CTOILET SCH2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (CTOILET SCH3),UPPER PRIMARY ONLY (CTOILET SCH4),UPPER PRIMARY WITH SEC./HIGHER SEC. (CTOILET SCH5),TOTAL NUMBER OF SCHOOLS WITH COMMON TOILETS (CTOILET SCH),PRIMARY (GTOILET SCH1),PRIMARY WITH UPPER PRIMARY (GTOILET SCH2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (GTOILET SCH3),UPPER PRIMARY ONLY (GTOILET SCH4),UPPER PRIMARY WITH SEC./HIGHER SEC. (GTOILET SCH5),TOTAL NUMBER OF SCHOOLS WITH  GIRLS TOILETS (GTOILET SCH),PRIMARY (WATER SCH1),PRIMARY WITH UPPER PRIMARY (WATER SCH2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (WATER SCH3),UPPER PRIMARY ONLY (WATER SCH4),UPPER PRIMARY WITH SEC./HIGHER SEC. (WATER SCH5),TOTAL NUMBER OF SCHOOLS WITH DRINKING WATER FACILITY (WATER SCH),PRIMARY (BB SCH1),PRIMARY WITH UPPER PRIMARY (BB SCH2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (BB SCH3),UPPER PRIMARY ONLY (BB SCH4),UPPER PRIMARY WITH SEC./HIGHER SEC. (BB SCH5),TOTAL NUMBER OF SCHOOLS WITH BLACKBOARD (BB SCH),PRIMARY (ENR STCH SCH1),PRIMARY WITH UPPER PRIMARY (ENR STCH SCH2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (ENR STCH SCH3),UPPER PRIMARY ONLY (ENR STCH SCH4),UPPER PRIMARY WITH SEC./HIGHER SEC. (ENR STCH SCH5),TOTAL ENROLEMT IN SINGLE-TEACHER SCHOOLS (ENR STCH SCH),PRIMARY (NO FEM SCH1),PRIMARY WITH UPPER PRIMARY (NO FEM SCH2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (NO FEM SCH3),UPPER PRIMARY ONLY (NO FEM SCH4),UPPER PRIMARY WITH SEC./HIGHER SEC. (NO FEM SCH5),NO FEMALE TEACHER SCHOOLS (TCH>=2) (NO FEM SCH),PRIMARY (SCH 50ENR1),PRIMARY WITH UPPER PRIMARY (SCH 50ENR2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (SCH 50ENR3),UPPER PRIMARY ONLY (SCH 50ENR4),UPPER PRIMARY WITH SEC./HIGHER SEC. (SCH 50ENR5),TOTAL NUMBER OF SCHOOLS WITH <=50 STUDENTS (SCH 50ENR),PRIMARY (SCH SINCE 2003 1),PRIMARY WITH UPPER PRIMARY (SCH SINCE 2003 2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (SCH SINCE 2003 3),UPPER PRIMARY ONLY (SCH SINCE 2003 4),UPPER PRIMARY WITH SEC./HIGHER SEC. (SCH SINCE 2003 5),PRIMARY (KITSHED1),PRIMARY WITH UPPER PRIMARY (KITSHED2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (KITSHED3),UPPER PRIMARY ONLY (KITSHED4),UPPER PRIMARY WITH SEC./HIGHER SEC. (KITSHED5),PRIMARY (TOT CLS1),PRIMARY WITH UPPER PRIMARY (TOT CLS2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TOT CLS3),UPPER PRIMARY ONLY (TOT CLS4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TOT CLS5),TOTAL  (TOT CLS),PRIMARY (CLS GOOD1),PRIMARY WITH UPPER PRIMARY (CLS GOOD2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (CLS GOOD3),UPPER PRIMARY ONLY (CLS GOOD4),UPPER PRIMARY WITH SEC./HIGHER SEC. (CLS GOOD5),TOTAL  (CLS GOOD),PRIMARY (CLS MAJOR1),PRIMARY WITH UPPER PRIMARY (CLS MAJOR2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (CLS MAJOR3),UPPER PRIMARY ONLY (CLS MAJOR4),UPPER PRIMARY WITH SEC./HIGHER SEC. (CLS MAJOR5),TOTAL  (CLS MAJOR),PRIMARY (CLS MINOR1),PRIMARY WITH UPPER PRIMARY (CLS MINOR2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (CLS MINOR3),UPPER PRIMARY ONLY (CLS MINOR4),UPPER PRIMARY WITH SEC./HIGHER SEC. (CLS MINOR5),TOTAL  (CLS MINOR),PRIMARY (CLS OTHER1),PRIMARY WITH UPPER PRIMARY (CLS OTHER2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (CLS OTHER3),UPPER PRIMARY ONLY (CLS OTHER4),UPPER PRIMARY WITH SEC./HIGHER SEC. (CLS OTHER5),TOTAL  (CLS OTHER),PRIMARY (SDG 1),PRIMARY WITH UPPER PRIMARY (SDG 2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (SDG 3),UPPER PRIMARY ONLY (SDG 4),UPPER PRIMARY WITH SEC./HIGHER SEC. (SDG 5),PRIMARY (TLM 1),PRIMARY WITH UPPER PRIMARY (TLM 2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TLM 3),UPPER PRIMARY ONLY (TLM 4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TLM 5),PRIMARY BOYS (BOOK P B),PRIMARY GIRLS (BOOK P G),UPPER PRIMARY BOYS (BOOK UP B),UPPER PRIMARY GIRLS (BOOK UP G),PRIMARY BOYS (UNIFORM P B),PRIMARY GIRLS (UNIFORM P G),UPPER PRIMARY BOYS (UNIFORM UP B),UPPER PRIMARY GIRLS (UNIFORM UP G),PRIMARY BOYS (ATTEND P B),PRIMARY GIRLS (ATTEND P G),UPPER PRIMARY BOYS (ATTEND UP B),UPPER PRIMARY GIRLS (ATTEND UP G),PRIMARY BOYS (STATION P B),PRIMARY GIRLS (STATION P G),UPPER PRIMARY BOYS (STATION UP B),UPPER PRIMARY GIRLS (STATION UP G),PRIMARY BOYS (TRANSPORT P B),PRIMARY GIRLS (TRANSPORT P G),UPPER PRIMARY BOYS (TRANSPORT UP B),UPPER PRIMARY GIRLS (TRANSPORT UP G),PRIMARY BOYS (RESIDENTIAL P B),PRIMARY GIRLS (RESIDENTIAL P G),UPPER PRIMARY BOYS (RESIDENTIAL UP B),UPPER PRIMARY GIRLS (RESIDENTIAL UP G),PRIMARY (SCH UN1),PRIMARY WITH UPPER PRIMARY (SCH UN2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (SCH UN3),UPPER PRIMARY ONLY (SCH UN4),UPPER PRIMARY WITH SEC./HIGHER SEC. (SCH UN5),NO RESPONSE  (SCH UN9),PRIMARY (BTOILET SCH1),PRIMARY WITH UPPER PRIMARY (BTOILET SCH2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (BTOILET SCH3),UPPER PRIMARY ONLY (BTOILET SCH4),UPPER PRIMARY WITH SEC./HIGHER SEC. (BTOILET SCH5),PRIMARY (ELECTRIC SCH1),PRIMARY WITH UPPER PRIMARY (ELECTRIC SCH2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (ELECTRIC SCH3),UPPER PRIMARY ONLY (ELECTRIC SCH4),UPPER PRIMARY WITH SEC./HIGHER SEC. (ELECTRIC SCH5),PRIMARY (COMPUTER SCH1),PRIMARY WITH UPPER PRIMARY (COMPUTER SCH2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (COMPUTER SCH3),UPPER PRIMARY ONLY (COMPUTER SCH4),UPPER PRIMARY WITH SEC./HIGHER SEC. (COMPUTER SCH5),PRIMARY (MDM 1),PRIMARY WITH UPPER PRIMARY (MDM 2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (MDM 3),UPPER PRIMARY ONLY (MDM 4),UPPER PRIMARY WITH SEC./HIGHER SEC. (MDM 5),PRIMARY (SMC 1),PRIMARY WITH UPPER PRIMARY (SMC 2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (SMC 3),UPPER PRIMARY ONLY (SMC 4),UPPER PRIMARY WITH SEC./HIGHER SEC. (SMC 5),PRIMARY (APP BY ROAD 1),PRIMARY WITH UPPER PRIMARY (APP BY ROAD 2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (APP BY ROAD 3),NAN_x,UPPER PRIMARY ONLY (APP BY ROAD 4),UPPER PRIMARY WITH SEC./HIGHER SEC. (APP BY ROAD 5),30 AT PRIMARY LEVEL  (SCR 30 P),35 AT UPPER PRIMARY LEVEL  (SCR 35 UP),30 AT PRIMARY LEVEL  (PTR 30 P),35 AT UPPER PRIMARY LEVEL  (PTR 35 UP),PRIMARY  (AVG INSTN DAYS P),UPPER  PRIMARY  (AVG INSTN DAYS UP),index_y,PRIMARY (ENR GOVT1),PRIMARY WITH UPPER PRIMARY (ENR GOVT2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (ENR GOVT3),UPPER PRIMARY ONLY (ENR GOVT4),UPPER PRIMARY WITH SEC./HIGHER SEC. (ENR GOVT5),NO RESPONSE (ENR GOVT9),PRIMARY (ENR PVT1),PRIMARY WITH UPPER PRIMARY (ENR PVT2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (ENR PVT3),UPPER PRIMARY ONLY (ENR PVT4),UPPER PRIMARY WITH SEC./HIGHER SEC. (ENR PVT5),NO RESPONSE (ENR PVT9),PRIMARY (ENR R GOVT1),PRIMARY WITH UPPER PRIMARY (ENR R GOVT2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (ENR R GOVT3),UPPER PRIMARY ONLY (ENR R GOVT4),UPPER PRIMARY WITH SEC./HIGHER SEC. (ENR R GOVT5),NO RESPONSE (ENR R GOVT9),PRIMARY (ENR R PVT1),PRIMARY WITH UPPER PRIMARY (ENR R PVT2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (ENR R PVT3),UPPER PRIMARY ONLY (ENR R PVT4),UPPER PRIMARY WITH SEC./HIGHER SEC. (ENR R PVT5),NO RESPONSE (ENR R PVT9),GRADE I (ENR PY4 C1),GRADE II (ENR PY4 C2),GRADE III (ENR PY4 C3),GRADE IV (ENR PY4 C4),GRADE V (ENR PY4 C5),GRADEVI (ENR PY4 C6),GRADE VII (ENR PY4 C7),GRADE VIII (ENR PY4 C8),GRADE I (ENR PY3 C1),GRADE II (ENR PY3 C2),GRADE III (ENR PY3 C3),GRADE IV (ENR PY3 C4),GRADE V (ENR PY3 C5),GRADEVI (ENR PY3 C6),GRADE VII (ENR PY3 C7),GRADE VIII (ENR PY3 C8),GRADE I (ENR PY2 C1),GRADE II (ENR PY2 C2),GRADE III (ENR PY2 C3),GRADE IV (ENR PY2 C4),GRADE V (ENR PY2 C5),GRADEVI (ENR PY2 C6),GRADE VII (ENR PY2 C7),GRADE VIII (ENR PY2 C8),GRADE I (ENR PY1 C1),GRADE II (ENR PY1 C2),GRADE III (ENR PY1 C3),GRADE IV (ENR PY1 C4),GRADE V (ENR PY1 C5),GRADEVI (ENR PY1 C6),GRADE VII (ENR PY1 C7),GRADE VIII (ENR PY1 C8),GRADE I (ENR CY C1),GRADE II (ENR CY C2),GRADE III (ENR CY C3),GRADE IV (ENR CY C4),GRADE V (ENR CY C5),GRADEVI (ENR CY C6),GRADE VII (ENR CY C7),GRADE VIII (ENR CY C8),SC ENROLMENT PRIMARY (SC ENRP CY),SC ENROLMENT UPPER PRIMARY (SC ENRUP CY),SC GIRLS ENROLMENT PRIMARY (SCG ENRP CY),SC GIRLS ENROLMENT UPPER PRIMARY (SCG ENRUP CY),ST ENROLMENT PRIMARY (ST ENRP CY),ST GIRLS ENROLMENT PRIMARY (STG ENRP CY),ST ENROLMENT UPPER PRIMARY (ST ENRUP CY),ST GIRLS ENROLMENT UPPER PRIMARY (STG ENRUP CY),2008-09 (GERP PY2),2009-10 (GERP PY1),2010-11 (GERP CY),2008-09 (GERUP PY2),2009-10 (GERUP PY1),2010-11 (GERUP CY),2008-09 (NERP PY2),2009-10 (NERP PY1),2010-11 (NERP CY),2008-09 (NERUP PY2),2009-10 (NERUP PY1),2010-11 (NERUP CY),PRIMARY (PC GIRLS1),PRIMARY WITH UPPER PRIMARY (PC GIRLS2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (PC GIRLS3),UPPER PRIMARY ONLY (PC GIRLS4),UPPER PRIMARY WITH SEC./HIGHER SEC. (PC GIRLS5),TOTAL NUMBER OF GIRLS (PC GIRLS),GRADE I (ENR G C1),GRADE II (ENR G C2),GRADE III (ENR G C3),GRADE IV (ENR G C4),GRADE V (ENR G C5),GRADEVI (ENR G C6),GRADE VII (ENR G C7),GRADE VIII (ENR G C8),GRADE I (ENR DIS B C1),GRADE II (ENR DIS B C2),GRADE III (ENR DIS B C3),GRADE IV (ENR DIS B C4),GRADE V (ENR DIS B C5),GRADEVI (ENR DIS B C6),GRADE VII (ENR DIS B C7),GRADE VIII (ENR DIS B C8),GRADE I (ENR DIS G C1),GRADE II (ENR DIS G C2),GRADE III (ENR DIS G C3),GRADE IV (ENR DIS G C4),GRADE V (ENR DIS G C5),GRADEVI (ENR DIS G C6),GRADE VII (ENR DIS G C7),GRADE VIII (ENR DIS G C8),PRIMARY (GROSSNESS P),UPPER PRIMARY (GROSSNESS UP),PRIMARY (ENR MED1 1),PRIMARY WITH UPPER PRIMARY (ENR MED1 2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (ENR MED1 3),UPPER PRIMARY ONLY (ENR MED1 4),UPPER PRIMARY WITH SEC./HIGHER SEC. (ENR MED1 5),PRIMARY (ENR MED2 1),PRIMARY WITH UPPER PRIMARY (ENR MED2 2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (ENR MED2 3),UPPER PRIMARY ONLY (ENR MED2 4),UPPER PRIMARY WITH SEC./HIGHER SEC. (ENR MED2 5),PRIMARY (ENR MED3 1),PRIMARY WITH UPPER PRIMARY (ENR MED3 2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (ENR MED3 3),UPPER PRIMARY ONLY (ENR MED3 4),UPPER PRIMARY WITH SEC./HIGHER SEC. (ENR MED3 5),PRIMARY (ENR MED4 1),PRIMARY WITH UPPER PRIMARY (ENR MED4 2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (ENR MED4 3),UPPER PRIMARY ONLY (ENR MED4 4),UPPER PRIMARY WITH SEC./HIGHER SEC. (ENR MED4 5),PRIMARY (ENR MED5 1),PRIMARY WITH UPPER PRIMARY (ENR MED5 2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (ENR MED5 3),UPPER PRIMARY ONLY (ENR MED5 4),UPPER PRIMARY WITH SEC./HIGHER SEC. (ENR MED5 5),GRADE I (REP C1),GRADE II (REP C2),GRADE III (REP C3),GRADE IV (REP C4),GRADE V (REP C5),GRADE VI (REP C6),GRADE VII (REP C7),GRADE VIII (REP C8),PRIMARY ENROLMENT (MUSLIM P),UPPER PRIMARY ENROLMENT (MUSLIM UP),GIRLS ENROLMENT PRIMARY (MUSLIM G P),GIRLS ENROLMENT UPPER PRIMARY (MUSLIM G UP),PRIMARY ENROLMENT (OBC P),UPPER PRIMARY ENROLMENT (OBC UP),GIRLS ENROLMENT PRIMARY (OBC G P),GIRLS ENROLMENT UPPER PRIMARY (OBC G UP),index,STATE CODE (STATECD),PRIMARY (TCH GOVT1),PRIMARY WITH UPPER PRIMARY (TCH GOVT2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH GOVT3),UPPER PRIMARY ONLY (TCH GOVT4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH GOVT5),NO RESPONSE (TCH GOVT9),PRIMARY (TCH PVT1),PRIMARY WITH UPPER PRIMARY (TCH PVT2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH PVT3),UPPER PRIMARY ONLY (TCH PVT4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH PVT5),NO RESPONSE (TCH PVT9),PRIMARY (TCH BS1),PRIMARY WITH UPPER PRIMARY (TCH BS2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH BS3),UPPER PRIMARY ONLY (TCH BS4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH BS5),NAN_y,PRIMARY (TCH S1),PRIMARY WITH UPPER PRIMARY (TCH S2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH S3),UPPER PRIMARY ONLY (TCH S4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH S5),TCH S P (TCH S PTCH S P),PRIMARY (TCH HS1),PRIMARY WITH UPPER PRIMARY (TCH HS2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH HS3),UPPER PRIMARY ONLY (TCH HS4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH HS5),NAN_y,PRIMARY (TCH GRAD1),PRIMARY WITH UPPER PRIMARY (TCH GRAD2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH GRAD3),UPPER PRIMARY ONLY (TCH GRAD4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH GRAD5),NAN_y,PRIMARY (TCH PGRAD1),PRIMARY WITH UPPER PRIMARY (TCH PGRAD2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH PGRAD3),UPPER PRIMARY ONLY (TCH PGRAD4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH PGRAD5),NAN_y,PRIMARY (TCH MPH1),PRIMARY WITH UPPER PRIMARY (TCH MPH2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH MPH3),UPPER PRIMARY ONLY (TCH MPH4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH MPH5),NAN_y,PRIMARY (TCH OTH1),PRIMARY WITH UPPER PRIMARY (TCH OTH2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH OTH3),UPPER PRIMARY ONLY (TCH OTH4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH OTH5),NAN_y,PRIMARY (TCH EDUQUAL NR1),PRIMARY WITH UPPER PRIMARY (TCH EDUQUAL NR2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH EDUQUAL NR3),UPPER PRIMARY ONLY (TCH EDUQUAL NR4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH EDUQUAL NR5),NAN_y,PRIMARY (TCH M1),PRIMARY WITH UPPER PRIMARY (TCH M2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH M3),UPPER PRIMARY ONLY (TCH M4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH M5),PRIMARY (TCH F1),PRIMARY WITH UPPER PRIMARY (TCH F2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH F3),UPPER PRIMARY ONLY (TCH F4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH F5),PRIMARY (TCH NR1),PRIMARY WITH UPPER PRIMARY (TCH NR2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH NR3),UPPER PRIMARY ONLY (TCH NR4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH NR5),PRIMARY (TCH M P1),PRIMARY WITH UPPER PRIMARY (TCH M P2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH M P3),UPPER PRIMARY ONLY (TCH M P4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH M P5),PRIMARY (TCH F P1),PRIMARY WITH UPPER PRIMARY (TCH F P2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH F P3),UPPER PRIMARY ONLY (TCH F P4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH F P5),PRIMARY (TCH NR P1),PRIMARY WITH UPPER PRIMARY (TCH NR P2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH NR P3),UPPER PRIMARY ONLY (TCH NR P4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH NR P5),PRIMARY (TCH SC M1),PRIMARY WITH UPPER PRIMARY (TCH SC M2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH SC M3),UPPER PRIMARY ONLY (TCH SC M4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH SC M5),PRIMARY (TCH SC F1),PRIMARY WITH UPPER PRIMARY (TCH SC F2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH SC F3),UPPER PRIMARY ONLY (TCH SC F4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH SC F5),PRIMARY (TCH ST M1),PRIMARY WITH UPPER PRIMARY (TCH ST M2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH ST M3),UPPER PRIMARY ONLY (TCH ST M4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH ST M5),PRIMARY (TCH ST F1),PRIMARY WITH UPPER PRIMARY (TCH ST F2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH ST F3),UPPER PRIMARY ONLY (TCH ST F4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH ST F5),PRIMARY (TRN TCH M1),PRIMARY WITH UPPER PRIMARY (TRN TCH M2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TRN TCH M3),UPPER PRIMARY ONLY (TRN TCH M4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TRN TCH M5),PRIMARY (TRN TCH F1),PRIMARY WITH UPPER PRIMARY (TRN TCH F2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TRN TCH F3),UPPER PRIMARY ONLY (TRN TCH F4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TRN TCH F5),PRIMARY (TCH UN1),PRIMARY WITH UPPER PRIMARY (TCH UN2),PRIMARY WITH UPPER PRIMARY SEC/HIGHER SEC. (TCH UN3),UPPER PRIMARY ONLY (TCH UN4),UPPER PRIMARY WITH SEC./HIGHER SEC. (TCH UN5),NO RESPONSE (TCH UN9),REGULAR TCH (PROF TRN TCH R),CONTRACT TCH (PROF TRN TCH P),NO. OF DAYS INVOLVED  (DAYS NONTCH),NO. OF TEACHERS INVOLVED (TCH NONTCH)
JAMMU & KASHMIR,2011,ANANTNAG,699,643,42,14,52,0,71,174,92,0,0,0,642,587,35,11,46,0,59,139,58,0,0,0,137,0,0,0,0,137,80,0,0,0,0,80,0,0,0,138,381,91,5,38,653,22.95,62.02,93.98,41.67,85.11,47.97,614,743,127,12,48,1544,770,817,134,14,52,0,1600,0,0,0,0,1600,290,159,20,0,8,477,697,240,4,8,21,970,540,89,2,8,1,105,302,15,6,11,2078,4474,1737,52,272,0,1121,2636,1391,24,162,0,223,399,73,8,34,0,734,1439,273,20,76,0,234,890,551,36,171,0,567,612,36,7,39,593,624,35,10,40,22714,24468,14287,15012,99,163,273,391,6218,5682,2931,2417,260,225,260,371,22,21,1,33,0,0,209,183,0,0,0,0,0,0,23,61,92,29,81,44,101,79,2,28,18,115,80,0,14,652,642,38,12,48,651,625,35,13,50,770,817,134,14,14,52,135,70,64,14,205,205,1,17652,47939,5346,804,3245,0,3108,20431,22087,0,0,0,16723,44484,4783,625,3044,0,2341,16542,13756,0,0,0,15158,14832,15484,16318,16032,14839,14476,13825,18393,17027,17654,19034,18044,14620,14714,14065,18710,17404,16745,17169,18633,16651,15386,15599,18173,17219,16797,16416,17741,17257,16830,15870,17796,15314,14249,13910,13865,14659,15676,15143,140,57,62,29,11381,5247,5253,2240,69.84,68.1,0,62.38,67.85,0,54.14,53.38,0,43.49,47.94,0,10486,34095,11806,549,1113,58049,8606,7350,6961,6693,6721,7095,7317,7306,332,250,228,247,230,244,264,158,208,190,187,162,148,174,150,142,57811,33065,20760,68370,27433,804,3245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,294,236,192,238,124,104,154,74683,45267,36105,21612,15804,9485,7790,4689,217,1,1517,4048,494,97,554,0,460,1798,1593,0,0,0,0,0,0,0,0,0,62,186,61,7,10,61,144,656,209,6,22,627,471,2211,878,24,241,1607,302,1177,451,15,225,853,3,13,11,1,4,16,0,0,0,0,0,0,0,0,0,0,0,0,512,2574,1089,23,363,470,1669,521,30,139,0,0,0,0,0,679,1072,281,0,42,316,531,196,44,10,0,0,0,0,0,6,20,14,1,12,2,25,3,0,2,88,140,32,0,11,11,28,8,3,2,712,1763,113,11,97,312,832,40,58,25,0,0,0,0,0,0,3823,1193,8,548
