geo_level,geo_code,area,sex,maritalstatus,total,geo_version
district,72,Rural,Male,separated,509,2011
district,72,Urban,Male,separated,252,2011
district,73,Rural,Male,separated,517,2011
district,73,Urban,Male,separated,129,2011
district,74,Rural,Male,separated,769,2011
district,74,Urban,Male,separated,350,2011
district,75,Rural,Male,separated,342,2011
district,75,Urban,Male,separated,312,2011
district,76,Rural,Male,separated,692,2011
district,76,Urban,Male,separated,250,2011
district,77,Rural,Male,separated,606,2011
district,77,Urban,Male,separated,173,2011
district,78,Rural,Male,separated,620,2011
district,78,Urban,Male,separated,95,2011
district,79,Rural,Male,separated,795,2011
district,79,Urban,Male,separated,234,2011
district,80,Rural,Male,separated,761,2011
district,80,Urban,Male,separated,386,2011
district,81,Rural,Male,separated,729,2011
district,81,Urban,Male,separated,169,2011
district,82,Rural,Male,separated,477,2011
district,82,Urban,Male,separated,240,2011
district,83,Rural,Male,separated,396,2011
district,83,Urban,Male,separated,134,2011
district,84,Rural,Male,separated,387,2011
district,84,Urban,Male,separated,92,2011
district,85,Rural,Male,separated,436,2011
district,85,Urban,Male,separated,117,2011
district,86,Rural,Male,separated,230,2011
district,86,Urban,Male,separated,543,2011
district,87,Rural,Male,separated,337,2011
district,87,Urban,Male,separated,49,2011
district,88,Rural,Male,separated,224,2011
district,88,Urban,Male,separated,707,2011
district,89,Rural,Male,separated,460,2011
district,89,Urban,Male,separated,106,2011
district,90,Rural,Male,separated,187,2011
district,90,Urban,Male,separated,2543,2011
district,91,Rural,Male,separated,5,2011
district,91,Urban,Male,separated,671,2011
district,92,Rural,Male,separated,10,2011
district,92,Urban,Male,separated,1445,2011
district,93,Rural,Male,separated,3,2011
district,93,Urban,Male,separated,1235,2011
district,94,Rural,Male,separated,0,2011
district,94,Urban,Male,separated,79,2011
district,95,Rural,Male,separated,0,2011
district,95,Urban,Male,separated,561,2011
district,96,Rural,Male,separated,2,2011
district,96,Urban,Male,separated,2193,2011
district,97,Rural,Male,separated,87,2011
district,97,Urban,Male,separated,1232,2011
district,98,Rural,Male,separated,8,2011
district,98,Urban,Male,separated,1661,2011
district,99,Rural,Male,separated,1724,2011
district,99,Urban,Male,separated,505,2011
district,100,Rural,Male,separated,1120,2011
district,100,Urban,Male,separated,234,2011
district,101,Rural,Male,separated,654,2011
district,101,Urban,Male,separated,464,2011
district,102,Rural,Male,separated,647,2011
district,102,Urban,Male,separated,300,2011
district,103,Rural,Male,separated,679,2011
district,103,Urban,Male,separated,247,2011
district,104,Rural,Male,separated,1422,2011
district,104,Urban,Male,separated,355,2011
district,105,Rural,Male,separated,933,2011
district,105,Urban,Male,separated,306,2011
district,106,Rural,Male,separated,351,2011
district,106,Urban,Male,separated,88,2011
district,107,Rural,Male,separated,540,2011
district,107,Urban,Male,separated,80,2011
district,108,Rural,Male,separated,973,2011
district,108,Urban,Male,separated,161,2011
district,109,Rural,Male,separated,614,2011
district,109,Urban,Male,separated,109,2011
district,110,Rural,Male,separated,1277,2011
district,110,Urban,Male,separated,1837,2011
district,111,Rural,Male,separated,743,2011
district,111,Urban,Male,separated,244,2011
district,112,Rural,Male,separated,1106,2011
district,112,Urban,Male,separated,271,2011
district,113,Rural,Male,separated,637,2011
district,113,Urban,Male,separated,674,2011
district,114,Rural,Male,separated,66,2011
district,114,Urban,Male,separated,29,2011
district,115,Rural,Male,separated,446,2011
district,115,Urban,Male,separated,76,2011
district,116,Rural,Male,separated,665,2011
district,116,Urban,Male,separated,65,2011
district,117,Rural,Male,separated,877,2011
district,117,Urban,Male,separated,215,2011
district,118,Rural,Male,separated,1758,2011
district,118,Urban,Male,separated,428,2011
district,119,Rural,Male,separated,2786,2011
district,119,Urban,Male,separated,975,2011
district,120,Rural,Male,separated,2011,2011
district,120,Urban,Male,separated,275,2011
district,121,Rural,Male,separated,2661,2011
district,121,Urban,Male,separated,390,2011
district,122,Rural,Male,separated,6479,2011
district,122,Urban,Male,separated,604,2011
district,123,Rural,Male,separated,1966,2011
district,123,Urban,Male,separated,273,2011
district,124,Rural,Male,separated,1979,2011
district,124,Urban,Male,separated,100,2011
district,125,Rural,Male,separated,2094,2011
district,125,Urban,Male,separated,74,2011
district,126,Rural,Male,separated,4590,2011
district,126,Urban,Male,separated,352,2011
district,127,Rural,Male,separated,1649,2011
district,127,Urban,Male,separated,1288,2011
district,128,Rural,Male,separated,1642,2011
district,128,Urban,Male,separated,310,2011
district,129,Rural,Male,separated,1869,2011
district,129,Urban,Male,separated,277,2011
district,130,Rural,Male,separated,4155,2011
district,130,Urban,Male,separated,541,2011
district,131,Rural,Male,separated,1240,2011
district,131,Urban,Male,separated,91,2011
district,132,Rural,Male,separated,1291,2011
district,132,Urban,Male,separated,523,2011
district,133,Rural,Male,separated,1708,2011
district,133,Urban,Male,separated,494,2011
district,134,Rural,Male,separated,1480,2011
district,134,Urban,Male,separated,337,2011
district,135,Rural,Male,separated,1337,2011
district,135,Urban,Male,separated,646,2011
district,136,Rural,Male,separated,805,2011
district,136,Urban,Male,separated,181,2011
district,137,Rural,Male,separated,660,2011
district,137,Urban,Male,separated,185,2011
district,138,Rural,Male,separated,1017,2011
district,138,Urban,Male,separated,942,2011
district,139,Rural,Male,separated,635,2011
district,139,Urban,Male,separated,153,2011
district,140,Rural,Male,separated,941,2011
district,140,Urban,Male,separated,1445,2011
district,141,Rural,Male,separated,335,2011
district,141,Urban,Male,separated,338,2011
district,142,Rural,Male,separated,1843,2011
district,142,Urban,Male,separated,441,2011
district,143,Rural,Male,separated,1581,2011
district,143,Urban,Male,separated,614,2011
district,144,Rural,Male,separated,750,2011
district,144,Urban,Male,separated,166,2011
district,145,Rural,Male,separated,910,2011
district,145,Urban,Male,separated,460,2011
district,146,Rural,Male,separated,894,2011
district,146,Urban,Male,separated,809,2011
district,147,Rural,Male,separated,942,2011
district,147,Urban,Male,separated,408,2011
district,148,Rural,Male,separated,875,2011
district,148,Urban,Male,separated,139,2011
district,149,Rural,Male,separated,1594,2011
district,149,Urban,Male,separated,330,2011
district,150,Rural,Male,separated,2020,2011
district,150,Urban,Male,separated,709,2011
district,151,Rural,Male,separated,1260,2011
district,151,Urban,Male,separated,202,2011
district,152,Rural,Male,separated,1547,2011
district,152,Urban,Male,separated,357,2011
district,153,Rural,Male,separated,3201,2011
district,153,Urban,Male,separated,281,2011
district,154,Rural,Male,separated,4602,2011
district,154,Urban,Male,separated,388,2011
district,155,Rural,Male,separated,3902,2011
district,155,Urban,Male,separated,362,2011
district,156,Rural,Male,separated,3055,2011
district,156,Urban,Male,separated,400,2011
district,157,Rural,Male,separated,2395,2011
district,157,Urban,Male,separated,2064,2011
district,158,Rural,Male,separated,5052,2011
district,158,Urban,Male,separated,236,2011
district,159,Rural,Male,separated,838,2011
district,159,Urban,Male,separated,206,2011
district,160,Rural,Male,separated,910,2011
district,160,Urban,Male,separated,169,2011
district,161,Rural,Male,separated,755,2011
district,161,Urban,Male,separated,262,2011
district,162,Rural,Male,separated,767,2011
district,162,Urban,Male,separated,133,2011
district,163,Rural,Male,separated,1201,2011
district,163,Urban,Male,separated,125,2011
district,164,Rural,Male,separated,1127,2011
district,164,Urban,Male,separated,2502,2011
district,165,Rural,Male,separated,638,2011
district,165,Urban,Male,separated,201,2011
district,166,Rural,Male,separated,881,2011
district,166,Urban,Male,separated,513,2011
district,167,Rural,Male,separated,1084,2011
district,167,Urban,Male,separated,150,2011
district,168,Rural,Male,separated,632,2011
district,168,Urban,Male,separated,120,2011
district,169,Rural,Male,separated,548,2011
district,169,Urban,Male,separated,122,2011
district,170,Rural,Male,separated,654,2011
district,170,Urban,Male,separated,141,2011
district,171,Rural,Male,separated,404,2011
district,171,Urban,Male,separated,59,2011
district,172,Rural,Male,separated,1462,2011
district,172,Urban,Male,separated,151,2011
district,173,Rural,Male,separated,2566,2011
district,173,Urban,Male,separated,89,2011
district,174,Rural,Male,separated,818,2011
district,174,Urban,Male,separated,58,2011
district,175,Rural,Male,separated,2253,2011
district,175,Urban,Male,separated,584,2011
district,176,Rural,Male,separated,4349,2011
district,176,Urban,Male,separated,224,2011
district,177,Rural,Male,separated,3293,2011
district,177,Urban,Male,separated,257,2011
district,178,Rural,Male,separated,2147,2011
district,178,Urban,Male,separated,187,2011
district,179,Rural,Male,separated,4226,2011
district,179,Urban,Male,separated,111,2011
district,180,Rural,Male,separated,2211,2011
district,180,Urban,Male,separated,124,2011
district,181,Rural,Male,separated,718,2011
district,181,Urban,Male,separated,9,2011
district,182,Rural,Male,separated,1635,2011
district,182,Urban,Male,separated,59,2011
district,183,Rural,Male,separated,2553,2011
district,183,Urban,Male,separated,120,2011
district,184,Rural,Male,separated,1304,2011
district,184,Urban,Male,separated,72,2011
district,185,Rural,Male,separated,1903,2011
district,185,Urban,Male,separated,73,2011
district,186,Rural,Male,separated,926,2011
district,186,Urban,Male,separated,58,2011
district,187,Rural,Male,separated,1311,2011
district,187,Urban,Male,separated,184,2011
district,188,Rural,Male,separated,1954,2011
district,188,Urban,Male,separated,345,2011
district,189,Rural,Male,separated,1250,2011
district,189,Urban,Male,separated,51,2011
district,190,Rural,Male,separated,1189,2011
district,190,Urban,Male,separated,141,2011
district,191,Rural,Male,separated,2501,2011
district,191,Urban,Male,separated,128,2011
district,192,Rural,Male,separated,881,2011
district,192,Urban,Male,separated,153,2011
district,193,Rural,Male,separated,1236,2011
district,193,Urban,Male,separated,251,2011
district,194,Rural,Male,separated,2269,2011
district,194,Urban,Male,separated,165,2011
district,195,Rural,Male,separated,1507,2011
district,195,Urban,Male,separated,128,2011
district,196,Rural,Male,separated,752,2011
district,196,Urban,Male,separated,104,2011
district,197,Rural,Male,separated,1179,2011
district,197,Urban,Male,separated,745,2011
district,198,Rural,Male,separated,548,2011
district,198,Urban,Male,separated,68,2011
district,199,Rural,Male,separated,1047,2011
district,199,Urban,Male,separated,123,2011
district,200,Rural,Male,separated,978,2011
district,200,Urban,Male,separated,87,2011
district,201,Rural,Male,separated,865,2011
district,201,Urban,Male,separated,143,2011
district,202,Rural,Male,separated,828,2011
district,202,Urban,Male,separated,152,2011
district,203,Rural,Male,separated,1042,2011
district,203,Urban,Male,separated,122,2011
district,204,Rural,Male,separated,1147,2011
district,204,Urban,Male,separated,90,2011
district,205,Rural,Male,separated,187,2011
district,205,Urban,Male,separated,13,2011
district,206,Rural,Male,separated,874,2011
district,206,Urban,Male,separated,45,2011
district,207,Rural,Male,separated,1176,2011
district,207,Urban,Male,separated,30,2011
district,208,Rural,Male,separated,550,2011
district,208,Urban,Male,separated,43,2011
district,209,Rural,Male,separated,603,2011
district,209,Urban,Male,separated,60,2011
district,210,Rural,Male,separated,317,2011
district,210,Urban,Male,separated,51,2011
district,211,Rural,Male,separated,817,2011
district,211,Urban,Male,separated,99,2011
district,212,Rural,Male,separated,1006,2011
district,212,Urban,Male,separated,73,2011
district,213,Rural,Male,separated,461,2011
district,213,Urban,Male,separated,31,2011
district,214,Rural,Male,separated,361,2011
district,214,Urban,Male,separated,32,2011
district,215,Rural,Male,separated,1008,2011
district,215,Urban,Male,separated,111,2011
district,216,Rural,Male,separated,1626,2011
district,216,Urban,Male,separated,181,2011
district,217,Rural,Male,separated,745,2011
district,217,Urban,Male,separated,50,2011
district,218,Rural,Male,separated,896,2011
district,218,Urban,Male,separated,218,2011
district,219,Rural,Male,separated,802,2011
district,219,Urban,Male,separated,93,2011
district,220,Rural,Male,separated,889,2011
district,220,Urban,Male,separated,53,2011
district,221,Rural,Male,separated,1561,2011
district,221,Urban,Male,separated,58,2011
district,222,Rural,Male,separated,871,2011
district,222,Urban,Male,separated,194,2011
district,223,Rural,Male,separated,361,2011
district,223,Urban,Male,separated,25,2011
district,224,Rural,Male,separated,570,2011
district,224,Urban,Male,separated,160,2011
district,225,Rural,Male,separated,564,2011
district,225,Urban,Male,separated,465,2011
district,226,Rural,Male,separated,297,2011
district,226,Urban,Male,separated,147,2011
district,227,Rural,Male,separated,234,2011
district,227,Urban,Male,separated,53,2011
district,228,Rural,Male,separated,160,2011
district,228,Urban,Male,separated,28,2011
district,229,Rural,Male,separated,756,2011
district,229,Urban,Male,separated,127,2011
district,230,Rural,Male,separated,1207,2011
district,230,Urban,Male,separated,790,2011
district,231,Rural,Male,separated,592,2011
district,231,Urban,Male,separated,94,2011
district,232,Rural,Male,separated,455,2011
district,232,Urban,Male,separated,67,2011
district,233,Rural,Male,separated,671,2011
district,233,Urban,Male,separated,13,2011
district,234,Rural,Male,separated,1057,2011
district,234,Urban,Male,separated,202,2011
district,235,Rural,Male,separated,844,2011
district,235,Urban,Male,separated,55,2011
district,236,Rural,Male,separated,1204,2011
district,236,Urban,Male,separated,159,2011
district,237,Rural,Male,separated,519,2011
district,237,Urban,Male,separated,62,2011
district,238,Rural,Male,separated,505,2011
district,238,Urban,Male,separated,38,2011
district,239,Rural,Male,separated,267,2011
district,239,Urban,Male,separated,38,2011
district,240,Rural,Male,separated,164,2011
district,240,Urban,Male,separated,6,2011
district,241,Rural,Male,separated,115,2011
district,241,Urban,Male,separated,4,2011
district,242,Rural,Male,separated,455,2011
district,242,Urban,Male,separated,5,2011
district,243,Rural,Male,separated,530,2011
district,243,Urban,Male,separated,82,2011
district,244,Rural,Male,separated,656,2011
district,244,Urban,Male,separated,276,2011
district,245,Rural,Male,separated,91,2011
district,245,Urban,Male,separated,7,2011
district,246,Rural,Male,separated,152,2011
district,246,Urban,Male,separated,52,2011
district,247,Rural,Male,separated,73,2011
district,247,Urban,Male,separated,17,2011
district,248,Rural,Male,separated,104,2011
district,248,Urban,Male,separated,189,2011
district,249,Rural,Male,separated,96,2011
district,249,Urban,Male,separated,25,2011
district,250,Rural,Male,separated,91,2011
district,250,Urban,Male,separated,24,2011
district,251,Rural,Male,separated,118,2011
district,251,Urban,Male,separated,49,2011
district,252,Rural,Male,separated,90,2011
district,252,Urban,Male,separated,50,2011
district,253,Rural,Male,separated,132,2011
district,253,Urban,Male,separated,15,2011
district,254,Rural,Male,separated,124,2011
district,254,Urban,Male,separated,13,2011
district,255,Rural,Male,separated,106,2011
district,255,Urban,Male,separated,22,2011
district,256,Rural,Male,separated,115,2011
district,256,Urban,Male,separated,2,2011
district,257,Rural,Male,separated,39,2011
district,257,Urban,Male,separated,9,2011
district,258,Rural,Male,separated,101,2011
district,258,Urban,Male,separated,44,2011
district,259,Rural,Male,separated,237,2011
district,259,Urban,Male,separated,66,2011
district,260,Rural,Male,separated,33,2011
district,260,Urban,Male,separated,1,2011
district,261,Rural,Male,separated,216,2011
district,261,Urban,Male,separated,78,2011
district,262,Rural,Male,separated,305,2011
district,262,Urban,Male,separated,122,2011
district,263,Rural,Male,separated,127,2011
district,263,Urban,Male,separated,17,2011
district,264,Rural,Male,separated,179,2011
district,264,Urban,Male,separated,58,2011
district,265,Rural,Male,separated,225,2011
district,265,Urban,Male,separated,231,2011
district,266,Rural,Male,separated,439,2011
district,266,Urban,Male,separated,78,2011
district,267,Rural,Male,separated,315,2011
district,267,Urban,Male,separated,252,2011
district,268,Rural,Male,separated,76,2011
district,268,Urban,Male,separated,18,2011
district,269,Rural,Male,separated,31,2011
district,269,Urban,Male,separated,14,2011
district,270,Rural,Male,separated,416,2011
district,270,Urban,Male,separated,352,2011
district,271,Rural,Male,separated,184,2011
district,271,Urban,Male,separated,47,2011
district,272,Rural,Male,separated,399,2011
district,272,Urban,Male,separated,8,2011
district,273,Rural,Male,separated,123,2011
district,273,Urban,Male,separated,14,2011
district,274,Rural,Male,separated,1597,2011
district,274,Urban,Male,separated,50,2011
district,275,Rural,Male,separated,433,2011
district,275,Urban,Male,separated,225,2011
district,276,Rural,Male,separated,213,2011
district,276,Urban,Male,separated,100,2011
district,277,Rural,Male,separated,166,2011
district,277,Urban,Male,separated,607,2011
district,278,Rural,Male,separated,247,2011
district,278,Urban,Male,separated,183,2011
district,279,Rural,Male,separated,171,2011
district,279,Urban,Male,separated,29,2011
district,280,Rural,Male,separated,171,2011
district,280,Urban,Male,separated,71,2011
district,281,Rural,Male,separated,352,2011
district,281,Urban,Male,separated,62,2011
district,282,Rural,Male,separated,192,2011
district,282,Urban,Male,separated,255,2011
district,283,Rural,Male,separated,414,2011
district,283,Urban,Male,separated,1515,2011
district,284,Rural,Male,separated,502,2011
district,284,Urban,Male,separated,235,2011
district,285,Rural,Male,separated,130,2011
district,285,Urban,Male,separated,140,2011
district,286,Rural,Male,separated,334,2011
district,286,Urban,Male,separated,320,2011
district,287,Rural,Male,separated,161,2011
district,287,Urban,Male,separated,55,2011
district,288,Rural,Male,separated,80,2011
district,288,Urban,Male,separated,79,2011
district,289,Rural,Male,separated,1033,2011
district,289,Urban,Male,separated,591,2011
district,290,Rural,Male,separated,719,2011
district,290,Urban,Male,separated,111,2011
district,291,Rural,Male,separated,313,2011
district,291,Urban,Male,separated,48,2011
district,292,Rural,Male,separated,728,2011
district,292,Urban,Male,separated,132,2011
district,293,Rural,Male,separated,517,2011
district,293,Urban,Male,separated,88,2011
district,294,Rural,Male,separated,224,2011
district,294,Urban,Male,separated,41,2011
district,295,Rural,Male,separated,140,2011
district,295,Urban,Male,separated,15,2011
district,296,Rural,Male,separated,1079,2011
district,296,Urban,Male,separated,138,2011
district,297,Rural,Male,separated,764,2011
district,297,Urban,Male,separated,83,2011
district,298,Rural,Male,separated,3078,2011
district,298,Urban,Male,separated,1431,2011
district,299,Rural,Male,separated,2669,2011
district,299,Urban,Male,separated,112,2011
district,300,Rural,Male,separated,350,2011
district,300,Urban,Male,separated,25,2011
district,301,Rural,Male,separated,498,2011
district,301,Urban,Male,separated,157,2011
district,302,Rural,Male,separated,265,2011
district,302,Urban,Male,separated,60,2011
district,303,Rural,Male,separated,408,2011
district,303,Urban,Male,separated,73,2011
district,304,Rural,Male,separated,238,2011
district,304,Urban,Male,separated,83,2011
district,305,Rural,Male,separated,929,2011
district,305,Urban,Male,separated,308,2011
district,306,Rural,Male,separated,1017,2011
district,306,Urban,Male,separated,339,2011
district,307,Rural,Male,separated,362,2011
district,307,Urban,Male,separated,118,2011
district,308,Rural,Male,separated,204,2011
district,308,Urban,Male,separated,45,2011
district,309,Rural,Male,separated,814,2011
district,309,Urban,Male,separated,606,2011
district,310,Rural,Male,separated,699,2011
district,310,Urban,Male,separated,380,2011
district,311,Rural,Male,separated,784,2011
district,311,Urban,Male,separated,434,2011
district,312,Rural,Male,separated,413,2011
district,312,Urban,Male,separated,346,2011
district,313,Rural,Male,separated,603,2011
district,313,Urban,Male,separated,130,2011
district,314,Rural,Male,separated,548,2011
district,314,Urban,Male,separated,163,2011
district,315,Rural,Male,separated,248,2011
district,315,Urban,Male,separated,105,2011
district,316,Rural,Male,separated,981,2011
district,316,Urban,Male,separated,330,2011
district,317,Rural,Male,separated,674,2011
district,317,Urban,Male,separated,79,2011
district,318,Rural,Male,separated,630,2011
district,318,Urban,Male,separated,35,2011
district,319,Rural,Male,separated,265,2011
district,319,Urban,Male,separated,119,2011
district,320,Rural,Male,separated,388,2011
district,320,Urban,Male,separated,21,2011
district,321,Rural,Male,separated,399,2011
district,321,Urban,Male,separated,100,2011
district,322,Rural,Male,separated,142,2011
district,322,Urban,Male,separated,1154,2011
district,323,Rural,Male,separated,228,2011
district,323,Urban,Male,separated,25,2011
district,324,Rural,Male,separated,516,2011
district,324,Urban,Male,separated,1,2011
district,325,Rural,Male,separated,296,2011
district,325,Urban,Male,separated,60,2011
district,326,Rural,Male,separated,429,2011
district,326,Urban,Male,separated,47,2011
district,327,Rural,Male,separated,3078,2011
district,327,Urban,Male,separated,1380,2011
district,328,Rural,Male,separated,3431,2011
district,328,Urban,Male,separated,1392,2011
district,329,Rural,Male,separated,2267,2011
district,329,Urban,Male,separated,274,2011
district,330,Rural,Male,separated,1177,2011
district,330,Urban,Male,separated,282,2011
district,331,Rural,Male,separated,1350,2011
district,331,Urban,Male,separated,254,2011
district,332,Rural,Male,separated,1616,2011
district,332,Urban,Male,separated,368,2011
district,333,Rural,Male,separated,2792,2011
district,333,Urban,Male,separated,842,2011
district,334,Rural,Male,separated,2156,2011
district,334,Urban,Male,separated,422,2011
district,335,Rural,Male,separated,4088,2011
district,335,Urban,Male,separated,3005,2011
district,336,Rural,Male,separated,3369,2011
district,336,Urban,Male,separated,2041,2011
district,337,Rural,Male,separated,3834,2011
district,337,Urban,Male,separated,7819,2011
district,338,Rural,Male,separated,2858,2011
district,338,Urban,Male,separated,3421,2011
district,339,Rural,Male,separated,1812,2011
district,339,Urban,Male,separated,227,2011
district,340,Rural,Male,separated,1295,2011
district,340,Urban,Male,separated,221,2011
district,341,Rural,Male,separated,1107,2011
district,341,Urban,Male,separated,4430,2011
district,342,Rural,Male,separated,0,2011
district,342,Urban,Male,separated,10200,2011
district,343,Rural,Male,separated,5237,2011
district,343,Urban,Male,separated,2436,2011
district,344,Rural,Male,separated,4120,2011
district,344,Urban,Male,separated,773,2011
district,345,Rural,Male,separated,3276,2011
district,345,Urban,Male,separated,560,2011
district,346,Rural,Male,separated,643,2011
district,346,Urban,Male,separated,41,2011
district,347,Rural,Male,separated,274,2011
district,347,Urban,Male,separated,13,2011
district,348,Rural,Male,separated,128,2011
district,348,Urban,Male,separated,47,2011
district,349,Rural,Male,separated,843,2011
district,349,Urban,Male,separated,58,2011
district,350,Rural,Male,separated,669,2011
district,350,Urban,Male,separated,84,2011
district,351,Rural,Male,separated,647,2011
district,351,Urban,Male,separated,25,2011
district,352,Rural,Male,separated,572,2011
district,352,Urban,Male,separated,81,2011
district,353,Rural,Male,separated,723,2011
district,353,Urban,Male,separated,16,2011
district,354,Rural,Male,separated,641,2011
district,354,Urban,Male,separated,592,2011
district,355,Rural,Male,separated,445,2011
district,355,Urban,Male,separated,338,2011
district,356,Rural,Male,separated,324,2011
district,356,Urban,Male,separated,35,2011
district,357,Rural,Male,separated,735,2011
district,357,Urban,Male,separated,647,2011
district,358,Rural,Male,separated,812,2011
district,358,Urban,Male,separated,78,2011
district,359,Rural,Male,separated,322,2011
district,359,Urban,Male,separated,23,2011
district,360,Rural,Male,separated,413,2011
district,360,Urban,Male,separated,89,2011
district,361,Rural,Male,separated,204,2011
district,361,Urban,Male,separated,150,2011
district,362,Rural,Male,separated,1607,2011
district,362,Urban,Male,separated,71,2011
district,363,Rural,Male,separated,908,2011
district,363,Urban,Male,separated,40,2011
district,364,Rural,Male,separated,1064,2011
district,364,Urban,Male,separated,498,2011
district,365,Rural,Male,separated,408,2011
district,365,Urban,Male,separated,20,2011
district,366,Rural,Male,separated,873,2011
district,366,Urban,Male,separated,24,2011
district,367,Rural,Male,separated,492,2011
district,367,Urban,Male,separated,24,2011
district,368,Rural,Male,separated,825,2011
district,368,Urban,Male,separated,123,2011
district,369,Rural,Male,separated,484,2011
district,369,Urban,Male,separated,106,2011
district,370,Rural,Male,separated,1708,2011
district,370,Urban,Male,separated,136,2011
district,371,Rural,Male,separated,605,2011
district,371,Urban,Male,separated,246,2011
district,372,Rural,Male,separated,1086,2011
district,372,Urban,Male,separated,267,2011
district,373,Rural,Male,separated,284,2011
district,373,Urban,Male,separated,18,2011
district,374,Rural,Male,separated,1325,2011
district,374,Urban,Male,separated,595,2011
district,375,Rural,Male,separated,1224,2011
district,375,Urban,Male,separated,173,2011
district,376,Rural,Male,separated,3008,2011
district,376,Urban,Male,separated,181,2011
district,377,Rural,Male,separated,1597,2011
district,377,Urban,Male,separated,199,2011
district,378,Rural,Male,separated,751,2011
district,378,Urban,Male,separated,129,2011
district,379,Rural,Male,separated,970,2011
district,379,Urban,Male,separated,56,2011
district,380,Rural,Male,separated,841,2011
district,380,Urban,Male,separated,66,2011
district,381,Rural,Male,separated,1454,2011
district,381,Urban,Male,separated,488,2011
district,382,Rural,Male,separated,1144,2011
district,382,Urban,Male,separated,86,2011
district,383,Rural,Male,separated,634,2011
district,383,Urban,Male,separated,71,2011
district,384,Rural,Male,separated,641,2011
district,384,Urban,Male,separated,103,2011
district,385,Rural,Male,separated,602,2011
district,385,Urban,Male,separated,54,2011
district,386,Rural,Male,separated,758,2011
district,386,Urban,Male,separated,625,2011
district,387,Rural,Male,separated,1104,2011
district,387,Urban,Male,separated,208,2011
district,388,Rural,Male,separated,1383,2011
district,388,Urban,Male,separated,482,2011
district,389,Rural,Male,separated,337,2011
district,389,Urban,Male,separated,60,2011
district,390,Rural,Male,separated,1137,2011
district,390,Urban,Male,separated,68,2011
district,391,Rural,Male,separated,461,2011
district,391,Urban,Male,separated,15,2011
district,392,Rural,Male,separated,564,2011
district,392,Urban,Male,separated,54,2011
district,393,Rural,Male,separated,1644,2011
district,393,Urban,Male,separated,169,2011
district,394,Rural,Male,separated,738,2011
district,394,Urban,Male,separated,43,2011
district,395,Rural,Male,separated,1773,2011
district,395,Urban,Male,separated,83,2011
district,396,Rural,Male,separated,1036,2011
district,396,Urban,Male,separated,96,2011
district,397,Rural,Male,separated,2798,2011
district,397,Urban,Male,separated,113,2011
district,398,Rural,Male,separated,2744,2011
district,398,Urban,Male,separated,303,2011
district,399,Rural,Male,separated,877,2011
district,399,Urban,Male,separated,79,2011
district,400,Rural,Male,separated,1693,2011
district,400,Urban,Male,separated,296,2011
district,401,Rural,Male,separated,6121,2011
district,401,Urban,Male,separated,283,2011
district,402,Rural,Male,separated,1391,2011
district,402,Urban,Male,separated,104,2011
district,403,Rural,Male,separated,2167,2011
district,403,Urban,Male,separated,319,2011
district,404,Rural,Male,separated,1396,2011
district,404,Urban,Male,separated,426,2011
district,405,Rural,Male,separated,1738,2011
district,405,Urban,Male,separated,280,2011
district,406,Rural,Male,separated,4004,2011
district,406,Urban,Male,separated,982,2011
district,407,Rural,Male,separated,1569,2011
district,407,Urban,Male,separated,162,2011
district,408,Rural,Male,separated,2154,2011
district,408,Urban,Male,separated,473,2011
district,409,Rural,Male,separated,3929,2011
district,409,Urban,Male,separated,1775,2011
district,410,Rural,Male,separated,3780,2011
district,410,Urban,Male,separated,1714,2011
district,411,Rural,Male,separated,1077,2011
district,411,Urban,Male,separated,189,2011
district,412,Rural,Male,separated,1027,2011
district,412,Urban,Male,separated,235,2011
district,413,Rural,Male,separated,924,2011
district,413,Urban,Male,separated,97,2011
district,414,Rural,Male,separated,3019,2011
district,414,Urban,Male,separated,358,2011
district,415,Rural,Male,separated,168,2011
district,415,Urban,Male,separated,36,2011
district,416,Rural,Male,separated,372,2011
district,416,Urban,Male,separated,92,2011
district,417,Rural,Male,separated,114,2011
district,417,Urban,Male,separated,16,2011
district,418,Rural,Male,separated,671,2011
district,418,Urban,Male,separated,117,2011
district,419,Rural,Male,separated,435,2011
district,419,Urban,Male,separated,154,2011
district,420,Rural,Male,separated,413,2011
district,420,Urban,Male,separated,155,2011
district,421,Rural,Male,separated,397,2011
district,421,Urban,Male,separated,759,2011
district,422,Rural,Male,separated,451,2011
district,422,Urban,Male,separated,123,2011
district,423,Rural,Male,separated,1414,2011
district,423,Urban,Male,separated,196,2011
district,424,Rural,Male,separated,1354,2011
district,424,Urban,Male,separated,234,2011
district,425,Rural,Male,separated,1646,2011
district,425,Urban,Male,separated,322,2011
district,426,Rural,Male,separated,848,2011
district,426,Urban,Male,separated,92,2011
district,427,Rural,Male,separated,2650,2011
district,427,Urban,Male,separated,694,2011
district,428,Rural,Male,separated,1646,2011
district,428,Urban,Male,separated,274,2011
district,429,Rural,Male,separated,1540,2011
district,429,Urban,Male,separated,356,2011
district,430,Rural,Male,separated,1333,2011
district,430,Urban,Male,separated,217,2011
district,431,Rural,Male,separated,854,2011
district,431,Urban,Male,separated,222,2011
district,432,Rural,Male,separated,1241,2011
district,432,Urban,Male,separated,378,2011
district,433,Rural,Male,separated,1778,2011
district,433,Urban,Male,separated,347,2011
district,434,Rural,Male,separated,1498,2011
district,434,Urban,Male,separated,539,2011
