geo_level,geo_code,area,sex,maritalstatus,total,geo_version
district,216,Urban,Male,unspecified,0,2011
district,217,Rural,Male,unspecified,0,2011
district,217,Urban,Male,unspecified,0,2011
district,218,Rural,Male,unspecified,0,2011
district,218,Urban,Male,unspecified,0,2011
district,219,Rural,Male,unspecified,0,2011
district,219,Urban,Male,unspecified,0,2011
district,220,Rural,Male,unspecified,0,2011
district,220,Urban,Male,unspecified,0,2011
district,221,Rural,Male,unspecified,0,2011
district,221,Urban,Male,unspecified,0,2011
district,222,Rural,Male,unspecified,0,2011
district,222,Urban,Male,unspecified,0,2011
district,223,Rural,Male,unspecified,0,2011
district,223,Urban,Male,unspecified,0,2011
district,224,Rural,Male,unspecified,0,2011
district,224,Urban,Male,unspecified,0,2011
district,225,Rural,Male,unspecified,0,2011
district,225,Urban,Male,unspecified,0,2011
district,226,Rural,Male,unspecified,0,2011
district,226,Urban,Male,unspecified,0,2011
district,227,Rural,Male,unspecified,0,2011
district,227,Urban,Male,unspecified,0,2011
district,228,Rural,Male,unspecified,0,2011
district,228,Urban,Male,unspecified,0,2011
district,229,Rural,Male,unspecified,0,2011
district,229,Urban,Male,unspecified,0,2011
district,230,Rural,Male,unspecified,0,2011
district,230,Urban,Male,unspecified,0,2011
district,231,Rural,Male,unspecified,0,2011
district,231,Urban,Male,unspecified,0,2011
district,232,Rural,Male,unspecified,0,2011
district,232,Urban,Male,unspecified,0,2011
district,233,Rural,Male,unspecified,0,2011
district,233,Urban,Male,unspecified,0,2011
district,234,Rural,Male,unspecified,0,2011
district,234,Urban,Male,unspecified,0,2011
district,235,Rural,Male,unspecified,0,2011
district,235,Urban,Male,unspecified,0,2011
district,236,Rural,Male,unspecified,0,2011
district,236,Urban,Male,unspecified,0,2011
district,237,Rural,Male,unspecified,0,2011
district,237,Urban,Male,unspecified,0,2011
district,238,Rural,Male,unspecified,0,2011
district,238,Urban,Male,unspecified,0,2011
district,239,Rural,Male,unspecified,0,2011
district,239,Urban,Male,unspecified,0,2011
district,240,Rural,Male,unspecified,0,2011
district,240,Urban,Male,unspecified,0,2011
district,241,Rural,Male,unspecified,0,2011
district,241,Urban,Male,unspecified,0,2011
district,242,Rural,Male,unspecified,0,2011
district,242,Urban,Male,unspecified,0,2011
district,243,Rural,Male,unspecified,0,2011
district,243,Urban,Male,unspecified,0,2011
district,244,Rural,Male,unspecified,0,2011
district,244,Urban,Male,unspecified,0,2011
district,245,Rural,Male,unspecified,0,2011
district,245,Urban,Male,unspecified,0,2011
district,246,Rural,Male,unspecified,0,2011
district,246,Urban,Male,unspecified,0,2011
district,247,Rural,Male,unspecified,0,2011
district,247,Urban,Male,unspecified,0,2011
district,248,Rural,Male,unspecified,0,2011
district,248,Urban,Male,unspecified,0,2011
district,249,Rural,Male,unspecified,0,2011
district,249,Urban,Male,unspecified,0,2011
district,250,Rural,Male,unspecified,0,2011
district,250,Urban,Male,unspecified,0,2011
district,251,Rural,Male,unspecified,0,2011
district,251,Urban,Male,unspecified,0,2011
district,252,Rural,Male,unspecified,0,2011
district,252,Urban,Male,unspecified,0,2011
district,253,Rural,Male,unspecified,0,2011
district,253,Urban,Male,unspecified,0,2011
district,254,Rural,Male,unspecified,0,2011
district,254,Urban,Male,unspecified,0,2011
district,255,Rural,Male,unspecified,0,2011
district,255,Urban,Male,unspecified,0,2011
district,256,Rural,Male,unspecified,0,2011
district,256,Urban,Male,unspecified,0,2011
district,257,Rural,Male,unspecified,0,2011
district,257,Urban,Male,unspecified,0,2011
district,258,Rural,Male,unspecified,0,2011
district,258,Urban,Male,unspecified,0,2011
district,259,Rural,Male,unspecified,0,2011
district,259,Urban,Male,unspecified,0,2011
district,260,Rural,Male,unspecified,0,2011
district,260,Urban,Male,unspecified,0,2011
district,261,Rural,Male,unspecified,0,2011
district,261,Urban,Male,unspecified,0,2011
district,262,Rural,Male,unspecified,0,2011
district,262,Urban,Male,unspecified,0,2011
district,263,Rural,Male,unspecified,0,2011
district,263,Urban,Male,unspecified,0,2011
district,264,Rural,Male,unspecified,0,2011
district,264,Urban,Male,unspecified,0,2011
district,265,Rural,Male,unspecified,0,2011
district,265,Urban,Male,unspecified,0,2011
district,266,Rural,Male,unspecified,0,2011
district,266,Urban,Male,unspecified,0,2011
district,267,Rural,Male,unspecified,0,2011
district,267,Urban,Male,unspecified,0,2011
district,268,Rural,Male,unspecified,0,2011
district,268,Urban,Male,unspecified,0,2011
district,269,Rural,Male,unspecified,0,2011
district,269,Urban,Male,unspecified,0,2011
district,270,Rural,Male,unspecified,0,2011
district,270,Urban,Male,unspecified,0,2011
district,271,Rural,Male,unspecified,0,2011
district,271,Urban,Male,unspecified,0,2011
district,272,Rural,Male,unspecified,0,2011
district,272,Urban,Male,unspecified,0,2011
district,273,Rural,Male,unspecified,0,2011
district,273,Urban,Male,unspecified,0,2011
district,274,Rural,Male,unspecified,0,2011
district,274,Urban,Male,unspecified,0,2011
district,275,Rural,Male,unspecified,0,2011
district,275,Urban,Male,unspecified,0,2011
district,276,Rural,Male,unspecified,0,2011
district,276,Urban,Male,unspecified,0,2011
district,277,Rural,Male,unspecified,0,2011
district,277,Urban,Male,unspecified,0,2011
district,278,Rural,Male,unspecified,0,2011
district,278,Urban,Male,unspecified,0,2011
district,279,Rural,Male,unspecified,0,2011
district,279,Urban,Male,unspecified,0,2011
district,280,Rural,Male,unspecified,0,2011
district,280,Urban,Male,unspecified,0,2011
district,281,Rural,Male,unspecified,0,2011
district,281,Urban,Male,unspecified,0,2011
district,282,Rural,Male,unspecified,0,2011
district,282,Urban,Male,unspecified,0,2011
district,283,Rural,Male,unspecified,0,2011
district,283,Urban,Male,unspecified,0,2011
district,284,Rural,Male,unspecified,0,2011
district,284,Urban,Male,unspecified,0,2011
district,285,Rural,Male,unspecified,0,2011
district,285,Urban,Male,unspecified,0,2011
district,286,Rural,Male,unspecified,0,2011
district,286,Urban,Male,unspecified,0,2011
district,287,Rural,Male,unspecified,0,2011
district,287,Urban,Male,unspecified,0,2011
district,288,Rural,Male,unspecified,0,2011
district,288,Urban,Male,unspecified,0,2011
district,289,Rural,Male,unspecified,0,2011
district,289,Urban,Male,unspecified,0,2011
district,290,Rural,Male,unspecified,0,2011
district,290,Urban,Male,unspecified,0,2011
district,291,Rural,Male,unspecified,0,2011
district,291,Urban,Male,unspecified,0,2011
district,292,Rural,Male,unspecified,0,2011
district,292,Urban,Male,unspecified,0,2011
district,293,Rural,Male,unspecified,0,2011
district,293,Urban,Male,unspecified,0,2011
district,294,Rural,Male,unspecified,0,2011
district,294,Urban,Male,unspecified,0,2011
district,295,Rural,Male,unspecified,0,2011
district,295,Urban,Male,unspecified,0,2011
district,296,Rural,Male,unspecified,0,2011
district,296,Urban,Male,unspecified,0,2011
district,297,Rural,Male,unspecified,0,2011
district,297,Urban,Male,unspecified,0,2011
district,298,Rural,Male,unspecified,0,2011
district,298,Urban,Male,unspecified,0,2011
district,299,Rural,Male,unspecified,0,2011
district,299,Urban,Male,unspecified,0,2011
district,300,Rural,Male,unspecified,0,2011
district,300,Urban,Male,unspecified,0,2011
district,301,Rural,Male,unspecified,0,2011
district,301,Urban,Male,unspecified,0,2011
district,302,Rural,Male,unspecified,0,2011
district,302,Urban,Male,unspecified,0,2011
district,303,Rural,Male,unspecified,0,2011
district,303,Urban,Male,unspecified,0,2011
district,304,Rural,Male,unspecified,0,2011
district,304,Urban,Male,unspecified,0,2011
district,305,Rural,Male,unspecified,0,2011
district,305,Urban,Male,unspecified,0,2011
district,306,Rural,Male,unspecified,0,2011
district,306,Urban,Male,unspecified,0,2011
district,307,Rural,Male,unspecified,0,2011
district,307,Urban,Male,unspecified,0,2011
district,308,Rural,Male,unspecified,0,2011
district,308,Urban,Male,unspecified,0,2011
district,309,Rural,Male,unspecified,0,2011
district,309,Urban,Male,unspecified,0,2011
district,310,Rural,Male,unspecified,0,2011
district,310,Urban,Male,unspecified,0,2011
district,311,Rural,Male,unspecified,0,2011
district,311,Urban,Male,unspecified,0,2011
district,312,Rural,Male,unspecified,0,2011
district,312,Urban,Male,unspecified,0,2011
district,313,Rural,Male,unspecified,0,2011
district,313,Urban,Male,unspecified,0,2011
district,314,Rural,Male,unspecified,0,2011
district,314,Urban,Male,unspecified,0,2011
district,315,Rural,Male,unspecified,0,2011
district,315,Urban,Male,unspecified,0,2011
district,316,Rural,Male,unspecified,0,2011
district,316,Urban,Male,unspecified,0,2011
district,317,Rural,Male,unspecified,0,2011
district,317,Urban,Male,unspecified,0,2011
district,318,Rural,Male,unspecified,0,2011
district,318,Urban,Male,unspecified,0,2011
district,319,Rural,Male,unspecified,0,2011
district,319,Urban,Male,unspecified,0,2011
district,320,Rural,Male,unspecified,0,2011
district,320,Urban,Male,unspecified,0,2011
district,321,Rural,Male,unspecified,0,2011
district,321,Urban,Male,unspecified,0,2011
district,322,Rural,Male,unspecified,0,2011
district,322,Urban,Male,unspecified,0,2011
district,323,Rural,Male,unspecified,0,2011
district,323,Urban,Male,unspecified,0,2011
district,324,Rural,Male,unspecified,0,2011
district,324,Urban,Male,unspecified,0,2011
district,325,Rural,Male,unspecified,0,2011
district,325,Urban,Male,unspecified,0,2011
district,326,Rural,Male,unspecified,0,2011
district,326,Urban,Male,unspecified,0,2011
district,327,Rural,Male,unspecified,0,2011
district,327,Urban,Male,unspecified,0,2011
district,328,Rural,Male,unspecified,0,2011
district,328,Urban,Male,unspecified,0,2011
district,329,Rural,Male,unspecified,0,2011
district,329,Urban,Male,unspecified,0,2011
district,330,Rural,Male,unspecified,0,2011
district,330,Urban,Male,unspecified,0,2011
district,331,Rural,Male,unspecified,0,2011
district,331,Urban,Male,unspecified,0,2011
district,332,Rural,Male,unspecified,0,2011
district,332,Urban,Male,unspecified,0,2011
district,333,Rural,Male,unspecified,0,2011
district,333,Urban,Male,unspecified,0,2011
district,334,Rural,Male,unspecified,0,2011
district,334,Urban,Male,unspecified,0,2011
district,335,Rural,Male,unspecified,0,2011
district,335,Urban,Male,unspecified,0,2011
district,336,Rural,Male,unspecified,0,2011
district,336,Urban,Male,unspecified,0,2011
district,337,Rural,Male,unspecified,0,2011
district,337,Urban,Male,unspecified,0,2011
district,338,Rural,Male,unspecified,0,2011
district,338,Urban,Male,unspecified,0,2011
district,339,Rural,Male,unspecified,0,2011
district,339,Urban,Male,unspecified,0,2011
district,340,Rural,Male,unspecified,0,2011
district,340,Urban,Male,unspecified,0,2011
district,341,Rural,Male,unspecified,0,2011
district,341,Urban,Male,unspecified,0,2011
district,342,Rural,Male,unspecified,0,2011
district,342,Urban,Male,unspecified,0,2011
district,343,Rural,Male,unspecified,0,2011
district,343,Urban,Male,unspecified,0,2011
district,344,Rural,Male,unspecified,0,2011
district,344,Urban,Male,unspecified,0,2011
district,345,Rural,Male,unspecified,0,2011
district,345,Urban,Male,unspecified,0,2011
district,346,Rural,Male,unspecified,0,2011
district,346,Urban,Male,unspecified,0,2011
district,347,Rural,Male,unspecified,0,2011
district,347,Urban,Male,unspecified,0,2011
district,348,Rural,Male,unspecified,0,2011
district,348,Urban,Male,unspecified,0,2011
district,349,Rural,Male,unspecified,0,2011
district,349,Urban,Male,unspecified,0,2011
district,350,Rural,Male,unspecified,0,2011
district,350,Urban,Male,unspecified,0,2011
district,351,Rural,Male,unspecified,0,2011
district,351,Urban,Male,unspecified,0,2011
district,352,Rural,Male,unspecified,0,2011
district,352,Urban,Male,unspecified,0,2011
district,353,Rural,Male,unspecified,0,2011
district,353,Urban,Male,unspecified,0,2011
district,354,Rural,Male,unspecified,0,2011
district,354,Urban,Male,unspecified,0,2011
district,355,Rural,Male,unspecified,0,2011
district,355,Urban,Male,unspecified,0,2011
district,356,Rural,Male,unspecified,0,2011
district,356,Urban,Male,unspecified,0,2011
district,357,Rural,Male,unspecified,0,2011
district,357,Urban,Male,unspecified,0,2011
district,358,Rural,Male,unspecified,0,2011
district,358,Urban,Male,unspecified,0,2011
district,359,Rural,Male,unspecified,0,2011
district,359,Urban,Male,unspecified,0,2011
district,360,Rural,Male,unspecified,0,2011
district,360,Urban,Male,unspecified,0,2011
district,361,Rural,Male,unspecified,0,2011
district,361,Urban,Male,unspecified,0,2011
district,362,Rural,Male,unspecified,0,2011
district,362,Urban,Male,unspecified,0,2011
district,363,Rural,Male,unspecified,0,2011
district,363,Urban,Male,unspecified,0,2011
district,364,Rural,Male,unspecified,0,2011
district,364,Urban,Male,unspecified,0,2011
district,365,Rural,Male,unspecified,0,2011
district,365,Urban,Male,unspecified,0,2011
district,366,Rural,Male,unspecified,0,2011
district,366,Urban,Male,unspecified,0,2011
district,367,Rural,Male,unspecified,0,2011
district,367,Urban,Male,unspecified,0,2011
district,368,Rural,Male,unspecified,0,2011
district,368,Urban,Male,unspecified,0,2011
district,369,Rural,Male,unspecified,0,2011
district,369,Urban,Male,unspecified,0,2011
district,370,Rural,Male,unspecified,0,2011
district,370,Urban,Male,unspecified,0,2011
district,371,Rural,Male,unspecified,0,2011
district,371,Urban,Male,unspecified,0,2011
district,372,Rural,Male,unspecified,0,2011
district,372,Urban,Male,unspecified,0,2011
district,373,Rural,Male,unspecified,0,2011
district,373,Urban,Male,unspecified,0,2011
district,374,Rural,Male,unspecified,0,2011
district,374,Urban,Male,unspecified,0,2011
district,375,Rural,Male,unspecified,0,2011
district,375,Urban,Male,unspecified,0,2011
district,376,Rural,Male,unspecified,0,2011
district,376,Urban,Male,unspecified,0,2011
district,377,Rural,Male,unspecified,0,2011
district,377,Urban,Male,unspecified,0,2011
district,378,Rural,Male,unspecified,0,2011
district,378,Urban,Male,unspecified,0,2011
district,379,Rural,Male,unspecified,0,2011
district,379,Urban,Male,unspecified,0,2011
district,380,Rural,Male,unspecified,0,2011
district,380,Urban,Male,unspecified,0,2011
district,381,Rural,Male,unspecified,0,2011
district,381,Urban,Male,unspecified,0,2011
district,382,Rural,Male,unspecified,0,2011
district,382,Urban,Male,unspecified,0,2011
district,383,Rural,Male,unspecified,0,2011
district,383,Urban,Male,unspecified,0,2011
district,384,Rural,Male,unspecified,0,2011
district,384,Urban,Male,unspecified,0,2011
district,385,Rural,Male,unspecified,0,2011
district,385,Urban,Male,unspecified,0,2011
district,386,Rural,Male,unspecified,0,2011
district,386,Urban,Male,unspecified,0,2011
district,387,Rural,Male,unspecified,0,2011
district,387,Urban,Male,unspecified,0,2011
district,388,Rural,Male,unspecified,0,2011
district,388,Urban,Male,unspecified,0,2011
district,389,Rural,Male,unspecified,0,2011
district,389,Urban,Male,unspecified,0,2011
district,390,Rural,Male,unspecified,0,2011
district,390,Urban,Male,unspecified,0,2011
district,391,Rural,Male,unspecified,0,2011
district,391,Urban,Male,unspecified,0,2011
district,392,Rural,Male,unspecified,0,2011
district,392,Urban,Male,unspecified,0,2011
district,393,Rural,Male,unspecified,0,2011
district,393,Urban,Male,unspecified,0,2011
district,394,Rural,Male,unspecified,0,2011
district,394,Urban,Male,unspecified,0,2011
district,395,Rural,Male,unspecified,0,2011
district,395,Urban,Male,unspecified,0,2011
district,396,Rural,Male,unspecified,0,2011
district,396,Urban,Male,unspecified,0,2011
district,397,Rural,Male,unspecified,0,2011
district,397,Urban,Male,unspecified,0,2011
district,398,Rural,Male,unspecified,0,2011
district,398,Urban,Male,unspecified,0,2011
district,399,Rural,Male,unspecified,0,2011
district,399,Urban,Male,unspecified,0,2011
district,400,Rural,Male,unspecified,0,2011
district,400,Urban,Male,unspecified,0,2011
district,401,Rural,Male,unspecified,0,2011
district,401,Urban,Male,unspecified,0,2011
district,402,Rural,Male,unspecified,0,2011
district,402,Urban,Male,unspecified,0,2011
district,403,Rural,Male,unspecified,0,2011
district,403,Urban,Male,unspecified,0,2011
district,404,Rural,Male,unspecified,0,2011
district,404,Urban,Male,unspecified,0,2011
district,405,Rural,Male,unspecified,0,2011
district,405,Urban,Male,unspecified,0,2011
district,406,Rural,Male,unspecified,0,2011
district,406,Urban,Male,unspecified,0,2011
district,407,Rural,Male,unspecified,0,2011
district,407,Urban,Male,unspecified,0,2011
district,408,Rural,Male,unspecified,0,2011
district,408,Urban,Male,unspecified,0,2011
district,409,Rural,Male,unspecified,0,2011
district,409,Urban,Male,unspecified,0,2011
district,410,Rural,Male,unspecified,0,2011
district,410,Urban,Male,unspecified,0,2011
district,411,Rural,Male,unspecified,0,2011
district,411,Urban,Male,unspecified,0,2011
district,412,Rural,Male,unspecified,0,2011
district,412,Urban,Male,unspecified,0,2011
district,413,Rural,Male,unspecified,0,2011
district,413,Urban,Male,unspecified,0,2011
district,414,Rural,Male,unspecified,0,2011
district,414,Urban,Male,unspecified,0,2011
district,415,Rural,Male,unspecified,0,2011
district,415,Urban,Male,unspecified,0,2011
district,416,Rural,Male,unspecified,0,2011
district,416,Urban,Male,unspecified,0,2011
district,417,Rural,Male,unspecified,0,2011
district,417,Urban,Male,unspecified,0,2011
district,418,Rural,Male,unspecified,0,2011
district,418,Urban,Male,unspecified,0,2011
district,419,Rural,Male,unspecified,0,2011
district,419,Urban,Male,unspecified,0,2011
district,420,Rural,Male,unspecified,0,2011
district,420,Urban,Male,unspecified,0,2011
district,421,Rural,Male,unspecified,0,2011
district,421,Urban,Male,unspecified,0,2011
district,422,Rural,Male,unspecified,0,2011
district,422,Urban,Male,unspecified,0,2011
district,423,Rural,Male,unspecified,0,2011
district,423,Urban,Male,unspecified,0,2011
district,424,Rural,Male,unspecified,0,2011
district,424,Urban,Male,unspecified,0,2011
district,425,Rural,Male,unspecified,0,2011
district,425,Urban,Male,unspecified,0,2011
district,426,Rural,Male,unspecified,0,2011
district,426,Urban,Male,unspecified,0,2011
district,427,Rural,Male,unspecified,0,2011
district,427,Urban,Male,unspecified,0,2011
district,428,Rural,Male,unspecified,0,2011
district,428,Urban,Male,unspecified,0,2011
district,429,Rural,Male,unspecified,0,2011
district,429,Urban,Male,unspecified,0,2011
district,430,Rural,Male,unspecified,0,2011
district,430,Urban,Male,unspecified,0,2011
district,431,Rural,Male,unspecified,0,2011
district,431,Urban,Male,unspecified,0,2011
district,432,Rural,Male,unspecified,0,2011
district,432,Urban,Male,unspecified,0,2011
district,433,Rural,Male,unspecified,0,2011
district,433,Urban,Male,unspecified,0,2011
district,434,Rural,Male,unspecified,0,2011
district,434,Urban,Male,unspecified,0,2011
district,435,Rural,Male,unspecified,0,2011
district,435,Urban,Male,unspecified,0,2011
district,436,Rural,Male,unspecified,0,2011
district,436,Urban,Male,unspecified,0,2011
district,437,Rural,Male,unspecified,0,2011
district,437,Urban,Male,unspecified,0,2011
district,438,Rural,Male,unspecified,0,2011
district,438,Urban,Male,unspecified,0,2011
district,439,Rural,Male,unspecified,0,2011
district,439,Urban,Male,unspecified,0,2011
district,440,Rural,Male,unspecified,0,2011
district,440,Urban,Male,unspecified,0,2011
district,441,Rural,Male,unspecified,0,2011
district,441,Urban,Male,unspecified,0,2011
district,442,Rural,Male,unspecified,0,2011
district,442,Urban,Male,unspecified,0,2011
district,443,Rural,Male,unspecified,0,2011
district,443,Urban,Male,unspecified,0,2011
district,444,Rural,Male,unspecified,0,2011
district,444,Urban,Male,unspecified,0,2011
district,445,Rural,Male,unspecified,0,2011
district,445,Urban,Male,unspecified,0,2011
district,446,Rural,Male,unspecified,0,2011
district,446,Urban,Male,unspecified,0,2011
district,447,Rural,Male,unspecified,0,2011
district,447,Urban,Male,unspecified,0,2011
district,448,Rural,Male,unspecified,0,2011
district,448,Urban,Male,unspecified,0,2011
district,449,Rural,Male,unspecified,0,2011
district,449,Urban,Male,unspecified,0,2011
district,450,Rural,Male,unspecified,0,2011
district,450,Urban,Male,unspecified,0,2011
district,451,Rural,Male,unspecified,0,2011
district,451,Urban,Male,unspecified,0,2011
district,452,Rural,Male,unspecified,0,2011
district,452,Urban,Male,unspecified,0,2011
district,453,Rural,Male,unspecified,0,2011
district,453,Urban,Male,unspecified,0,2011
district,454,Rural,Male,unspecified,0,2011
district,454,Urban,Male,unspecified,0,2011
district,455,Rural,Male,unspecified,0,2011
district,455,Urban,Male,unspecified,0,2011
district,456,Rural,Male,unspecified,0,2011
district,456,Urban,Male,unspecified,0,2011
district,457,Rural,Male,unspecified,0,2011
district,457,Urban,Male,unspecified,0,2011
district,458,Rural,Male,unspecified,0,2011
district,458,Urban,Male,unspecified,0,2011
district,459,Rural,Male,unspecified,0,2011
district,459,Urban,Male,unspecified,0,2011
district,460,Rural,Male,unspecified,0,2011
district,460,Urban,Male,unspecified,0,2011
district,461,Rural,Male,unspecified,0,2011
district,461,Urban,Male,unspecified,0,2011
district,462,Rural,Male,unspecified,0,2011
district,462,Urban,Male,unspecified,0,2011
district,463,Rural,Male,unspecified,0,2011
district,463,Urban,Male,unspecified,0,2011
district,464,Rural,Male,unspecified,0,2011
district,464,Urban,Male,unspecified,0,2011
district,465,Rural,Male,unspecified,0,2011
district,465,Urban,Male,unspecified,0,2011
district,466,Rural,Male,unspecified,0,2011
district,466,Urban,Male,unspecified,0,2011
district,467,Rural,Male,unspecified,0,2011
district,467,Urban,Male,unspecified,0,2011
district,468,Rural,Male,unspecified,0,2011
district,468,Urban,Male,unspecified,0,2011
district,469,Rural,Male,unspecified,0,2011
district,469,Urban,Male,unspecified,0,2011
district,470,Rural,Male,unspecified,0,2011
district,470,Urban,Male,unspecified,0,2011
district,471,Rural,Male,unspecified,0,2011
district,471,Urban,Male,unspecified,0,2011
district,472,Rural,Male,unspecified,0,2011
district,472,Urban,Male,unspecified,0,2011
district,473,Rural,Male,unspecified,0,2011
district,473,Urban,Male,unspecified,0,2011
district,474,Rural,Male,unspecified,0,2011
district,474,Urban,Male,unspecified,0,2011
district,475,Rural,Male,unspecified,0,2011
district,475,Urban,Male,unspecified,0,2011
district,476,Rural,Male,unspecified,0,2011
district,476,Urban,Male,unspecified,0,2011
district,477,Rural,Male,unspecified,0,2011
district,477,Urban,Male,unspecified,0,2011
district,478,Rural,Male,unspecified,0,2011
district,478,Urban,Male,unspecified,0,2011
district,479,Rural,Male,unspecified,0,2011
district,479,Urban,Male,unspecified,0,2011
district,480,Rural,Male,unspecified,0,2011
district,480,Urban,Male,unspecified,0,2011
district,481,Rural,Male,unspecified,0,2011
district,481,Urban,Male,unspecified,0,2011
district,482,Rural,Male,unspecified,0,2011
district,482,Urban,Male,unspecified,0,2011
district,483,Rural,Male,unspecified,0,2011
district,483,Urban,Male,unspecified,0,2011
district,484,Rural,Male,unspecified,0,2011
district,484,Urban,Male,unspecified,0,2011
district,485,Rural,Male,unspecified,0,2011
district,485,Urban,Male,unspecified,0,2011
district,486,Rural,Male,unspecified,0,2011
district,486,Urban,Male,unspecified,0,2011
district,487,Rural,Male,unspecified,0,2011
district,487,Urban,Male,unspecified,0,2011
district,488,Rural,Male,unspecified,0,2011
district,488,Urban,Male,unspecified,0,2011
district,489,Rural,Male,unspecified,0,2011
district,489,Urban,Male,unspecified,0,2011
district,490,Rural,Male,unspecified,0,2011
district,490,Urban,Male,unspecified,0,2011
district,491,Rural,Male,unspecified,0,2011
district,491,Urban,Male,unspecified,0,2011
district,492,Rural,Male,unspecified,0,2011
district,492,Urban,Male,unspecified,0,2011
district,493,Rural,Male,unspecified,0,2011
district,493,Urban,Male,unspecified,0,2011
district,494,Rural,Male,unspecified,0,2011
district,494,Urban,Male,unspecified,0,2011
district,495,Rural,Male,unspecified,0,2011
district,495,Urban,Male,unspecified,0,2011
district,496,Rural,Male,unspecified,0,2011
district,496,Urban,Male,unspecified,0,2011
district,497,Rural,Male,unspecified,0,2011
district,497,Urban,Male,unspecified,0,2011
district,498,Rural,Male,unspecified,0,2011
district,498,Urban,Male,unspecified,0,2011
district,499,Rural,Male,unspecified,0,2011
district,499,Urban,Male,unspecified,0,2011
district,500,Rural,Male,unspecified,0,2011
district,500,Urban,Male,unspecified,0,2011
district,501,Rural,Male,unspecified,0,2011
district,501,Urban,Male,unspecified,0,2011
district,502,Rural,Male,unspecified,0,2011
district,502,Urban,Male,unspecified,0,2011
district,503,Rural,Male,unspecified,0,2011
district,503,Urban,Male,unspecified,0,2011
district,504,Rural,Male,unspecified,0,2011
district,504,Urban,Male,unspecified,0,2011
district,505,Rural,Male,unspecified,0,2011
district,505,Urban,Male,unspecified,0,2011
district,506,Rural,Male,unspecified,0,2011
district,506,Urban,Male,unspecified,0,2011
district,507,Rural,Male,unspecified,0,2011
district,507,Urban,Male,unspecified,0,2011
district,508,Rural,Male,unspecified,0,2011
district,508,Urban,Male,unspecified,0,2011
district,509,Rural,Male,unspecified,0,2011
district,509,Urban,Male,unspecified,0,2011
district,510,Rural,Male,unspecified,0,2011
district,510,Urban,Male,unspecified,0,2011
district,511,Rural,Male,unspecified,0,2011
district,511,Urban,Male,unspecified,0,2011
district,512,Rural,Male,unspecified,0,2011
district,512,Urban,Male,unspecified,0,2011
district,513,Rural,Male,unspecified,0,2011
district,513,Urban,Male,unspecified,0,2011
district,514,Rural,Male,unspecified,0,2011
district,514,Urban,Male,unspecified,0,2011
district,515,Rural,Male,unspecified,0,2011
district,515,Urban,Male,unspecified,0,2011
district,516,Rural,Male,unspecified,0,2011
district,516,Urban,Male,unspecified,0,2011
district,517,Rural,Male,unspecified,0,2011
district,517,Urban,Male,unspecified,0,2011
district,518,Rural,Male,unspecified,0,2011
district,518,Urban,Male,unspecified,0,2011
district,519,Rural,Male,unspecified,0,2011
district,519,Urban,Male,unspecified,0,2011
district,520,Rural,Male,unspecified,0,2011
district,520,Urban,Male,unspecified,0,2011
district,521,Rural,Male,unspecified,0,2011
district,521,Urban,Male,unspecified,0,2011
district,522,Rural,Male,unspecified,0,2011
district,522,Urban,Male,unspecified,0,2011
district,523,Rural,Male,unspecified,0,2011
district,523,Urban,Male,unspecified,0,2011
district,524,Rural,Male,unspecified,0,2011
district,524,Urban,Male,unspecified,0,2011
district,525,Rural,Male,unspecified,0,2011
district,525,Urban,Male,unspecified,0,2011
district,526,Rural,Male,unspecified,0,2011
district,526,Urban,Male,unspecified,0,2011
district,527,Rural,Male,unspecified,0,2011
district,527,Urban,Male,unspecified,0,2011
district,528,Rural,Male,unspecified,0,2011
district,528,Urban,Male,unspecified,0,2011
district,529,Rural,Male,unspecified,0,2011
district,529,Urban,Male,unspecified,0,2011
district,530,Rural,Male,unspecified,0,2011
district,530,Urban,Male,unspecified,0,2011
district,531,Rural,Male,unspecified,0,2011
district,531,Urban,Male,unspecified,0,2011
district,532,Rural,Male,unspecified,0,2011
district,532,Urban,Male,unspecified,0,2011
district,533,Rural,Male,unspecified,0,2011
district,533,Urban,Male,unspecified,0,2011
district,534,Rural,Male,unspecified,0,2011
district,534,Urban,Male,unspecified,0,2011
district,535,Rural,Male,unspecified,0,2011
district,535,Urban,Male,unspecified,0,2011
district,536,Rural,Male,unspecified,0,2011
district,536,Urban,Male,unspecified,0,2011
district,537,Rural,Male,unspecified,0,2011
district,537,Urban,Male,unspecified,0,2011
district,538,Rural,Male,unspecified,0,2011
district,538,Urban,Male,unspecified,0,2011
district,539,Rural,Male,unspecified,0,2011
district,539,Urban,Male,unspecified,0,2011
district,540,Rural,Male,unspecified,0,2011
district,540,Urban,Male,unspecified,0,2011
district,541,Rural,Male,unspecified,0,2011
district,541,Urban,Male,unspecified,0,2011
district,542,Rural,Male,unspecified,0,2011
district,542,Urban,Male,unspecified,0,2011
district,543,Rural,Male,unspecified,0,2011
district,543,Urban,Male,unspecified,0,2011
district,544,Rural,Male,unspecified,0,2011
district,544,Urban,Male,unspecified,0,2011
district,545,Rural,Male,unspecified,0,2011
district,545,Urban,Male,unspecified,0,2011
district,546,Rural,Male,unspecified,0,2011
district,546,Urban,Male,unspecified,0,2011
district,547,Rural,Male,unspecified,0,2011
district,547,Urban,Male,unspecified,0,2011
district,548,Rural,Male,unspecified,0,2011
district,548,Urban,Male,unspecified,0,2011
