geo_level,geo_code,area,sex,total,geo_version
district,378,Rural,Male,665255,2011
district,378,Urban,Male,95005,2011
district,379,Rural,Male,675053,2011
district,379,Urban,Male,42761,2011
district,380,Rural,Male,516813,2011
district,380,Urban,Male,61052,2011
district,381,Rural,Male,970885,2011
district,381,Urban,Male,381875,2011
district,382,Rural,Male,856539,2011
district,382,Urban,Male,69495,2011
district,383,Rural,Male,551326,2011
district,383,Urban,Male,61267,2011
district,384,Rural,Male,546385,2011
district,384,Urban,Male,109333,2011
district,385,Rural,Male,461019,2011
district,385,Urban,Male,41617,2011
district,386,Rural,Male,595809,2011
district,386,Urban,Male,571328,2011
district,387,Rural,Male,728213,2011
district,387,Urban,Male,137167,2011
district,388,Rural,Male,1383636,2011
district,388,Urban,Male,395582,2011
district,389,Rural,Male,247655,2011
district,389,Urban,Male,35227,2011
district,390,Rural,Male,323523,2011
district,390,Urban,Male,36422,2011
district,391,Rural,Male,211133,2011
district,391,Urban,Male,10492,2011
district,392,Rural,Male,285634,2011
district,392,Urban,Male,25678,2011
district,393,Rural,Male,728770,2011
district,393,Urban,Male,101327,2011
district,394,Rural,Male,284792,2011
district,394,Urban,Male,17170,2011
district,395,Rural,Male,724646,2011
district,395,Urban,Male,62455,2011
district,396,Rural,Male,397774,2011
district,396,Urban,Male,74186,2011
district,397,Rural,Male,560771,2011
district,397,Urban,Male,44041,2011
district,398,Rural,Male,563771,2011
district,398,Urban,Male,115038,2011
district,399,Rural,Male,277901,2011
district,399,Urban,Male,25723,2011
state,22,Rural,Male,9797426,2011
state,22,Urban,Male,3035469,2011
district,400,Rural,Male,228338,2011
district,400,Urban,Male,106399,2011
district,401,Rural,Male,1067908,2011
district,401,Urban,Male,125221,2011
district,402,Rural,Male,386307,2011
district,402,Urban,Male,38440,2011
district,403,Rural,Male,623817,2011
district,403,Urban,Male,126461,2011
district,404,Rural,Male,381424,2011
district,404,Urban,Male,231491,2011
district,405,Rural,Male,701401,2011
district,405,Urban,Male,114316,2011
district,406,Rural,Male,1002520,2011
district,406,Urban,Male,349054,2011
district,407,Rural,Male,367941,2011
district,407,Urban,Male,44117,2011
district,408,Rural,Male,626212,2011
district,408,Urban,Male,136643,2011
district,409,Rural,Male,1026152,2011
district,409,Urban,Male,655949,2011
district,410,Rural,Male,1288567,2011
district,410,Urban,Male,759619,2011
district,411,Rural,Male,451691,2011
district,411,Urban,Male,60276,2011
district,412,Rural,Male,323420,2011
district,412,Urban,Male,74477,2011
district,413,Rural,Male,335149,2011
district,413,Urban,Male,38189,2011
district,414,Rural,Male,600652,2011
district,414,Urban,Male,97835,2011
district,415,Rural,Male,58653,2011
district,415,Urban,Male,11451,2011
district,416,Rural,Male,213930,2011
district,416,Urban,Male,50212,2011
district,417,Rural,Male,113344,2011
district,417,Urban,Male,15319,2011
state,23,Rural,Male,27149388,2011
state,23,Urban,Male,10462918,2011
district,418,Rural,Male,305360,2011
district,418,Urban,Male,56424,2011
district,419,Rural,Male,815218,2011
district,419,Urban,Male,253199,2011
district,420,Rural,Male,694756,2011
district,420,Urban,Male,232087,2011
district,421,Rural,Male,409349,2011
district,421,Urban,Male,680978,2011
district,422,Rural,Male,323966,2011
district,422,Urban,Male,96191,2011
district,423,Rural,Male,763554,2011
district,423,Urban,Male,156241,2011
district,424,Rural,Male,629477,2011
district,424,Urban,Male,130878,2011
district,425,Rural,Male,725273,2011
district,425,Urban,Male,210848,2011
district,426,Rural,Male,467473,2011
district,426,Urban,Male,66007,2011
district,427,Rural,Male,884133,2011
district,427,Urban,Male,372124,2011
district,428,Rural,Male,530471,2011
district,428,Urban,Male,131402,2011
district,429,Rural,Male,907904,2011
district,429,Urban,Male,249591,2011
district,430,Rural,Male,1017839,2011
district,430,Urban,Male,207261,2011
district,431,Rural,Male,273064,2011
district,431,Urban,Male,57610,2011
district,432,Rural,Male,295013,2011
district,432,Urban,Male,127640,2011
district,433,Rural,Male,540987,2011
district,433,Urban,Male,141864,2011
district,434,Rural,Male,516468,2011
district,434,Urban,Male,221773,2011
district,435,Rural,Male,616353,2011
district,435,Urban,Male,399936,2011
district,436,Rural,Male,629273,2011
district,436,Urban,Male,151247,2011
district,437,Rural,Male,571720,2011
district,437,Urban,Male,233639,2011
district,438,Rural,Male,895113,2011
district,438,Urban,Male,217612,2011
district,439,Rural,Male,436755,2011
district,439,Urban,Male,1262872,2011
district,440,Rural,Male,799396,2011
district,440,Urban,Male,153725,2011
district,441,Rural,Male,594907,2011
district,441,Urban,Male,104433,2011
district,442,Rural,Male,648407,2011
district,442,Urban,Male,141805,2011
district,443,Rural,Male,591962,2011
district,443,Urban,Male,177606,2011
district,444,Rural,Male,238025,2011
district,444,Urban,Male,998105,2011
district,445,Rural,Male,554636,2011
district,445,Urban,Male,129107,2011
district,446,Rural,Male,539960,2011
district,446,Urban,Male,160398,2011
district,447,Rural,Male,640358,2011
district,447,Urban,Male,158878,2011
district,448,Rural,Male,233312,2011
district,448,Urban,Male,61526,2011
district,449,Rural,Male,445062,2011
district,449,Urban,Male,203663,2011
district,450,Rural,Male,525188,2011
district,450,Urban,Male,136825,2011
district,451,Rural,Male,527031,2011
district,451,Urban,Male,750247,2011
district,452,Rural,Male,462699,2011
district,452,Urban,Male,106111,2011
district,453,Rural,Male,335393,2011
district,453,Urban,Male,16520,2011
district,454,Rural,Male,459151,2011
district,454,Urban,Male,66121,2011
district,455,Rural,Male,806199,2011
district,455,Urban,Male,258269,2011
district,456,Rural,Male,612314,2011
district,456,Urban,Male,83565,2011
district,457,Rural,Male,719794,2011
district,457,Urban,Male,122384,2011
district,458,Rural,Male,486127,2011
district,458,Urban,Male,163235,2011
district,459,Rural,Male,363411,2011
district,459,Urban,Male,80426,2011
district,460,Rural,Male,426583,2011
district,460,Urban,Male,113438,2011
district,461,Rural,Male,272030,2011
district,461,Urban,Male,107084,2011
district,462,Rural,Male,527378,2011
district,462,Urban,Male,48534,2011
district,463,Rural,Male,493324,2011
district,463,Urban,Male,120313,2011
district,464,Rural,Male,467468,2011
district,464,Urban,Male,47555,2011
district,465,Rural,Male,333593,2011
district,465,Urban,Male,28949,2011
district,466,Rural,Male,541183,2011
district,466,Urban,Male,133146,2011
district,467,Rural,Male,254978,2011
district,467,Urban,Male,133526,2011
state,24,Rural,Male,17799159,2011
state,24,Urban,Male,13692101,2011
district,468,Rural,Male,713524,2011
district,468,Urban,Male,383213,2011
district,469,Rural,Male,1393741,2011
district,469,Urban,Male,216638,2011
district,470,Rural,Male,548324,2011
district,470,Urban,Male,146073,2011
district,471,Rural,Male,787175,2011
district,471,Urban,Male,269345,2011
district,472,Rural,Male,1056141,2011
district,472,Urban,Male,188090,2011
district,473,Rural,Male,408436,2011
district,473,Urban,Male,315428,2011
district,474,Rural,Male,595583,2011
district,474,Urban,Male,3192468,2011
district,475,Rural,Male,649475,2011
district,475,Urban,Male,260442,2011
district,476,Rural,Male,816264,2011
district,476,Urban,Male,1158181,2011
district,477,Rural,Male,610088,2011
district,477,Urban,Male,504104,2011
district,478,Rural,Male,153260,2011
district,478,Urban,Male,146949,2011
district,479,Rural,Male,940271,2011
district,479,Urban,Male,464085,2011
district,480,Rural,Male,572554,2011
district,480,Urban,Male,198495,2011
district,481,Rural,Male,868833,2011
district,481,Urban,Male,621368,2011
district,482,Rural,Male,758499,2011
district,482,Urban,Male,328725,2011
district,483,Rural,Male,915197,2011
district,483,Urban,Male,270530,2011
district,484,Rural,Male,1053376,2011
district,484,Urban,Male,173585,2011
district,485,Rural,Male,970963,2011
district,485,Urban,Male,97688,2011
district,486,Rural,Male,1077943,2011
district,486,Urban,Male,1075793,2011
district,487,Rural,Male,269408,2011
district,487,Urban,Male,31678,2011
district,488,Rural,Male,529393,2011
district,488,Urban,Male,276314,2011
district,489,Rural,Male,101710,2011
district,489,Urban,Male,12111,2011
district,490,Rural,Male,464749,2011
district,490,Urban,Male,213416,2011
district,491,Rural,Male,542644,2011
district,491,Urban,Male,344578,2011
district,492,Rural,Male,640060,2011
district,492,Urban,Male,2762164,2011
district,493,Rural,Male,361548,2011
district,493,Urban,Male,40640,2011
state,25,Rural,Male,32395,2011
state,25,Urban,Male,117906,2011
district,494,Rural,Male,14028,2011
district,494,Urban,Male,11614,2011
district,495,Rural,Male,18367,2011
district,495,Urban,Male,106292,2011
state,26,Rural,Male,98305,2011
state,26,Urban,Male,95455,2011
district,496,Rural,Male,98305,2011
district,496,Urban,Male,95455,2011
state,27,Rural,Male,31539034,2011
state,27,Urban,Male,26704022,2011
district,497,Rural,Male,687671,2011
district,497,Urban,Male,145499,2011
district,498,Rural,Male,758916,2011
district,498,Urban,Male,295115,2011
district,499,Rural,Male,1500514,2011
district,499,Urban,Male,696851,2011
district,500,Rural,Male,1055242,2011
district,500,Urban,Male,282318,2011
district,501,Rural,Male,563933,2011
district,501,Urban,Male,368401,2011
district,502,Rural,Male,511727,2011
district,502,Urban,Male,108575,2011
district,503,Rural,Male,950633,2011
district,503,Urban,Male,530135,2011
district,504,Rural,Male,451874,2011
district,504,Urban,Male,216511,2011
district,505,Rural,Male,758357,2011
district,505,Urban,Male,1626618,2011
district,506,Rural,Male,487484,2011
district,506,Urban,Male,118036,2011
district,507,Rural,Male,547934,2011
district,507,Urban,Male,113620,2011
district,508,Rural,Male,481290,2011
district,508,Urban,Male,60038,2011
district,509,Rural,Male,726106,2011
district,509,Urban,Male,397728,2011
district,510,Rural,Male,1115148,2011
district,510,Urban,Male,304817,2011
district,511,Rural,Male,1258160,2011
district,511,Urban,Male,471915,2011
district,512,Rural,Male,514430,2011
district,512,Urban,Male,91864,2011
district,513,Rural,Male,651886,2011
district,513,Urban,Male,290984,2011
district,514,Rural,Male,817279,2011
district,514,Urban,Male,194194,2011
district,515,Rural,Male,1081825,2011
district,515,Urban,Male,842644,2011
district,516,Rural,Male,1804712,2011
district,516,Urban,Male,1352474,2011
district,517,Rural,Male,1300136,2011
district,517,Urban,Male,4564942,2011
district,518,Rural,Male,0,2011
district,518,Urban,Male,5031323,2011
district,519,Rural,Male,0,2011
district,519,Urban,Male,1684608,2011
district,520,Rural,Male,836996,2011
district,520,Urban,Male,507349,2011
district,521,Rural,Male,1903440,2011
district,521,Urban,Male,3020665,2011
district,522,Rural,Male,1872907,2011
district,522,Urban,Male,469918,2011
district,523,Rural,Male,1082978,2011
district,523,Urban,Male,266128,2011
district,524,Rural,Male,949707,2011
district,524,Urban,Male,323433,2011
district,525,Rural,Male,716237,2011
district,525,Urban,Male,145298,2011
district,526,Rural,Male,1518343,2011
district,526,Urban,Male,709509,2011
district,527,Rural,Male,1219749,2011
district,527,Urban,Male,291093,2011
district,528,Rural,Male,630213,2011
district,528,Urban,Male,130908,2011
district,529,Rural,Male,363268,2011
district,529,Urban,Male,54064,2011
district,530,Rural,Male,1348815,2011
district,530,Urban,Male,631843,2011
district,531,Rural,Male,1071124,2011
district,531,Urban,Male,364604,2011
district,532,Rural,Male,985303,2011
district,532,Urban,Male,384294,2011
district,533,Rural,Male,958837,2011
district,533,Urban,Male,291804,2011
district,534,Rural,Male,1401950,2011
district,534,Urban,Male,478850,2011
district,535,Rural,Male,1152806,2011
district,535,Urban,Male,370224,2011
district,536,Rural,Male,0,2011
district,536,Urban,Male,2018575,2011
district,537,Rural,Male,801013,2011
district,537,Urban,Male,1899995,2011
district,538,Rural,Male,1742438,2011
district,538,Urban,Male,307948,2011
district,539,Rural,Male,1427716,2011
district,539,Urban,Male,332056,2011
district,540,Rural,Male,1260594,2011
district,540,Urban,Male,498687,2011
district,541,Rural,Male,1066781,2011
district,541,Urban,Male,324207,2011
district,542,Rural,Male,1126888,2011
district,542,Urban,Male,214850,2011
district,543,Rural,Male,920428,2011
district,543,Urban,Male,241049,2011
district,544,Rural,Male,1113234,2011
district,544,Urban,Male,1025676,2011
district,545,Rural,Male,1922293,2011
district,545,Urban,Male,647395,2011
district,546,Rural,Male,1567013,2011
district,546,Urban,Male,397905,2011
district,547,Rural,Male,1343534,2011
district,547,Urban,Male,923841,2011
district,548,Rural,Male,1621491,2011
district,548,Urban,Male,819030,2011
district,549,Rural,Male,1382641,2011
district,549,Urban,Male,332123,2011
district,550,Rural,Male,1060810,2011
district,550,Urban,Male,432164,2011
district,551,Rural,Male,959693,2011
district,551,Urban,Male,492084,2011
district,552,Rural,Male,1464569,2011
district,552,Urban,Male,574658,2011
district,553,Rural,Male,1489157,2011
district,553,Urban,Male,575338,2011
district,554,Rural,Male,1474052,2011
district,554,Urban,Male,616152,2011
state,29,Rural,Male,18929354,2011
state,29,Urban,Male,12037303,2011
district,555,Rural,Male,1811094,2011
district,555,Urban,Male,611969,2011
district,556,Rural,Male,650267,2011
district,556,Urban,Male,299844,2011
district,557,Rural,Male,857562,2011
district,557,Urban,Male,253460,2011
district,558,Rural,Male,651250,2011
district,558,Urban,Male,219415,2011
district,559,Rural,Male,717972,2011
district,559,Urban,Male,246539,2011
district,560,Rural,Male,582958,2011
district,560,Urban,Male,116968,2011
district,561,Rural,Male,347585,2011
district,561,Urban,Male,189562,2011
district,562,Rural,Male,409416,2011
district,562,Urban,Male,527790,2011
district,563,Rural,Male,514910,2011
district,563,Urban,Male,211346,2011
district,564,Rural,Male,638450,2011
district,564,Urban,Male,180678,2011
district,565,Rural,Male,774093,2011
district,565,Urban,Male,462861,2011
district,566,Rural,Male,675573,2011
district,566,Urban,Male,165270,2011
district,567,Rural,Male,668267,2011
district,567,Urban,Male,318133,2011
district,568,Rural,Male,565821,2011
district,568,Urban,Male,311594,2011
district,569,Rural,Male,398847,2011
district,569,Urban,Male,163284,2011
district,570,Rural,Male,447545,2011
district,570,Urban,Male,119077,2011
district,571,Rural,Male,1048710,2011
district,571,Urban,Male,301884,2011
district,572,Rural,Male,464256,2011
district,572,Urban,Male,4558405,2011
district,573,Rural,Male,751243,2011
district,573,Urban,Male,153842,2011
district,574,Rural,Male,695583,2011
district,574,Urban,Male,188084,2011
district,575,Rural,Male,541484,2011
district,575,Urban,Male,493230,2011
district,576,Rural,Male,234161,2011
district,576,Urban,Male,40447,2011
district,577,Rural,Male,887500,2011
district,577,Urban,Male,624100,2011
district,578,Rural,Male,424884,2011
district,578,Urban,Male,87347,2011
district,579,Rural,Male,877144,2011
district,579,Urban,Male,424611,2011
district,580,Rural,Male,479078,2011
district,580,Urban,Male,111251,2011
district,581,Rural,Male,535431,2011
district,581,Urban,Male,240965,2011
district,582,Rural,Male,494463,2011
district,582,Urban,Male,141974,2011
district,583,Rural,Male,371369,2011
district,583,Urban,Male,137803,2011
district,584,Rural,Male,412438,2011
district,584,Urban,Male,135570,2011
state,30,Rural,Male,275436,2011
state,30,Urban,Male,463704,2011
district,585,Rural,Male,163908,2011
district,585,Urban,Male,252769,2011
district,586,Rural,Male,111528,2011
district,586,Urban,Male,210935,2011
state,31,Rural,Male,7243,2011
state,31,Urban,Male,25880,2011
district,587,Rural,Male,7243,2011
district,587,Urban,Male,25880,2011
state,32,Rural,Male,8408054,2011
state,32,Urban,Male,7619358,2011
district,588,Rural,Male,387716,2011
district,588,Urban,Male,240897,2011
district,589,Rural,Male,425682,2011
district,589,Urban,Male,755764,2011
district,590,Rural,Male,386283,2011
district,590,Urban,Male,15401,2011
district,591,Rural,Male,484784,2011
district,591,Urban,Male,986158,2011
district,592,Rural,Male,1095308,2011
district,592,Urban,Male,865020,2011
district,593,Rural,Male,1031466,2011
district,593,Urban,Male,328012,2011
district,594,Rural,Male,488303,2011
district,594,Urban,Male,992460,2011
district,595,Rural,Male,518510,2011
district,595,Urban,Male,1101047,2011
district,596,Rural,Male,527245,2011
district,596,Urban,Male,25563,2011
district,597,Rural,Male,692673,2011
district,597,Urban,Male,275616,2011
district,598,Rural,Male,464713,2011
district,598,Urban,Male,548429,2011
district,599,Rural,Male,499820,2011
district,599,Urban,Male,61896,2011
district,600,Rural,Male,680687,2011
district,600,Urban,Male,566281,2011
district,601,Rural,Male,724864,2011
district,601,Urban,Male,856814,2011
state,33,Rural,Male,18679065,2011
state,33,Urban,Male,17458910,2011
district,602,Rural,Male,650462,2011
district,602,Urban,Male,1225600,2011
district,603,Rural,Male,0,2011
district,603,Urban,Male,2335844,2011
district,604,Rural,Male,734979,2011
district,604,Urban,Male,1277979,2011
district,605,Rural,Male,1117101,2011
district,605,Urban,Male,844587,2011
district,606,Rural,Male,989726,2011
district,606,Urban,Male,246163,2011
district,607,Rural,Male,1481475,2011
district,607,Urban,Male,259344,2011
district,608,Rural,Male,883274,2011
district,608,Urban,Male,898297,2011
district,609,Rural,Male,520684,2011
district,609,Urban,Male,348596,2011
district,610,Rural,Male,552393,2011
district,610,Urban,Male,577475,2011
district,611,Rural,Male,145909,2011
district,611,Urban,Male,214234,2011
district,612,Rural,Male,678605,2011
district,612,Urban,Male,402333,2011
district,613,Rural,Male,312628,2011
district,613,Urban,Male,215556,2011
district,614,Rural,Male,688552,2011
district,614,Urban,Male,663732,2011
district,615,Rural,Male,233926,2011
district,615,Urban,Male,48231,2011
district,616,Rural,Male,333253,2011
district,616,Urban,Male,41450,2011
district,617,Rural,Male,868861,2011
district,617,Urban,Male,442836,2011
district,618,Rural,Male,619369,2011
district,618,Urban,Male,178758,2011
district,619,Rural,Male,499954,2011
district,619,Urban,Male,126739,2011
district,620,Rural,Male,765177,2011
district,620,Urban,Male,417239,2011
district,621,Rural,Male,645505,2011
district,621,Urban,Male,157683,2011
district,622,Rural,Male,462210,2011
district,622,Urban,Male,206462,2011
district,623,Rural,Male,601247,2011
district,623,Urban,Male,925228,2011
district,624,Rural,Male,290880,2011
district,624,Urban,Male,334803,2011
district,625,Rural,Male,480360,2011
district,625,Urban,Male,487349,2011
district,626,Rural,Male,474508,2011
district,626,Urban,Male,208150,2011
district,627,Rural,Male,430361,2011
district,627,Urban,Male,434660,2011
district,628,Rural,Male,768728,2011
district,628,Urban,Male,752184,2011
district,629,Rural,Male,164938,2011
district,629,Urban,Male,761407,2011
district,630,Rural,Male,643215,2011
district,630,Urban,Male,131088,2011
district,631,Rural,Male,742444,2011
district,631,Urban,Male,217788,2011
district,632,Rural,Male,419032,2011
district,632,Urban,Male,1310265,2011
district,633,Rural,Male,479309,2011
district,633,Urban,Male,766850,2011
state,34,Rural,Male,194907,2011
state,34,Urban,Male,417604,2011
district,634,Rural,Male,0,2011
district,634,Urban,Male,27301,2011
district,635,Rural,Male,144769,2011
district,635,Urban,Male,323489,2011
district,636,Rural,Male,0,2011
district,636,Urban,Male,19143,2011
district,637,Rural,Male,50138,2011
district,637,Urban,Male,47671,2011
state,35,Rural,Male,126287,2011
state,35,Urban,Male,76584,2011
district,638,Rural,Male,20727,2011
district,638,Urban,Male,0,2011
district,639,Rural,Male,53457,2011
district,639,Urban,Male,1404,2011
district,640,Rural,Male,52103,2011
district,640,Urban,Male,75180,2011
state,1,Rural,Female,4333583,2011
state,1,Urban,Female,1567057,2011
district,1,Rural,Female,353587,2011
district,1,Urban,Female,42577,2011
district,2,Rural,Female,312448,2011
district,2,Urban,Female,43256,2011
district,3,Rural,Female,39405,2011
district,3,Urban,Female,15111,2011
district,4,Rural,Female,56761,2011
district,4,Urban,Female,6256,2011
district,5,Rural,Female,208431,2011
district,5,Urban,Female,16505,2011
district,6,Rural,Female,279353,2011
district,6,Urban,Female,17711,2011
district,7,Rural,Female,248596,2011
district,7,Urban,Female,41730,2011
district,8,Rural,Female,393140,2011
district,8,Urban,Female,80166,2011
district,9,Rural,Female,154608,2011
district,9,Urban,Female,29944,2011
district,10,Rural,Female,8397,2011
district,10,Urban,Female,577308,2011
district,11,Rural,Female,116692,2011
district,11,Urban,Female,22034,2011
district,12,Rural,Female,231882,2011
district,12,Urban,Female,35494,2011
district,13,Rural,Female,122694,2011
district,13,Urban,Female,7041,2011
district,14,Rural,Female,384793,2011
district,14,Urban,Female,134132,2011
district,15,Rural,Female,168296,2011
district,15,Urban,Female,38567,2011
district,16,Rural,Female,181817,2011
district,16,Urban,Female,14478,2011
district,17,Rural,Female,129585,2011
district,17,Urban,Female,4996,2011
district,18,Rural,Female,103845,2011
district,18,Urban,Female,6686,2011
district,19,Rural,Female,213803,2011
district,19,Urban,Female,44398,2011
district,20,Rural,Female,136190,2011
district,20,Urban,Female,12016,2011
district,21,Rural,Female,363342,2011
district,21,Urban,Female,352795,2011
district,22,Rural,Female,125918,2011
district,22,Urban,Female,23856,2011
state,2,Rural,Female,3065705,2011
state,2,Urban,Female,317024,2011
district,23,Rural,Female,241009,2011
district,23,Urban,Female,16751,2011
district,24,Rural,Female,718429,2011
district,24,Urban,Female,41055,2011
district,25,Rural,Female,14976,2011
district,25,Urban,Female,0,2011
district,26,Rural,Female,193243,2011
district,26,Urban,Female,19208,2011
district,27,Rural,Female,471090,2011
district,27,Urban,Female,30622,2011
district,28,Rural,Female,222590,2011
district,28,Urban,Female,15108,2011
district,29,Rural,Female,236006,2011
district,29,Urban,Female,21475,2011
district,30,Rural,Female,177174,2011
district,30,Urban,Female,12018,2011
district,31,Rural,Female,228437,2011
district,31,Urban,Female,43129,2011
district,32,Rural,Female,226515,2011
district,32,Urban,Female,27051,2011
district,33,Rural,Female,298364,2011
district,33,Urban,Female,90607,2011
district,34,Rural,Female,37872,2011
district,34,Urban,Female,0,2011
state,3,Rural,Female,8250716,2011
state,3,Urban,Female,4853157,2011
district,35,Rural,Female,783220,2011
district,35,Urban,Female,302486,2011
district,36,Rural,Female,256774,2011
district,36,Urban,Female,132083,2011
district,37,Rural,Female,503629,2011
district,37,Urban,Female,544750,2011
district,38,Rural,Female,617186,2011
district,38,Urban,Female,160382,2011
district,39,Rural,Female,238776,2011
district,39,Urban,Female,60243,2011
district,40,Rural,Female,194631,2011
district,40,Urban,Female,84737,2011
district,41,Rural,Female,675587,2011
district,41,Urban,Female,955336,2011
district,42,Rural,Female,362796,2011
district,42,Urban,Female,107030,2011
district,43,Rural,Female,700310,2011
district,43,Urban,Female,257127,2011
district,44,Rural,Female,307503,2011
district,44,Urban,Female,118771,2011
district,45,Rural,Female,189675,2011
district,45,Urban,Female,101162,2011
district,46,Rural,Female,414824,2011
district,46,Urban,Female,230504,2011
district,47,Rural,Female,283963,2011
district,47,Urban,Female,77056,2011
district,48,Rural,Female,533606,2011
district,48,Urban,Female,359558,2011
district,49,Rural,Female,548779,2011
district,49,Urban,Female,623469,2011
district,50,Rural,Female,463510,2011
district,50,Urban,Female,66748,2011
district,51,Rural,Female,242731,2011
district,51,Urban,Female,84411,2011
district,52,Rural,Female,209033,2011
district,52,Urban,Female,256342,2011
district,53,Rural,Female,534551,2011
district,53,Urban,Female,242589,2011
district,54,Rural,Female,189632,2011
district,54,Urban,Female,88373,2011
state,4,Rural,Female,11841,2011
state,4,Urban,Female,462946,2011
district,55,Rural,Female,11841,2011
district,55,Urban,Female,462946,2011
state,5,Rural,Female,3517912,2011
state,5,Urban,Female,1430607,2011
district,56,Rural,Female,150406,2011
district,56,Urban,Female,11083,2011
district,57,Rural,Female,171840,2011
district,57,Urban,Female,25774,2011
district,58,Rural,Female,123620,2011
district,58,Urban,Female,4076,2011
district,59,Rural,Female,289411,2011
district,59,Urban,Female,31534,2011
district,60,Rural,Female,361862,2011
district,60,Urban,Female,442633,2011
district,61,Rural,Female,306539,2011
district,61,Urban,Female,53903,2011
district,62,Rural,Female,210904,2011
district,62,Urban,Female,33229,2011
district,63,Rural,Female,131204,2011
district,63,Urban,Female,4368,2011
district,64,Rural,Female,302833,2011
district,64,Urban,Female,28592,2011
district,65,Rural,Female,110463,2011
district,65,Urban,Female,18060,2011
district,66,Rural,Female,283614,2011
district,66,Urban,Female,177325,2011
district,67,Rural,Female,511672,2011
district,67,Urban,Female,278447,2011
district,68,Rural,Female,563544,2011
district,68,Urban,Female,321583,2011
state,6,Rural,Female,7735353,2011
state,6,Urban,Female,4121375,2011
district,69,Rural,Female,114910,2011
district,69,Urban,Female,146704,2011
district,70,Rural,Female,295873,2011
district,70,Urban,Female,233774,2011
district,71,Rural,Female,347419,2011
district,71,Urban,Female,220068,2011
district,72,Rural,Female,324410,2011
district,72,Urban,Female,129269,2011
district,73,Rural,Female,392362,2011
district,73,Urban,Female,110939,2011
district,74,Rural,Female,493404,2011
district,74,Urban,Female,214208,2011
district,75,Rural,Female,300710,2011
district,75,Urban,Female,257870,2011
district,76,Rural,Female,457887,2011
district,76,Urban,Female,210815,2011
district,77,Rural,Female,478050,2011
district,77,Urban,Female,143096,2011
district,78,Rural,Female,361609,2011
district,78,Urban,Female,85042,2011
district,79,Rural,Female,461764,2011
district,79,Urban,Female,150843,2011
district,80,Rural,Female,556304,2011
district,80,Urban,Female,256065,2011
district,81,Rural,Female,616911,2011
district,81,Urban,Female,150862,2011
district,82,Rural,Female,283006,2011
district,82,Urban,Female,209719,2011
district,83,Rural,Female,330847,2011
district,83,Urban,Female,112891,2011
district,84,Rural,Female,372875,2011
district,84,Urban,Female,62548,2011
district,85,Rural,Female,317192,2011
district,85,Urban,Female,108805,2011
district,86,Rural,Female,220717,2011
district,86,Urban,Female,477025,2011
district,87,Rural,Female,459071,2011
district,87,Urban,Female,59030,2011
district,88,Rural,Female,172775,2011
district,88,Urban,Female,670848,2011
district,89,Rural,Female,377257,2011
district,89,Urban,Female,110954,2011
state,7,Rural,Female,192721,2011
state,7,Urban,Female,7607894,2011
district,90,Rural,Female,98270,2011
district,90,Urban,Female,1597347,2011
district,91,Rural,Female,8200,2011
district,91,Urban,Female,404776,2011
district,92,Rural,Female,9809,2011
district,92,Urban,Female,1043390,2011
district,93,Rural,Female,1669,2011
district,93,Urban,Female,800177,2011
district,94,Rural,Female,0,2011
district,94,Urban,Female,64062,2011
district,95,Rural,Female,0,2011
district,95,Urban,Female,274499,2011
district,96,Rural,Female,3065,2011
district,96,Urban,Female,1183938,2011
district,97,Rural,Female,66334,2011
district,97,Urban,Female,980578,2011
district,98,Rural,Female,5374,2011
district,98,Urban,Female,1259127,2011
state,8,Rural,Female,24858605,2011
state,8,Urban,Female,8138835,2011
district,99,Rural,Female,675467,2011
district,99,Urban,Female,250361,2011
district,100,Rural,Female,677341,2011
district,100,Urban,Female,166167,2011
district,101,Rural,Female,742119,2011
district,101,Urban,Female,381017,2011
district,102,Rural,Female,708284,2011
district,102,Urban,Female,279817,2011
district,103,Rural,Female,805248,2011
district,103,Urban,Female,235901,2011
district,104,Rural,Female,1430220,2011
district,104,Urban,Female,304933,2011
district,105,Rural,Female,960006,2011
district,105,Urban,Female,232730,2011
district,106,Rural,Female,438136,2011
district,106,Urban,Female,114733,2011
district,107,Rural,Female,571958,2011
district,107,Urban,Female,102651,2011
district,108,Rural,Female,504492,2011
district,108,Urban,Female,127028,2011
district,109,Rural,Female,680716,2011
district,109,Urban,Female,95906,2011
district,110,Rural,Female,1511407,2011
district,110,Urban,Female,1646264,2011
district,111,Rural,Female,995958,2011
district,111,Urban,Female,306385,2011
district,112,Rural,Female,1301768,2011
district,112,Urban,Female,309650,2011
district,113,Rural,Female,1162223,2011
district,113,Urban,Female,601014,2011
district,114,Rural,Female,268447,2011
district,114,Urban,Female,39764,2011
district,115,Rural,Female,1148665,2011
district,115,Urban,Female,86064,2011
district,116,Rural,Female,819356,2011
district,116,Urban,Female,72740,2011
district,117,Rural,Female,403440,2011
district,117,Urban,Female,98675,2011
district,118,Rural,Female,790008,2011
district,118,Urban,Female,222143,2011
district,119,Rural,Female,758245,2011
district,119,Urban,Female,500722,2011
district,120,Rural,Female,535558,2011
district,120,Urban,Female,157632,2011
district,121,Rural,Female,426471,2011
district,121,Urban,Female,107275,2011
district,122,Rural,Female,940491,2011
district,122,Urban,Female,247296,2011
district,123,Rural,Female,485817,2011
district,123,Urban,Female,89441,2011
district,124,Rural,Female,648763,2011
district,124,Urban,Female,43257,2011
