geo_level,geo_code,area,sex,total,geo_version
district,125,Rural,Female,827097,2011
district,125,Urban,Female,62634,2011
district,126,Rural,Female,622659,2011
district,126,Urban,Female,138508,2011
district,127,Rural,Female,373079,2011
district,127,Urban,Female,556774,2011
district,128,Rural,Female,466313,2011
district,128,Urban,Female,122497,2011
district,129,Rural,Female,575305,2011
district,129,Urban,Female,110681,2011
district,130,Rural,Female,1208678,2011
district,130,Urban,Female,292941,2011
district,131,Rural,Female,394870,2011
district,131,Urban,Female,35234,2011
state,9,Rural,Female,74324283,2011
state,9,Urban,Female,21007548,2011
district,132,Rural,Female,1130053,2011
district,132,Urban,Female,502223,2011
district,133,Rural,Female,1387196,2011
district,133,Urban,Female,562882,2011
district,134,Rural,Female,1318989,2011
district,134,Urban,Female,442509,2011
district,135,Rural,Female,1518361,2011
district,135,Urban,Female,750459,2011
district,136,Rural,Female,830294,2011
district,136,Urban,Female,281636,2011
district,137,Rural,Female,656969,2011
district,137,Urban,Female,219803,2011
district,138,Rural,Female,789587,2011
district,138,Urban,Female,828359,2011
district,139,Rural,Female,474216,2011
district,139,Urban,Female,128762,2011
district,140,Rural,Female,710876,2011
district,140,Urban,Female,1481935,2011
district,141,Rural,Female,314201,2011
district,141,Urban,Female,443700,2011
district,142,Rural,Female,1241252,2011
district,142,Urban,Female,412659,2011
district,143,Rural,Female,1147775,2011
district,143,Urban,Female,574118,2011
district,144,Rural,Female,572201,2011
district,144,Urban,Female,156380,2011
district,145,Rural,Female,829163,2011
district,145,Urban,Female,350896,2011
district,146,Rural,Female,1109418,2011
district,146,Urban,Female,944426,2011
district,147,Rural,Female,773115,2011
district,147,Urban,Female,392995,2011
district,148,Rural,Female,737713,2011
district,148,Urban,Female,137439,2011
district,149,Rural,Female,1406925,2011
district,149,Urban,Female,307212,2011
district,150,Rural,Female,1349594,2011
district,150,Urban,Female,741100,2011
district,151,Rural,Female,792803,2011
district,151,Urban,Female,166202,2011
district,152,Rural,Female,1118732,2011
district,152,Urban,Female,281403,2011
district,153,Rural,Female,1679529,2011
district,153,Urban,Female,218527,2011
district,154,Rural,Female,1855085,2011
district,154,Urban,Female,253643,2011
district,155,Rural,Female,1644892,2011
district,155,Urban,Female,256511,2011
district,156,Rural,Female,1224824,2011
district,156,Urban,Female,253456,2011
district,157,Rural,Female,737090,2011
district,157,Urban,Female,1458272,2011
district,158,Rural,Female,1505115,2011
district,158,Urban,Female,147902,2011
district,159,Rural,Female,683718,2011
district,159,Urban,Female,195246,2011
district,160,Rural,Female,641530,2011
district,160,Urban,Female,133310,2011
district,161,Rural,Female,562771,2011
district,161,Urban,Female,173183,2011
district,162,Rural,Female,528829,2011
district,162,Urban,Female,110676,2011
district,163,Rural,Female,751253,2011
district,163,Urban,Female,81676,2011
district,164,Rural,Female,728363,2011
district,164,Urban,Female,1393099,2011
district,165,Rural,Female,587418,2011
district,165,Urban,Female,196464,2011
district,166,Rural,Female,549490,2011
district,166,Urban,Female,391677,2011
district,167,Rural,Female,496736,2011
district,167,Urban,Female,83845,2011
district,168,Rural,Female,413064,2011
district,168,Urban,Female,97684,2011
district,169,Rural,Female,322568,2011
district,169,Urban,Female,87032,2011
district,170,Rural,Female,704412,2011
district,170,Urban,Female,129122,2011
district,171,Rural,Female,418604,2011
district,171,Urban,Female,45405,2011
district,172,Rural,Female,1095050,2011
district,172,Urban,Female,152961,2011
district,173,Rural,Female,1518316,2011
district,173,Urban,Female,84740,2011
district,174,Rural,Female,701805,2011
district,174,Urban,Female,59306,2011
district,175,Rural,Female,2140559,2011
district,175,Urban,Female,682025,2011
district,176,Rural,Female,1396441,2011
district,176,Urban,Female,157185,2011
district,177,Rural,Female,1051486,2011
district,177,Urban,Female,159882,2011
district,178,Rural,Female,1049396,2011
district,178,Urban,Female,136082,2011
district,179,Rural,Female,1786705,2011
district,179,Urban,Female,95826,2011
district,180,Rural,Female,1508565,2011
district,180,Urban,Female,135282,2011
district,181,Rural,Female,505031,2011
district,181,Urban,Female,18433,2011
district,182,Rural,Female,954331,2011
district,182,Urban,Female,79613,2011
district,183,Rural,Female,1539832,2011
district,183,Urban,Female,106941,2011
district,184,Rural,Female,1186465,2011
district,184,Urban,Female,77737,2011
district,185,Rural,Female,1143521,2011
district,185,Urban,Female,65671,2011
district,186,Rural,Female,784043,2011
district,186,Urban,Female,61484,2011
district,187,Rural,Female,1237847,2011
district,187,Urban,Female,65102,2011
district,188,Rural,Female,1766040,2011
district,188,Urban,Female,397078,2011
district,189,Rural,Female,1666060,2011
district,189,Urban,Female,80429,2011
district,190,Rural,Female,1411032,2011
district,190,Urban,Female,152478,2011
district,191,Rural,Female,2137805,2011
district,191,Urban,Female,191104,2011
district,192,Rural,Female,847917,2011
district,192,Urban,Female,243342,2011
district,193,Rural,Female,1421647,2011
district,193,Urban,Female,145225,2011
district,194,Rural,Female,2106407,2011
district,194,Urban,Female,167332,2011
district,195,Rural,Female,1634257,2011
district,195,Urban,Female,130936,2011
district,196,Rural,Female,819573,2011
district,196,Urban,Female,115278,2011
district,197,Rural,Female,1003264,2011
district,197,Urban,Female,751720,2011
district,198,Rural,Female,662322,2011
district,198,Urban,Female,108792,2011
district,199,Rural,Female,1022265,2011
district,199,Urban,Female,162403,2011
district,200,Rural,Female,744872,2011
district,200,Urban,Female,146343,2011
district,201,Rural,Female,700749,2011
district,201,Urban,Female,126392,2011
district,202,Rural,Female,535956,2011
district,202,Urban,Female,136598,2011
state,10,Rural,Female,44267586,2011
state,10,Urban,Female,5553709,2011
district,203,Rural,Female,1688068,2011
district,203,Urban,Female,185864,2011
district,204,Rural,Female,2229847,2011
district,204,Urban,Female,188315,2011
district,205,Rural,Female,296338,2011
district,205,Urban,Female,13235,2011
district,206,Rural,Female,1531391,2011
district,206,Urban,Female,88931,2011
district,207,Rural,Female,2081597,2011
district,207,Urban,Female,76469,2011
district,208,Rural,Female,1024023,2011
district,208,Urban,Female,49770,2011
district,209,Rural,Female,1268538,2011
district,209,Urban,Female,79698,2011
district,210,Rural,Female,745959,2011
district,210,Urban,Female,77471,2011
district,211,Rural,Female,1402092,2011
district,211,Urban,Female,163157,2011
district,212,Rural,Female,1341463,2011
district,212,Urban,Female,129136,2011
district,213,Rural,Female,912541,2011
district,213,Urban,Female,41662,2011
district,214,Rural,Female,830238,2011
district,214,Urban,Female,73249,2011
district,215,Rural,Female,1695512,2011
district,215,Urban,Female,181924,2011
district,216,Rural,Female,2050813,2011
district,216,Urban,Female,222752,2011
district,217,Rural,Female,1214240,2011
district,217,Urban,Female,80106,2011
district,218,Rural,Female,1567866,2011
district,218,Urban,Female,87508,2011
district,219,Rural,Female,1760541,2011
district,219,Urban,Female,168500,2011
district,220,Rural,Female,1540721,2011
district,220,Urban,Female,109765,2011
district,221,Rural,Female,1961496,2011
district,221,Urban,Female,70067,2011
district,222,Rural,Female,1134410,2011
district,222,Urban,Female,268471,2011
district,223,Rural,Female,742446,2011
district,223,Urban,Female,40654,2011
district,224,Rural,Female,1139848,2011
district,224,Urban,Female,282255,2011
district,225,Rural,Female,934353,2011
district,225,Urban,Female,33270,2011
district,226,Rural,Female,460346,2011
district,226,Urban,Female,178378,2011
district,227,Rural,Female,407038,2011
district,227,Urban,Female,67529,2011
district,228,Rural,Female,254980,2011
district,228,Urban,Female,51619,2011
district,229,Rural,Female,1162031,2011
district,229,Urban,Female,218562,2011
district,230,Rural,Female,1577850,2011
district,230,Urban,Female,1182103,2011
district,231,Rural,Female,1114272,2011
district,231,Urban,Female,183755,2011
district,232,Rural,Female,740767,2011
district,232,Urban,Female,77608,2011
district,233,Rural,Female,748515,2011
district,233,Urban,Female,30863,2011
district,234,Rural,Female,1213877,2011
district,234,Urban,Female,202495,2011
district,235,Rural,Female,1108600,2011
district,235,Urban,Female,112789,2011
district,236,Rural,Female,1849225,2011
district,236,Urban,Female,275627,2011
district,237,Rural,Female,971911,2011
district,237,Urban,Female,102567,2011
district,238,Rural,Female,775296,2011
district,238,Urban,Female,69045,2011
district,239,Rural,Female,475963,2011
district,239,Urban,Female,63768,2011
district,240,Rural,Female,312574,2011
district,240,Urban,Female,24772,2011
state,11,Rural,Female,214202,2011
state,11,Urban,Female,73305,2011
district,241,Rural,Female,16791,2011
district,241,Urban,Female,2188,2011
district,242,Rural,Female,63659,2011
district,242,Urban,Female,2538,2011
district,243,Rural,Female,59803,2011
district,243,Urban,Female,10377,2011
district,244,Rural,Female,73949,2011
district,244,Urban,Female,58202,2011
state,12,Rural,Female,520347,2011
state,12,Urban,Female,149468,2011
district,245,Rural,Female,17983,2011
district,245,Urban,Female,2843,2011
district,246,Rural,Female,30206,2011
district,246,Urban,Female,7586,2011
district,247,Rural,Female,30834,2011
district,247,Urban,Female,9081,2011
district,248,Rural,Female,39675,2011
district,248,Urban,Female,47716,2011
district,249,Rural,Female,35203,2011
district,249,Urban,Female,6487,2011
district,250,Rural,Female,42619,2011
district,250,Urban,Female,11487,2011
district,251,Rural,Female,35432,2011
district,251,Urban,Female,13666,2011
district,252,Rural,Female,13445,2011
district,252,Urban,Female,3176,2011
district,253,Rural,Female,62715,2011
district,253,Urban,Female,8563,2011
district,254,Rural,Female,44980,2011
district,254,Urban,Female,9391,2011
district,255,Rural,Female,34764,2011
district,255,Urban,Female,6423,2011
district,256,Rural,Female,45659,2011
district,256,Urban,Female,1099,2011
district,257,Rural,Female,2522,2011
district,257,Urban,Female,1068,2011
district,258,Rural,Female,20702,2011
district,258,Urban,Female,5325,2011
district,259,Rural,Female,54305,2011
district,259,Urban,Female,15200,2011
district,260,Rural,Female,9303,2011
district,260,Urban,Female,357,2011
state,13,Rural,Female,682064,2011
state,13,Urban,Female,271789,2011
district,261,Rural,Female,102347,2011
district,261,Urban,Female,16160,2011
district,262,Rural,Female,67524,2011
district,262,Urban,Female,26006,2011
district,263,Rural,Female,56374,2011
district,263,Urban,Female,13166,2011
district,264,Rural,Female,64904,2011
district,264,Urban,Female,16934,2011
district,265,Rural,Female,87507,2011
district,265,Urban,Female,93910,2011
district,266,Rural,Female,68314,2011
district,266,Urban,Female,11361,2011
district,267,Rural,Female,77360,2011
district,267,Urban,Female,17303,2011
district,268,Rural,Female,20360,2011
district,268,Urban,Female,3622,2011
district,269,Rural,Female,28274,2011
district,269,Urban,Female,7900,2011
district,270,Rural,Female,70531,2011
district,270,Urban,Female,58491,2011
district,271,Rural,Female,38569,2011
district,271,Urban,Female,6936,2011
state,14,Rural,Female,994756,2011
state,14,Urban,Female,422452,2011
district,272,Rural,Female,228069,2011
district,272,Urban,Female,3756,2011
district,273,Rural,Female,58754,2011
district,273,Urban,Female,9526,2011
district,274,Rural,Female,126127,2011
district,274,Urban,Female,9196,2011
district,275,Rural,Female,74723,2011
district,275,Urban,Female,43894,2011
district,276,Rural,Female,135365,2011
district,276,Urban,Female,75958,2011
district,277,Rural,Female,98165,2011
district,277,Urban,Female,164773,2011
district,278,Rural,Female,136117,2011
district,278,Urban,Female,93902,2011
district,279,Rural,Female,76010,2011
district,279,Urban,Female,13270,2011
district,280,Rural,Female,61426,2011
district,280,Urban,Female,8177,2011
state,15,Rural,Female,256300,2011
state,15,Urban,Female,285567,2011
district,281,Rural,Female,34330,2011
district,281,Urban,Female,7206,2011
district,282,Rural,Female,17980,2011
district,282,Urban,Female,23057,2011
district,283,Rural,Female,41775,2011
district,283,Urban,Female,159264,2011
district,284,Rural,Female,38106,2011
district,284,Urban,Female,24251,2011
district,285,Rural,Female,16275,2011
district,285,Urban,Female,15811,2011
district,286,Rural,Female,45099,2011
district,286,Urban,Female,33438,2011
district,287,Rural,Female,47124,2011
district,287,Urban,Female,10171,2011
district,288,Rural,Female,15611,2011
district,288,Urban,Female,12369,2011
state,16,Rural,Female,1325291,2011
state,16,Urban,Female,474250,2011
district,289,Rural,Female,511381,2011
district,289,Urban,Female,334930,2011
district,290,Rural,Female,368183,2011
district,290,Urban,Female,60274,2011
district,291,Rural,Female,163958,2011
district,291,Urban,Female,19728,2011
district,292,Rural,Female,281769,2011
district,292,Urban,Female,59318,2011
state,17,Rural,Female,1177179,2011
state,17,Urban,Female,297878,2011
district,293,Rural,Female,281510,2011
district,293,Urban,Female,37622,2011
district,294,Rural,Female,134962,2011
district,294,Urban,Female,21732,2011
district,295,Rural,Female,62733,2011
district,295,Urban,Female,6431,2011
district,296,Rural,Female,167976,2011
district,296,Urban,Female,21770,2011
district,297,Rural,Female,114882,2011
district,297,Urban,Female,11427,2011
district,298,Rural,Female,231032,2011
district,298,Urban,Female,184141,2011
district,299,Rural,Female,184084,2011
district,299,Urban,Female,14755,2011
state,18,Rural,Female,13128045,2011
state,18,Urban,Female,2138088,2011
district,300,Rural,Female,407755,2011
district,300,Urban,Female,26482,2011
district,301,Rural,Female,851643,2011
district,301,Urban,Female,99767,2011
district,302,Rural,Female,426877,2011
district,302,Urban,Female,68014,2011
district,303,Rural,Female,754480,2011
district,303,Urban,Female,72138,2011
district,304,Rural,Female,435002,2011
district,304,Urban,Female,35770,2011
district,305,Rural,Female,1203249,2011
district,305,Urban,Female,181407,2011
district,306,Rural,Female,855280,2011
district,306,Urban,Female,84926,2011
district,307,Rural,Female,468222,2011
district,307,Urban,Female,44241,2011
district,308,Rural,Female,311570,2011
district,308,Urban,Female,23314,2011
district,309,Rural,Female,521791,2011
district,309,Urban,Female,125907,2011
district,310,Rural,Female,532306,2011
district,310,Urban,Female,117595,2011
district,311,Rural,Female,509668,2011
district,311,Urban,Female,52166,2011
district,312,Rural,Female,428754,2011
district,312,Urban,Female,106697,2011
district,313,Rural,Female,476027,2011
district,313,Urban,Female,47700,2011
district,314,Rural,Female,411423,2011
district,314,Urban,Female,54723,2011
district,315,Rural,Female,73796,2011
district,315,Urban,Female,29504,2011
district,316,Rural,Female,694070,2011
district,316,Urban,Female,156263,2011
district,317,Rural,Female,548476,2011
district,317,Urban,Female,54346,2011
district,318,Rural,Female,297409,2011
district,318,Urban,Female,23997,2011
district,319,Rural,Female,309208,2011
district,319,Urban,Female,53778,2011
district,320,Rural,Female,219930,2011
district,320,Urban,Female,17372,2011
district,321,Rural,Female,669008,2011
district,321,Urban,Female,70073,2011
district,322,Rural,Female,105865,2011
district,322,Urban,Female,500488,2011
district,323,Rural,Female,335232,2011
district,323,Urban,Female,40401,2011
district,324,Rural,Female,462806,2011
district,324,Urban,Female,5939,2011
district,325,Rural,Female,426546,2011
district,325,Urban,Female,26681,2011
district,326,Rural,Female,391652,2011
district,326,Urban,Female,18399,2011
state,19,Rural,Female,30338168,2011
state,19,Urban,Female,14128920,2011
district,327,Rural,Female,551895,2011
district,327,Urban,Female,357669,2011
district,328,Rural,Female,1375209,2011
district,328,Urban,Female,514573,2011
district,329,Rural,Female,1224736,2011
district,329,Urban,Female,142808,2011
district,330,Rural,Female,1282437,2011
district,330,Urban,Female,173631,2011
district,331,Rural,Female,702210,2011
district,331,Urban,Female,116867,2011
district,332,Rural,Female,1678849,2011
district,332,Urban,Female,258455,2011
district,333,Rural,Female,2785293,2011
district,333,Urban,Female,690950,2011
district,334,Rural,Female,1490980,2011
district,334,Urban,Female,220504,2011
district,335,Rural,Female,2265477,2011
district,335,Urban,Female,1485197,2011
district,336,Rural,Female,1807615,2011
district,336,Urban,Female,706217,2011
district,337,Rural,Female,2081065,2011
district,337,Urban,Female,2809327,2011
district,338,Rural,Female,1667701,2011
district,338,Urban,Female,1036791,2011
district,339,Rural,Female,1611124,2011
district,339,Urban,Female,147455,2011
district,340,Rural,Female,1252593,2011
district,340,Urban,Female,180526,2011
district,341,Rural,Female,866366,2011
district,341,Urban,Female,1482844,2011
district,342,Rural,Female,0,2011
district,342,Urban,Female,2139928,2011
district,343,Rural,Female,2964969,2011
district,343,Urban,Female,1023214,2011
district,344,Rural,Female,2549050,2011
district,344,Urban,Female,356522,2011
district,345,Rural,Female,2180599,2011
district,345,Urban,Female,285442,2011
state,20,Rural,Female,12278587,2011
state,20,Urban,Female,3779232,2011
district,346,Rural,Female,606167,2011
district,346,Urban,Female,33042,2011
district,347,Rural,Female,479721,2011
district,347,Urban,Female,29230,2011
district,348,Rural,Female,281418,2011
district,348,Urban,Female,67619,2011
district,349,Rural,Female,1087842,2011
district,349,Urban,Female,99534,2011
district,350,Rural,Female,595576,2011
district,350,Urban,Female,121475,2011
district,351,Rural,Female,605225,2011
district,351,Urban,Female,30399,2011
district,352,Rural,Female,485009,2011
district,352,Urban,Female,76167,2011
district,353,Rural,Female,414659,2011
district,353,Urban,Female,33102,2011
district,354,Rural,Female,542137,2011
district,354,Urban,Female,736394,2011
district,355,Rural,Female,523732,2011
district,355,Urban,Female,465791,2011
district,356,Rural,Female,201124,2011
district,356,Urban,Female,28037,2011
district,357,Rural,Female,504830,2011
district,357,Urban,Female,612187,2011
district,358,Rural,Female,826315,2011
district,358,Urban,Female,107252,2011
district,359,Rural,Female,332554,2011
district,359,Urban,Female,24758,2011
district,360,Rural,Female,712254,2011
district,360,Urban,Female,131360,2011
district,361,Rural,Female,258321,2011
district,361,Urban,Female,196892,2011
district,362,Rural,Female,610336,2011
district,362,Urban,Female,42592,2011
district,363,Rural,Female,350253,2011
district,363,Urban,Female,35959,2011
district,364,Rural,Female,816390,2011
district,364,Urban,Female,602926,2011
district,365,Rural,Female,243409,2011
district,365,Urban,Female,22141,2011
district,366,Rural,Female,478997,2011
district,366,Urban,Female,31826,2011
district,367,Rural,Female,278209,2011
district,367,Urban,Female,21060,2011
district,368,Rural,Female,646647,2011
district,368,Urban,Female,106306,2011
district,369,Rural,Female,397462,2011
district,369,Urban,Female,123183,2011
state,21,Rural,Female,17384359,2011
state,21,Urban,Female,3377723,2011
district,370,Rural,Female,658542,2011
district,370,Urban,Female,73552,2011
district,371,Rural,Female,172178,2011
district,371,Urban,Female,110637,2011
district,372,Rural,Female,364314,2011
district,372,Urban,Female,149908,2011
district,373,Rural,Female,143464,2011
district,373,Urban,Female,10826,2011
district,374,Rural,Female,679272,2011
district,374,Urban,Female,353018,2011
district,375,Rural,Female,774007,2011
district,375,Urban,Female,121239,2011
district,376,Rural,Female,1169266,2011
district,376,Urban,Female,94259,2011
district,377,Rural,Female,1010770,2011
district,377,Urban,Female,123972,2011
district,378,Rural,Female,655244,2011
district,378,Urban,Female,90833,2011
district,379,Rural,Female,681774,2011
district,379,Urban,Female,40773,2011
district,380,Rural,Female,504178,2011
district,380,Urban,Female,54928,2011
district,381,Rural,Female,917538,2011
district,381,Urban,Female,354172,2011
district,382,Rural,Female,835556,2011
district,382,Urban,Female,65602,2011
district,383,Rural,Female,523979,2011
district,383,Urban,Female,56239,2011
district,384,Rural,Female,520890,2011
district,384,Urban,Female,97213,2011
district,385,Rural,Female,422032,2011
district,385,Urban,Female,38121,2011
district,386,Rural,Female,571548,2011
district,386,Urban,Female,512988,2011
district,387,Rural,Female,705587,2011
district,387,Urban,Female,127763,2011
district,388,Rural,Female,1377394,2011
district,388,Urban,Female,372419,2011
district,389,Rural,Female,259496,2011
district,389,Urban,Female,35439,2011
district,390,Rural,Female,337308,2011
district,390,Urban,Female,35857,2011
district,391,Rural,Female,209605,2011
district,391,Urban,Female,9932,2011
district,392,Rural,Female,274608,2011
district,392,Urban,Female,24263,2011
district,393,Rural,Female,722846,2011
district,393,Urban,Female,96054,2011
district,394,Rural,Female,291536,2011
district,394,Urban,Female,16884,2011
district,395,Rural,Female,730236,2011
district,395,Urban,Female,59532,2011
district,396,Rural,Female,423171,2011
district,396,Urban,Female,72780,2011
district,397,Rural,Female,572550,2011
district,397,Urban,Female,43584,2011
district,398,Rural,Female,589707,2011
district,398,Urban,Female,111131,2011
district,399,Rural,Female,285763,2011
district,399,Urban,Female,23805,2011
state,22,Rural,Female,9810535,2011
state,22,Urban,Female,2901768,2011
district,400,Rural,Female,225280,2011
district,400,Urban,Female,98900,2011
district,401,Rural,Female,1049057,2011
district,401,Urban,Female,117700,2011
district,402,Rural,Female,389370,2011
district,402,Urban,Female,37552,2011
district,403,Rural,Female,623865,2011
district,403,Urban,Female,119841,2011
district,404,Rural,Female,378926,2011
district,404,Urban,Female,214799,2011
district,405,Rural,Female,693245,2011
district,405,Urban,Female,110745,2011
district,406,Rural,Female,981239,2011
district,406,Urban,Female,330816,2011
district,407,Rural,Female,367190,2011
district,407,Urban,Female,43278,2011
district,408,Rural,Female,638409,2011
district,408,Urban,Female,135869,2011
district,409,Rural,Female,1032955,2011
district,409,Urban,Female,628816,2011
district,410,Rural,Female,1292016,2011
district,410,Urban,Female,723670,2011
district,411,Rural,Female,460911,2011
district,411,Urban,Female,59876,2011
district,412,Rural,Female,327166,2011
district,412,Urban,Female,74718,2011
district,413,Rural,Female,337031,2011
district,413,Urban,Female,38572,2011
district,414,Rural,Female,619053,2011
district,414,Urban,Female,95659,2011
district,415,Rural,Female,59061,2011
district,415,Urban,Female,10655,2011
district,416,Rural,Female,223475,2011
district,416,Urban,Female,46021,2011
district,417,Rural,Female,112286,2011
district,417,Urban,Female,14281,2011
state,23,Rural,Female,25408016,2011
state,23,Urban,Female,9606487,2011
district,418,Rural,Female,275149,2011
district,418,Urban,Female,50928,2011
district,419,Rural,Female,680290,2011
district,419,Urban,Female,217263,2011
district,420,Rural,Female,575327,2011
district,420,Urban,Female,200835,2011
district,421,Rural,Female,348895,2011
district,421,Urban,Female,592814,2011
district,422,Rural,Female,280806,2011
district,422,Urban,Female,85791,2011
district,423,Rural,Female,667073,2011
district,423,Urban,Female,139182,2011
district,424,Rural,Female,565816,2011
district,424,Urban,Female,118995,2011
district,425,Rural,Female,638086,2011
district,425,Urban,Female,188168,2011
district,426,Rural,Female,423712,2011
district,426,Urban,Female,59328,2011
district,427,Rural,Female,785529,2011
district,427,Urban,Female,336672,2011
district,428,Rural,Female,483197,2011
district,428,Urban,Female,119149,2011
district,429,Rural,Female,846613,2011
district,429,Urban,Female,224827,2011
district,430,Rural,Female,951482,2011
district,430,Urban,Female,188524,2011
district,431,Rural,Female,261150,2011
district,431,Urban,Female,52934,2011
district,432,Rural,Female,285824,2011
district,432,Urban,Female,117590,2011
district,433,Rural,Female,521820,2011
district,433,Urban,Female,135740,2011
district,434,Rural,Female,503570,2011
district,434,Urban,Female,213258,2011
district,435,Rural,Female,591298,2011
district,435,Urban,Female,379277,2011
district,436,Rural,Female,589860,2011
district,436,Urban,Female,142301,2011
district,437,Rural,Female,540236,2011
district,437,Urban,Female,218120,2011
district,438,Rural,Female,877459,2011
district,438,Urban,Female,195609,2011
district,439,Rural,Female,412233,2011
district,439,Urban,Female,1164837,2011
district,440,Rural,Female,774794,2011
district,440,Urban,Female,145131,2011
district,441,Rural,Female,586905,2011
district,441,Urban,Female,99636,2011
district,442,Rural,Female,620950,2011
district,442,Urban,Female,134652,2011
district,443,Rural,Female,527295,2011
district,443,Urban,Female,162012,2011
district,444,Rural,Female,215985,2011
district,444,Urban,Female,918946,2011
district,445,Rural,Female,508234,2011
district,445,Urban,Female,119355,2011
district,446,Rural,Female,488212,2011
district,446,Urban,Female,143027,2011
district,447,Rural,Female,625853,2011
district,447,Urban,Female,150273,2011
district,448,Rural,Female,217789,2011
district,448,Urban,Female,57838,2011
district,449,Rural,Female,406302,2011
district,449,Urban,Female,186323,2011
district,450,Rural,Female,503311,2011
district,450,Urban,Female,126718,2011
district,451,Rural,Female,496224,2011
district,451,Urban,Female,689787,2011
district,452,Rural,Female,425615,2011
district,452,Urban,Female,97429,2011
district,453,Rural,Female,336813,2011
district,453,Urban,Female,15798,2011
district,454,Rural,Female,465565,2011
district,454,Urban,Female,64068,2011
district,455,Rural,Female,779540,2011
district,455,Urban,Female,246914,2011
district,456,Rural,Female,602927,2011
district,456,Urban,Female,80325,2011
district,457,Rural,Female,737088,2011
district,457,Urban,Female,122432,2011
district,458,Rural,Female,442717,2011
district,458,Urban,Female,149440,2011
district,459,Rural,Female,327976,2011
district,459,Urban,Female,73258,2011
district,460,Rural,Female,419880,2011
district,460,Urban,Female,106162,2011
district,461,Rural,Female,271966,2011
district,461,Urban,Female,98157,2011
district,462,Rural,Female,506534,2011
district,462,Urban,Female,44587,2011
district,463,Rural,Female,458163,2011
district,463,Urban,Female,106473,2011
district,464,Rural,Female,465597,2011
district,464,Urban,Female,44428,2011
district,465,Rural,Female,338332,2011
district,465,Urban,Female,28125,2011
district,466,Rural,Female,509442,2011
district,466,Urban,Female,126290,2011
district,467,Rural,Female,242582,2011
district,467,Urban,Female,126761,2011
state,24,Rural,Female,16895450,2011
state,24,Urban,Female,12052982,2011
district,468,Rural,Female,650312,2011
district,468,Urban,Female,345322,2011
district,469,Rural,Female,1311850,2011
district,469,Urban,Female,198277,2011
district,470,Rural,Female,514329,2011
district,470,Urban,Female,135008,2011
district,471,Rural,Female,733559,2011
district,471,Urban,Female,244985,2011
district,472,Rural,Female,1008728,2011
district,472,Urban,Female,175630,2011
district,473,Rural,Female,382690,2011
district,473,Urban,Female,285199,2011
district,474,Rural,Female,555595,2011
district,474,Urban,Female,2870579,2011
district,475,Rural,Female,609877,2011
district,475,Urban,Female,236474,2011
district,476,Rural,Female,774244,2011
district,476,Urban,Female,1055869,2011
district,477,Rural,Female,578966,2011
district,477,Urban,Female,466961,2011
district,478,Rural,Female,146515,2011
district,478,Urban,Female,138725,2011
district,479,Rural,Female,896399,2011
district,479,Urban,Female,442327,2011
district,480,Rural,Female,555001,2011
district,480,Urban,Female,188140,2011
district,481,Rural,Female,829131,2011
district,481,Urban,Female,561033,2011
district,482,Rural,Female,699259,2011
district,482,Urban,Female,306262,2011
district,483,Rural,Female,861079,2011
district,483,Urban,Female,253079,2011
district,484,Rural,Female,1002573,2011
district,484,Urban,Female,161242,2011
district,485,Rural,Female,964498,2011
district,485,Urban,Female,93937,2011
district,486,Rural,Female,1021912,2011
district,486,Urban,Female,989978,2011
district,487,Rural,Female,259017,2011
district,487,Urban,Female,30194,2011
district,488,Rural,Female,496667,2011
district,488,Urban,Female,248645,2011
district,489,Rural,Female,101894,2011
district,489,Urban,Female,12576,2011
district,490,Rural,Female,455786,2011
district,490,Urban,Female,195721,2011
district,491,Rural,Female,527533,2011
district,491,Urban,Female,290923,2011
district,492,Rural,Female,592049,2011
district,492,Urban,Female,2087049,2011
district,493,Rural,Female,365987,2011
district,493,Urban,Female,38847,2011
state,25,Rural,Female,28001,2011
state,25,Urban,Female,64945,2011
district,494,Rural,Female,14055,2011
district,494,Urban,Female,12377,2011
district,495,Rural,Female,13946,2011
district,495,Urban,Female,52568,2011
state,26,Rural,Female,84809,2011
state,26,Urban,Female,65140,2011
district,496,Rural,Female,84809,2011
district,496,Urban,Female,65140,2011
state,27,Rural,Female,30017040,2011
state,27,Urban,Female,24114237,2011
district,497,Rural,Female,685150,2011
district,497,Urban,Female,129975,2011
district,498,Rural,Female,720910,2011
district,498,Urban,Female,275921,2011
district,499,Rural,Female,1386692,2011
district,499,Urban,Female,645860,2011
district,500,Rural,Female,982156,2011
district,500,Urban,Female,266542,2011
district,501,Rural,Female,530232,2011
district,501,Urban,Female,351340,2011
district,502,Rural,Female,474020,2011
district,502,Urban,Female,102838,2011
district,503,Rural,Female,900525,2011
district,503,Urban,Female,507152,2011
district,504,Rural,Female,425600,2011
district,504,Urban,Female,206789,2011
district,505,Rural,Female,716454,2011
district,505,Urban,Female,1552141,2011
district,506,Rural,Female,479019,2011
district,506,Urban,Female,115795,2011
district,507,Rural,Female,548643,2011
district,507,Urban,Female,112310,2011
district,508,Rural,Female,473619,2011
district,508,Urban,Female,57995,2011
district,509,Rural,Female,702823,2011
district,509,Urban,Female,377650,2011
district,510,Rural,Female,1059047,2011
district,510,Urban,Female,293336,2011
district,511,Rural,Female,1189234,2011
district,511,Urban,Female,441983,2011
district,512,Rural,Female,484182,2011
district,512,Urban,Female,86869,2011
