geo_level,geo_code,area,sex,education,total,geo_version
district,623,Rural,Male,Middle,92107,2011
district,623,Urban,Male,Middle,132028,2011
district,624,Rural,Male,Middle,42764,2011
district,624,Urban,Male,Middle,51424,2011
district,625,Rural,Male,Middle,64380,2011
district,625,Urban,Male,Middle,67567,2011
district,626,Rural,Male,Middle,73693,2011
district,626,Urban,Male,Middle,31135,2011
district,627,Rural,Male,Middle,73762,2011
district,627,Urban,Male,Middle,68499,2011
district,628,Rural,Male,Middle,127323,2011
district,628,Urban,Male,Middle,117306,2011
district,629,Rural,Male,Middle,23211,2011
district,629,Urban,Male,Middle,98646,2011
district,630,Rural,Male,Middle,81188,2011
district,630,Urban,Male,Middle,16303,2011
district,631,Rural,Male,Middle,92385,2011
district,631,Urban,Male,Middle,23978,2011
district,632,Rural,Male,Middle,55537,2011
district,632,Urban,Male,Middle,171657,2011
district,633,Rural,Male,Middle,62244,2011
district,633,Urban,Male,Middle,107182,2011
district,634,Rural,Male,Middle,0,2011
district,634,Urban,Male,Middle,2375,2011
district,635,Rural,Male,Middle,21855,2011
district,635,Urban,Male,Middle,43491,2011
district,636,Rural,Male,Middle,0,2011
district,636,Urban,Male,Middle,2744,2011
district,637,Rural,Male,Middle,8131,2011
district,637,Urban,Male,Middle,6659,2011
district,638,Rural,Male,Middle,4146,2011
district,638,Urban,Male,Middle,0,2011
district,639,Rural,Male,Middle,10116,2011
district,639,Urban,Male,Middle,323,2011
district,640,Rural,Male,Middle,11214,2011
district,640,Urban,Male,Middle,13538,2011
country,IN,Rural,Male,Secondary Matric,38437368,2011
country,IN,Urban,Male,Secondary Matric,25332466,2011
state,1,Rural,Male,Secondary Matric,583213,2011
state,1,Urban,Male,Secondary Matric,336459,2011
state,2,Rural,Male,Secondary Matric,598104,2011
state,2,Urban,Male,Secondary Matric,68394,2011
state,3,Rural,Male,Secondary Matric,1452187,2011
state,3,Urban,Male,Secondary Matric,1020112,2011
state,4,Rural,Male,Secondary Matric,2862,2011
state,4,Urban,Male,Secondary Matric,85159,2011
state,5,Rural,Male,Secondary Matric,418485,2011
state,5,Urban,Male,Secondary Matric,209492,2011
state,6,Rural,Male,Secondary Matric,1300547,2011
state,6,Urban,Male,Secondary Matric,764376,2011
state,7,Rural,Male,Secondary Matric,38776,2011
state,7,Urban,Male,Secondary Matric,1279357,2011
state,8,Rural,Male,Secondary Matric,2044266,2011
state,8,Urban,Male,Secondary Matric,1124639,2011
state,9,Rural,Male,Secondary Matric,7193250,2011
state,9,Urban,Male,Secondary Matric,2554871,2011
state,10,Rural,Male,Secondary Matric,4063729,2011
state,10,Urban,Male,Secondary Matric,721329,2011
state,11,Rural,Male,Secondary Matric,20731,2011
state,11,Urban,Male,Secondary Matric,10489,2011
state,12,Rural,Male,Secondary Matric,40256,2011
state,12,Urban,Male,Secondary Matric,25501,2011
state,13,Rural,Male,Secondary Matric,56446,2011
state,13,Urban,Male,Secondary Matric,40044,2011
state,14,Rural,Male,Secondary Matric,125034,2011
state,14,Urban,Male,Secondary Matric,60918,2011
state,15,Rural,Male,Secondary Matric,13465,2011
state,15,Urban,Male,Secondary Matric,32770,2011
state,16,Rural,Male,Secondary Matric,84042,2011
state,16,Urban,Male,Secondary Matric,33473,2011
state,17,Rural,Male,Secondary Matric,52135,2011
state,17,Urban,Male,Secondary Matric,34668,2011
state,18,Rural,Male,Secondary Matric,632475,2011
state,18,Urban,Male,Secondary Matric,170297,2011
state,19,Rural,Male,Secondary Matric,1690072,2011
state,19,Urban,Male,Secondary Matric,1461288,2011
state,20,Rural,Male,Secondary Matric,972816,2011
state,20,Urban,Male,Secondary Matric,596454,2011
state,21,Rural,Male,Secondary Matric,1400990,2011
state,21,Urban,Male,Secondary Matric,484842,2011
state,22,Rural,Male,Secondary Matric,629827,2011
state,22,Urban,Male,Secondary Matric,373567,2011
state,23,Rural,Male,Secondary Matric,1632081,2011
state,23,Urban,Male,Secondary Matric,1187117,2011
state,24,Rural,Male,Secondary Matric,1708455,2011
state,24,Urban,Male,Secondary Matric,2079898,2011
state,25,Rural,Male,Secondary Matric,4455,2011
state,25,Urban,Male,Secondary Matric,23419,2011
state,26,Rural,Male,Secondary Matric,8772,2011
state,26,Urban,Male,Secondary Matric,15757,2011
state,27,Rural,Male,Secondary Matric,3852750,2011
state,27,Urban,Male,Secondary Matric,4061352,2011
state,29,Rural,Male,Secondary Matric,1517040,2011
state,29,Urban,Male,Secondary Matric,1267843,2011
state,30,Rural,Male,Secondary Matric,38987,2011
state,30,Urban,Male,Secondary Matric,63311,2011
state,31,Rural,Male,Secondary Matric,795,2011
state,31,Urban,Male,Secondary Matric,2457,2011
state,32,Rural,Male,Secondary Matric,1003965,2011
state,32,Urban,Male,Secondary Matric,902055,2011
state,33,Rural,Male,Secondary Matric,2211721,2011
state,33,Urban,Male,Secondary Matric,2328852,2011
state,34,Rural,Male,Secondary Matric,28303,2011
state,34,Urban,Male,Secondary Matric,59446,2011
state,35,Rural,Male,Secondary Matric,14448,2011
state,35,Urban,Male,Secondary Matric,11605,2011
district,1,Rural,Male,Secondary Matric,52293,2011
district,1,Urban,Male,Secondary Matric,12725,2011
district,2,Rural,Male,Secondary Matric,30893,2011
district,2,Urban,Male,Secondary Matric,8645,2011
district,3,Rural,Male,Secondary Matric,7552,2011
district,3,Urban,Male,Secondary Matric,8607,2011
district,4,Rural,Male,Secondary Matric,11263,2011
district,4,Urban,Male,Secondary Matric,2983,2011
district,5,Rural,Male,Secondary Matric,26130,2011
district,5,Urban,Male,Secondary Matric,5393,2011
district,6,Rural,Male,Secondary Matric,36444,2011
district,6,Urban,Male,Secondary Matric,12316,2011
district,7,Rural,Male,Secondary Matric,43333,2011
district,7,Urban,Male,Secondary Matric,9414,2011
district,8,Rural,Male,Secondary Matric,49121,2011
district,8,Urban,Male,Secondary Matric,19252,2011
district,9,Rural,Male,Secondary Matric,18104,2011
district,9,Urban,Male,Secondary Matric,5707,2011
district,10,Rural,Male,Secondary Matric,899,2011
district,10,Urban,Male,Secondary Matric,92129,2011
district,11,Rural,Male,Secondary Matric,14467,2011
district,11,Urban,Male,Secondary Matric,3259,2011
district,12,Rural,Male,Secondary Matric,34023,2011
district,12,Urban,Male,Secondary Matric,9352,2011
district,13,Rural,Male,Secondary Matric,14343,2011
district,13,Urban,Male,Secondary Matric,2183,2011
district,14,Rural,Male,Secondary Matric,39702,2011
district,14,Urban,Male,Secondary Matric,20972,2011
district,15,Rural,Male,Secondary Matric,18963,2011
district,15,Urban,Male,Secondary Matric,6140,2011
district,16,Rural,Male,Secondary Matric,25820,2011
district,16,Urban,Male,Secondary Matric,3767,2011
district,17,Rural,Male,Secondary Matric,13124,2011
district,17,Urban,Male,Secondary Matric,1720,2011
district,18,Rural,Male,Secondary Matric,11856,2011
district,18,Urban,Male,Secondary Matric,1746,2011
district,19,Rural,Male,Secondary Matric,20688,2011
district,19,Urban,Male,Secondary Matric,15622,2011
district,20,Rural,Male,Secondary Matric,13190,2011
district,20,Urban,Male,Secondary Matric,3037,2011
district,21,Rural,Male,Secondary Matric,72478,2011
district,21,Urban,Male,Secondary Matric,83915,2011
district,22,Rural,Male,Secondary Matric,28527,2011
district,22,Urban,Male,Secondary Matric,7575,2011
district,23,Rural,Male,Secondary Matric,32242,2011
district,23,Urban,Male,Secondary Matric,4099,2011
district,24,Rural,Male,Secondary Matric,150885,2011
district,24,Urban,Male,Secondary Matric,8073,2011
district,25,Rural,Male,Secondary Matric,2341,2011
district,25,Urban,Male,Secondary Matric,0,2011
district,26,Rural,Male,Secondary Matric,29272,2011
district,26,Urban,Male,Secondary Matric,3823,2011
district,27,Rural,Male,Secondary Matric,92552,2011
district,27,Urban,Male,Secondary Matric,5991,2011
district,28,Rural,Male,Secondary Matric,46479,2011
district,28,Urban,Male,Secondary Matric,3247,2011
district,29,Rural,Male,Secondary Matric,53741,2011
district,29,Urban,Male,Secondary Matric,4590,2011
district,30,Rural,Male,Secondary Matric,38747,2011
district,30,Urban,Male,Secondary Matric,2461,2011
district,31,Rural,Male,Secondary Matric,48067,2011
district,31,Urban,Male,Secondary Matric,11309,2011
district,32,Rural,Male,Secondary Matric,34018,2011
district,32,Urban,Male,Secondary Matric,5035,2011
district,33,Rural,Male,Secondary Matric,62268,2011
district,33,Urban,Male,Secondary Matric,19766,2011
district,34,Rural,Male,Secondary Matric,7492,2011
district,34,Urban,Male,Secondary Matric,0,2011
district,35,Rural,Male,Secondary Matric,170800,2011
district,35,Urban,Male,Secondary Matric,77791,2011
district,36,Rural,Male,Secondary Matric,44629,2011
district,36,Urban,Male,Secondary Matric,29896,2011
district,37,Rural,Male,Secondary Matric,86418,2011
district,37,Urban,Male,Secondary Matric,113170,2011
district,38,Rural,Male,Secondary Matric,128748,2011
district,38,Urban,Male,Secondary Matric,33712,2011
district,39,Rural,Male,Secondary Matric,43727,2011
district,39,Urban,Male,Secondary Matric,11525,2011
district,40,Rural,Male,Secondary Matric,38124,2011
district,40,Urban,Male,Secondary Matric,17772,2011
district,41,Rural,Male,Secondary Matric,131819,2011
district,41,Urban,Male,Secondary Matric,212444,2011
district,42,Rural,Male,Secondary Matric,55503,2011
district,42,Urban,Male,Secondary Matric,19738,2011
district,43,Rural,Male,Secondary Matric,95792,2011
district,43,Urban,Male,Secondary Matric,50954,2011
district,44,Rural,Male,Secondary Matric,41446,2011
district,44,Urban,Male,Secondary Matric,21743,2011
district,45,Rural,Male,Secondary Matric,27871,2011
district,45,Urban,Male,Secondary Matric,19374,2011
district,46,Rural,Male,Secondary Matric,62040,2011
district,46,Urban,Male,Secondary Matric,48132,2011
district,47,Rural,Male,Secondary Matric,37970,2011
district,47,Urban,Male,Secondary Matric,15013,2011
district,48,Rural,Male,Secondary Matric,85001,2011
district,48,Urban,Male,Secondary Matric,71545,2011
district,49,Rural,Male,Secondary Matric,101267,2011
district,49,Urban,Male,Secondary Matric,138786,2011
district,50,Rural,Male,Secondary Matric,86347,2011
district,50,Urban,Male,Secondary Matric,13532,2011
district,51,Rural,Male,Secondary Matric,53097,2011
district,51,Urban,Male,Secondary Matric,17173,2011
district,52,Rural,Male,Secondary Matric,45205,2011
district,52,Urban,Male,Secondary Matric,47459,2011
district,53,Rural,Male,Secondary Matric,86011,2011
district,53,Urban,Male,Secondary Matric,43357,2011
district,54,Rural,Male,Secondary Matric,30372,2011
district,54,Urban,Male,Secondary Matric,16996,2011
district,55,Rural,Male,Secondary Matric,2862,2011
district,55,Urban,Male,Secondary Matric,85159,2011
district,56,Rural,Male,Secondary Matric,16216,2011
district,56,Urban,Male,Secondary Matric,1726,2011
district,57,Rural,Male,Secondary Matric,20801,2011
district,57,Urban,Male,Secondary Matric,5127,2011
district,58,Rural,Male,Secondary Matric,14653,2011
district,58,Urban,Male,Secondary Matric,838,2011
district,59,Rural,Male,Secondary Matric,30997,2011
district,59,Urban,Male,Secondary Matric,5185,2011
district,60,Rural,Male,Secondary Matric,47416,2011
district,60,Urban,Male,Secondary Matric,69162,2011
district,61,Rural,Male,Secondary Matric,42636,2011
district,61,Urban,Male,Secondary Matric,8503,2011
district,62,Rural,Male,Secondary Matric,25499,2011
district,62,Urban,Male,Secondary Matric,5410,2011
district,63,Rural,Male,Secondary Matric,17532,2011
district,63,Urban,Male,Secondary Matric,641,2011
district,64,Rural,Male,Secondary Matric,35351,2011
district,64,Urban,Male,Secondary Matric,5642,2011
district,65,Rural,Male,Secondary Matric,12453,2011
district,65,Urban,Male,Secondary Matric,2482,2011
district,66,Rural,Male,Secondary Matric,39262,2011
district,66,Urban,Male,Secondary Matric,22906,2011
district,67,Rural,Male,Secondary Matric,58654,2011
district,67,Urban,Male,Secondary Matric,33926,2011
district,68,Rural,Male,Secondary Matric,57015,2011
district,68,Urban,Male,Secondary Matric,47944,2011
district,69,Rural,Male,Secondary Matric,21199,2011
district,69,Urban,Male,Secondary Matric,24514,2011
district,70,Rural,Male,Secondary Matric,53950,2011
district,70,Urban,Male,Secondary Matric,49230,2011
district,71,Rural,Male,Secondary Matric,52352,2011
district,71,Urban,Male,Secondary Matric,44092,2011
district,72,Rural,Male,Secondary Matric,51042,2011
district,72,Urban,Male,Secondary Matric,24051,2011
district,73,Rural,Male,Secondary Matric,55110,2011
district,73,Urban,Male,Secondary Matric,19251,2011
district,74,Rural,Male,Secondary Matric,74240,2011
district,74,Urban,Male,Secondary Matric,37391,2011
district,75,Rural,Male,Secondary Matric,50699,2011
district,75,Urban,Male,Secondary Matric,46453,2011
district,76,Rural,Male,Secondary Matric,103768,2011
district,76,Urban,Male,Secondary Matric,43152,2011
district,77,Rural,Male,Secondary Matric,78021,2011
district,77,Urban,Male,Secondary Matric,27116,2011
district,78,Rural,Male,Secondary Matric,44403,2011
district,78,Urban,Male,Secondary Matric,14981,2011
district,79,Rural,Male,Secondary Matric,54302,2011
district,79,Urban,Male,Secondary Matric,26752,2011
district,80,Rural,Male,Secondary Matric,90311,2011
district,80,Urban,Male,Secondary Matric,51290,2011
district,81,Rural,Male,Secondary Matric,121435,2011
district,81,Urban,Male,Secondary Matric,27795,2011
district,82,Rural,Male,Secondary Matric,63927,2011
district,82,Urban,Male,Secondary Matric,41719,2011
district,83,Rural,Male,Secondary Matric,80312,2011
district,83,Urban,Male,Secondary Matric,23710,2011
district,84,Rural,Male,Secondary Matric,77732,2011
district,84,Urban,Male,Secondary Matric,10942,2011
district,85,Rural,Male,Secondary Matric,69693,2011
district,85,Urban,Male,Secondary Matric,21213,2011
district,86,Rural,Male,Secondary Matric,49468,2011
district,86,Urban,Male,Secondary Matric,80834,2011
district,87,Rural,Male,Secondary Matric,26639,2011
district,87,Urban,Male,Secondary Matric,6741,2011
district,88,Rural,Male,Secondary Matric,28273,2011
district,88,Urban,Male,Secondary Matric,124876,2011
district,89,Rural,Male,Secondary Matric,53671,2011
district,89,Urban,Male,Secondary Matric,18273,2011
district,90,Rural,Male,Secondary Matric,18656,2011
district,90,Urban,Male,Secondary Matric,270269,2011
district,91,Rural,Male,Secondary Matric,1703,2011
district,91,Urban,Male,Secondary Matric,72912,2011
district,92,Rural,Male,Secondary Matric,1848,2011
district,92,Urban,Male,Secondary Matric,168837,2011
district,93,Rural,Male,Secondary Matric,186,2011
district,93,Urban,Male,Secondary Matric,125814,2011
district,94,Rural,Male,Secondary Matric,0,2011
district,94,Urban,Male,Secondary Matric,11435,2011
district,95,Rural,Male,Secondary Matric,0,2011
district,95,Urban,Male,Secondary Matric,41539,2011
district,96,Rural,Male,Secondary Matric,657,2011
district,96,Urban,Male,Secondary Matric,201353,2011
district,97,Rural,Male,Secondary Matric,14904,2011
district,97,Urban,Male,Secondary Matric,178786,2011
district,98,Rural,Male,Secondary Matric,822,2011
district,98,Urban,Male,Secondary Matric,208412,2011
district,99,Rural,Male,Secondary Matric,65534,2011
district,99,Urban,Male,Secondary Matric,40173,2011
district,100,Rural,Male,Secondary Matric,64559,2011
district,100,Urban,Male,Secondary Matric,22370,2011
district,101,Rural,Male,Secondary Matric,44248,2011
district,101,Urban,Male,Secondary Matric,54401,2011
district,102,Rural,Male,Secondary Matric,63893,2011
district,102,Urban,Male,Secondary Matric,32548,2011
district,103,Rural,Male,Secondary Matric,119516,2011
district,103,Urban,Male,Secondary Matric,29915,2011
district,104,Rural,Male,Secondary Matric,179074,2011
district,104,Urban,Male,Secondary Matric,52534,2011
district,105,Rural,Male,Secondary Matric,111113,2011
district,105,Urban,Male,Secondary Matric,33116,2011
district,106,Rural,Male,Secondary Matric,36466,2011
district,106,Urban,Male,Secondary Matric,13611,2011
district,107,Rural,Male,Secondary Matric,60435,2011
district,107,Urban,Male,Secondary Matric,11806,2011
district,108,Rural,Male,Secondary Matric,44063,2011
district,108,Urban,Male,Secondary Matric,15594,2011
district,109,Rural,Male,Secondary Matric,74446,2011
district,109,Urban,Male,Secondary Matric,12512,2011
district,110,Rural,Male,Secondary Matric,187927,2011
district,110,Urban,Male,Secondary Matric,244698,2011
district,111,Rural,Male,Secondary Matric,130261,2011
district,111,Urban,Male,Secondary Matric,38536,2011
district,112,Rural,Male,Secondary Matric,125796,2011
district,112,Urban,Male,Secondary Matric,36319,2011
district,113,Rural,Male,Secondary Matric,93922,2011
district,113,Urban,Male,Secondary Matric,85894,2011
district,114,Rural,Male,Secondary Matric,14621,2011
district,114,Urban,Male,Secondary Matric,7021,2011
district,115,Rural,Male,Secondary Matric,53755,2011
district,115,Urban,Male,Secondary Matric,12885,2011
district,116,Rural,Male,Secondary Matric,34705,2011
district,116,Urban,Male,Secondary Matric,8177,2011
district,117,Rural,Male,Secondary Matric,20470,2011
district,117,Urban,Male,Secondary Matric,14153,2011
district,118,Rural,Male,Secondary Matric,50734,2011
district,118,Urban,Male,Secondary Matric,28908,2011
district,119,Rural,Male,Secondary Matric,44717,2011
district,119,Urban,Male,Secondary Matric,64351,2011
district,120,Rural,Male,Secondary Matric,43726,2011
district,120,Urban,Male,Secondary Matric,16670,2011
district,121,Rural,Male,Secondary Matric,27944,2011
district,121,Urban,Male,Secondary Matric,12808,2011
district,122,Rural,Male,Secondary Matric,47502,2011
district,122,Urban,Male,Secondary Matric,28904,2011
district,123,Rural,Male,Secondary Matric,28525,2011
district,123,Urban,Male,Secondary Matric,13098,2011
district,124,Rural,Male,Secondary Matric,32805,2011
district,124,Urban,Male,Secondary Matric,5643,2011
district,125,Rural,Male,Secondary Matric,36999,2011
district,125,Urban,Male,Secondary Matric,8172,2011
district,126,Rural,Male,Secondary Matric,35559,2011
district,126,Urban,Male,Secondary Matric,17145,2011
district,127,Rural,Male,Secondary Matric,32910,2011
district,127,Urban,Male,Secondary Matric,83715,2011
district,128,Rural,Male,Secondary Matric,32778,2011
district,128,Urban,Male,Secondary Matric,15152,2011
district,129,Rural,Male,Secondary Matric,31534,2011
district,129,Urban,Male,Secondary Matric,14038,2011
district,130,Rural,Male,Secondary Matric,56800,2011
district,130,Urban,Male,Secondary Matric,44876,2011
district,131,Rural,Male,Secondary Matric,16929,2011
district,131,Urban,Male,Secondary Matric,4896,2011
district,132,Rural,Male,Secondary Matric,102779,2011
district,132,Urban,Male,Secondary Matric,55761,2011
district,133,Rural,Male,Secondary Matric,148633,2011
district,133,Urban,Male,Secondary Matric,61187,2011
district,134,Rural,Male,Secondary Matric,111043,2011
district,134,Urban,Male,Secondary Matric,37650,2011
district,135,Rural,Male,Secondary Matric,94595,2011
district,135,Urban,Male,Secondary Matric,67652,2011
district,136,Rural,Male,Secondary Matric,45199,2011
district,136,Urban,Male,Secondary Matric,22729,2011
district,137,Rural,Male,Secondary Matric,54943,2011
district,137,Urban,Male,Secondary Matric,18942,2011
district,138,Rural,Male,Secondary Matric,98361,2011
district,138,Urban,Male,Secondary Matric,100651,2011
district,139,Rural,Male,Secondary Matric,69741,2011
district,139,Urban,Male,Secondary Matric,16578,2011
district,140,Rural,Male,Secondary Matric,95912,2011
district,140,Urban,Male,Secondary Matric,207019,2011
district,141,Rural,Male,Secondary Matric,54385,2011
district,141,Urban,Male,Secondary Matric,66196,2011
district,142,Rural,Male,Secondary Matric,163825,2011
district,142,Urban,Male,Secondary Matric,44010,2011
district,143,Rural,Male,Secondary Matric,153116,2011
district,143,Urban,Male,Secondary Matric,66450,2011
district,144,Rural,Male,Secondary Matric,83932,2011
district,144,Urban,Male,Secondary Matric,19330,2011
district,145,Rural,Male,Secondary Matric,117804,2011
district,145,Urban,Male,Secondary Matric,47336,2011
district,146,Rural,Male,Secondary Matric,149545,2011
district,146,Urban,Male,Secondary Matric,123966,2011
district,147,Rural,Male,Secondary Matric,114440,2011
district,147,Urban,Male,Secondary Matric,51431,2011
district,148,Rural,Male,Secondary Matric,114535,2011
district,148,Urban,Male,Secondary Matric,18208,2011
district,149,Rural,Male,Secondary Matric,78279,2011
district,149,Urban,Male,Secondary Matric,25799,2011
district,150,Rural,Male,Secondary Matric,84017,2011
district,150,Urban,Male,Secondary Matric,70607,2011
district,151,Rural,Male,Secondary Matric,56436,2011
district,151,Urban,Male,Secondary Matric,16991,2011
district,152,Rural,Male,Secondary Matric,74938,2011
district,152,Urban,Male,Secondary Matric,29471,2011
district,153,Rural,Male,Secondary Matric,97677,2011
district,153,Urban,Male,Secondary Matric,22283,2011
district,154,Rural,Male,Secondary Matric,102708,2011
district,154,Urban,Male,Secondary Matric,24220,2011
district,155,Rural,Male,Secondary Matric,123317,2011
district,155,Urban,Male,Secondary Matric,26433,2011
district,156,Rural,Male,Secondary Matric,100452,2011
district,156,Urban,Male,Secondary Matric,31756,2011
district,157,Rural,Male,Secondary Matric,63178,2011
district,157,Urban,Male,Secondary Matric,178182,2011
district,158,Rural,Male,Secondary Matric,132349,2011
district,158,Urban,Male,Secondary Matric,18034,2011
district,159,Rural,Male,Secondary Matric,79691,2011
district,159,Urban,Male,Secondary Matric,26126,2011
district,160,Rural,Male,Secondary Matric,83205,2011
district,160,Urban,Male,Secondary Matric,14936,2011
district,161,Rural,Male,Secondary Matric,81968,2011
district,161,Urban,Male,Secondary Matric,23960,2011
district,162,Rural,Male,Secondary Matric,76995,2011
district,162,Urban,Male,Secondary Matric,16434,2011
district,163,Rural,Male,Secondary Matric,110130,2011
district,163,Urban,Male,Secondary Matric,11229,2011
district,164,Rural,Male,Secondary Matric,101915,2011
district,164,Urban,Male,Secondary Matric,221742,2011
district,165,Rural,Male,Secondary Matric,77954,2011
district,165,Urban,Male,Secondary Matric,25118,2011
district,166,Rural,Male,Secondary Matric,55885,2011
district,166,Urban,Male,Secondary Matric,59909,2011
district,167,Rural,Male,Secondary Matric,25474,2011
district,167,Urban,Male,Secondary Matric,9753,2011
district,168,Rural,Male,Secondary Matric,38639,2011
district,168,Urban,Male,Secondary Matric,13231,2011
district,169,Rural,Male,Secondary Matric,23562,2011
district,169,Urban,Male,Secondary Matric,9209,2011
district,170,Rural,Male,Secondary Matric,53587,2011
district,170,Urban,Male,Secondary Matric,15935,2011
district,171,Rural,Male,Secondary Matric,33197,2011
district,171,Urban,Male,Secondary Matric,5313,2011
district,172,Rural,Male,Secondary Matric,107428,2011
district,172,Urban,Male,Secondary Matric,18208,2011
district,173,Rural,Male,Secondary Matric,168630,2011
district,173,Urban,Male,Secondary Matric,10988,2011
district,174,Rural,Male,Secondary Matric,60646,2011
district,174,Urban,Male,Secondary Matric,6850,2011
district,175,Rural,Male,Secondary Matric,240176,2011
district,175,Urban,Male,Secondary Matric,92970,2011
district,176,Rural,Male,Secondary Matric,94066,2011
district,176,Urban,Male,Secondary Matric,13412,2011
district,177,Rural,Male,Secondary Matric,95660,2011
district,177,Urban,Male,Secondary Matric,20586,2011
district,178,Rural,Male,Secondary Matric,106899,2011
district,178,Urban,Male,Secondary Matric,13274,2011
district,179,Rural,Male,Secondary Matric,169627,2011
district,179,Urban,Male,Secondary Matric,12030,2011
district,180,Rural,Male,Secondary Matric,64132,2011
district,180,Urban,Male,Secondary Matric,12456,2011
district,181,Rural,Male,Secondary Matric,20512,2011
district,181,Urban,Male,Secondary Matric,1691,2011
district,182,Rural,Male,Secondary Matric,37148,2011
district,182,Urban,Male,Secondary Matric,6986,2011
district,183,Rural,Male,Secondary Matric,110398,2011
district,183,Urban,Male,Secondary Matric,11746,2011
district,184,Rural,Male,Secondary Matric,60973,2011
district,184,Urban,Male,Secondary Matric,7482,2011
district,185,Rural,Male,Secondary Matric,98151,2011
district,185,Urban,Male,Secondary Matric,8296,2011
district,186,Rural,Male,Secondary Matric,67632,2011
district,186,Urban,Male,Secondary Matric,6856,2011
district,187,Rural,Male,Secondary Matric,93015,2011
district,187,Urban,Male,Secondary Matric,7843,2011
district,188,Rural,Male,Secondary Matric,198852,2011
district,188,Urban,Male,Secondary Matric,52736,2011
district,189,Rural,Male,Secondary Matric,152725,2011
district,189,Urban,Male,Secondary Matric,9323,2011
district,190,Rural,Male,Secondary Matric,170152,2011
district,190,Urban,Male,Secondary Matric,20320,2011
district,191,Rural,Male,Secondary Matric,215639,2011
district,191,Urban,Male,Secondary Matric,19693,2011
district,192,Rural,Male,Secondary Matric,98810,2011
district,192,Urban,Male,Secondary Matric,23531,2011
district,193,Rural,Male,Secondary Matric,190371,2011
district,193,Urban,Male,Secondary Matric,19167,2011
district,194,Rural,Male,Secondary Matric,227572,2011
district,194,Urban,Male,Secondary Matric,21536,2011
district,195,Rural,Male,Secondary Matric,216035,2011
district,195,Urban,Male,Secondary Matric,17528,2011
district,196,Rural,Male,Secondary Matric,103994,2011
district,196,Urban,Male,Secondary Matric,15880,2011
district,197,Rural,Male,Secondary Matric,122783,2011
district,197,Urban,Male,Secondary Matric,94358,2011
district,198,Rural,Male,Secondary Matric,74168,2011
district,198,Urban,Male,Secondary Matric,13261,2011
district,199,Rural,Male,Secondary Matric,99814,2011
district,199,Urban,Male,Secondary Matric,20032,2011
district,200,Rural,Male,Secondary Matric,49050,2011
district,200,Urban,Male,Secondary Matric,23650,2011
district,201,Rural,Male,Secondary Matric,99561,2011
district,201,Urban,Male,Secondary Matric,16281,2011
district,202,Rural,Male,Secondary Matric,50290,2011
district,202,Urban,Male,Secondary Matric,14134,2011
district,203,Rural,Male,Secondary Matric,91162,2011
district,203,Urban,Male,Secondary Matric,19849,2011
district,204,Rural,Male,Secondary Matric,145115,2011
district,204,Urban,Male,Secondary Matric,19725,2011
district,205,Rural,Male,Secondary Matric,17338,2011
district,205,Urban,Male,Secondary Matric,1172,2011
district,206,Rural,Male,Secondary Matric,89269,2011
district,206,Urban,Male,Secondary Matric,9767,2011
district,207,Rural,Male,Secondary Matric,169063,2011
district,207,Urban,Male,Secondary Matric,8446,2011
district,208,Rural,Male,Secondary Matric,61226,2011
district,208,Urban,Male,Secondary Matric,5493,2011
district,209,Rural,Male,Secondary Matric,56147,2011
district,209,Urban,Male,Secondary Matric,7920,2011
district,210,Rural,Male,Secondary Matric,20698,2011
district,210,Urban,Male,Secondary Matric,6617,2011
district,211,Rural,Male,Secondary Matric,61354,2011
district,211,Urban,Male,Secondary Matric,17448,2011
district,212,Rural,Male,Secondary Matric,56894,2011
district,212,Urban,Male,Secondary Matric,16899,2011
district,213,Rural,Male,Secondary Matric,59885,2011
district,213,Urban,Male,Secondary Matric,4626,2011
district,214,Rural,Male,Secondary Matric,57212,2011
district,214,Urban,Male,Secondary Matric,8777,2011
district,215,Rural,Male,Secondary Matric,120667,2011
district,215,Urban,Male,Secondary Matric,20237,2011
district,216,Rural,Male,Secondary Matric,173132,2011
district,216,Urban,Male,Secondary Matric,27451,2011
district,217,Rural,Male,Secondary Matric,118300,2011
district,217,Urban,Male,Secondary Matric,9870,2011
district,218,Rural,Male,Secondary Matric,192751,2011
district,218,Urban,Male,Secondary Matric,12316,2011
district,219,Rural,Male,Secondary Matric,223940,2011
district,219,Urban,Male,Secondary Matric,23667,2011
district,220,Rural,Male,Secondary Matric,177360,2011
district,220,Urban,Male,Secondary Matric,13591,2011
district,221,Rural,Male,Secondary Matric,163568,2011
district,221,Urban,Male,Secondary Matric,8339,2011
district,222,Rural,Male,Secondary Matric,93349,2011
district,222,Urban,Male,Secondary Matric,28601,2011
district,223,Rural,Male,Secondary Matric,60500,2011
district,223,Urban,Male,Secondary Matric,5358,2011
district,224,Rural,Male,Secondary Matric,116036,2011
district,224,Urban,Male,Secondary Matric,36471,2011
district,225,Rural,Male,Secondary Matric,83394,2011
district,225,Urban,Male,Secondary Matric,4057,2011
district,226,Rural,Male,Secondary Matric,63327,2011
district,226,Urban,Male,Secondary Matric,32071,2011
district,227,Rural,Male,Secondary Matric,48613,2011
district,227,Urban,Male,Secondary Matric,9078,2011
district,228,Rural,Male,Secondary Matric,28150,2011
district,228,Urban,Male,Secondary Matric,7028,2011
district,229,Rural,Male,Secondary Matric,150239,2011
district,229,Urban,Male,Secondary Matric,28887,2011
