geo_level,geo_code,age,area,sex,total,geo_version
district,137,60-64,Rural,Female,16745,2011
district,137,65-69,Rural,Female,11091,2011
district,137,70-74,Rural,Female,7575,2011
district,137,75-79,Rural,Female,3595,2011
district,137,80+,Rural,Female,5515,2011
district,137,Age not stated,Rural,Female,1921,2011
district,138,0-4,Rural,Female,85444,2011
district,138,5-9,Rural,Female,89294,2011
district,138,10-14,Rural,Female,96524,2011
district,138,15-19,Rural,Female,95233,2011
district,138,20-24,Rural,Female,75284,2011
district,138,25-29,Rural,Female,56519,2011
district,138,30-34,Rural,Female,49346,2011
district,138,35-39,Rural,Female,47931,2011
district,138,40-44,Rural,Female,39481,2011
district,138,45-49,Rural,Female,33944,2011
district,138,50-54,Rural,Female,25456,2011
district,138,55-59,Rural,Female,22460,2011
district,138,60-64,Rural,Female,20394,2011
district,138,65-69,Rural,Female,14909,2011
district,138,70-74,Rural,Female,11141,2011
district,138,75-79,Rural,Female,5605,2011
district,138,80+,Rural,Female,8221,2011
district,138,Age not stated,Rural,Female,12401,2011
district,139,0-4,Rural,Female,47997,2011
district,139,5-9,Rural,Female,53652,2011
district,139,10-14,Rural,Female,58447,2011
district,139,15-19,Rural,Female,55519,2011
district,139,20-24,Rural,Female,42908,2011
district,139,25-29,Rural,Female,33394,2011
district,139,30-34,Rural,Female,30477,2011
district,139,35-39,Rural,Female,28763,2011
district,139,40-44,Rural,Female,24289,2011
district,139,45-49,Rural,Female,21374,2011
district,139,50-54,Rural,Female,16916,2011
district,139,55-59,Rural,Female,15085,2011
district,139,60-64,Rural,Female,13868,2011
district,139,65-69,Rural,Female,10695,2011
district,139,70-74,Rural,Female,7965,2011
district,139,75-79,Rural,Female,4216,2011
district,139,80+,Rural,Female,5352,2011
district,139,Age not stated,Rural,Female,3299,2011
district,140,0-4,Rural,Female,79608,2011
district,140,5-9,Rural,Female,83672,2011
district,140,10-14,Rural,Female,87813,2011
district,140,15-19,Rural,Female,83358,2011
district,140,20-24,Rural,Female,70385,2011
district,140,25-29,Rural,Female,52977,2011
district,140,30-34,Rural,Female,44790,2011
district,140,35-39,Rural,Female,43228,2011
district,140,40-44,Rural,Female,34979,2011
district,140,45-49,Rural,Female,28944,2011
district,140,50-54,Rural,Female,21494,2011
district,140,55-59,Rural,Female,18995,2011
district,140,60-64,Rural,Female,17748,2011
district,140,65-69,Rural,Female,12627,2011
district,140,70-74,Rural,Female,9362,2011
district,140,75-79,Rural,Female,4467,2011
district,140,80+,Rural,Female,7278,2011
district,140,Age not stated,Rural,Female,9151,2011
district,141,0-4,Rural,Female,34277,2011
district,141,5-9,Rural,Female,35984,2011
district,141,10-14,Rural,Female,37139,2011
district,141,15-19,Rural,Female,35731,2011
district,141,20-24,Rural,Female,31332,2011
district,141,25-29,Rural,Female,24209,2011
district,141,30-34,Rural,Female,20001,2011
district,141,35-39,Rural,Female,18653,2011
district,141,40-44,Rural,Female,15075,2011
district,141,45-49,Rural,Female,12555,2011
district,141,50-54,Rural,Female,9226,2011
district,141,55-59,Rural,Female,7971,2011
district,141,60-64,Rural,Female,7347,2011
district,141,65-69,Rural,Female,5545,2011
district,141,70-74,Rural,Female,4300,2011
district,141,75-79,Rural,Female,2248,2011
district,141,80+,Rural,Female,3596,2011
district,141,Age not stated,Rural,Female,9012,2011
district,142,0-4,Rural,Female,131671,2011
district,142,5-9,Rural,Female,146996,2011
district,142,10-14,Rural,Female,157455,2011
district,142,15-19,Rural,Female,141596,2011
district,142,20-24,Rural,Female,112502,2011
district,142,25-29,Rural,Female,88924,2011
district,142,30-34,Rural,Female,80651,2011
district,142,35-39,Rural,Female,75541,2011
district,142,40-44,Rural,Female,62098,2011
district,142,45-49,Rural,Female,52442,2011
district,142,50-54,Rural,Female,41205,2011
district,142,55-59,Rural,Female,38230,2011
district,142,60-64,Rural,Female,36452,2011
district,142,65-69,Rural,Female,26059,2011
district,142,70-74,Rural,Female,19596,2011
district,142,75-79,Rural,Female,9414,2011
district,142,80+,Rural,Female,13507,2011
district,142,Age not stated,Rural,Female,6913,2011
district,143,0-4,Rural,Female,128401,2011
district,143,5-9,Rural,Female,144056,2011
district,143,10-14,Rural,Female,152129,2011
district,143,15-19,Rural,Female,129212,2011
district,143,20-24,Rural,Female,99210,2011
district,143,25-29,Rural,Female,80835,2011
district,143,30-34,Rural,Female,73479,2011
district,143,35-39,Rural,Female,69656,2011
district,143,40-44,Rural,Female,55329,2011
district,143,45-49,Rural,Female,46355,2011
district,143,50-54,Rural,Female,35424,2011
district,143,55-59,Rural,Female,32301,2011
district,143,60-64,Rural,Female,31165,2011
district,143,65-69,Rural,Female,22519,2011
district,143,70-74,Rural,Female,17292,2011
district,143,75-79,Rural,Female,8428,2011
district,143,80+,Rural,Female,12312,2011
district,143,Age not stated,Rural,Female,9672,2011
district,144,0-4,Rural,Female,62609,2011
district,144,5-9,Rural,Female,71570,2011
district,144,10-14,Rural,Female,76289,2011
district,144,15-19,Rural,Female,64515,2011
district,144,20-24,Rural,Female,49631,2011
district,144,25-29,Rural,Female,40488,2011
district,144,30-34,Rural,Female,37214,2011
district,144,35-39,Rural,Female,35819,2011
district,144,40-44,Rural,Female,28022,2011
district,144,45-49,Rural,Female,23852,2011
district,144,50-54,Rural,Female,18060,2011
district,144,55-59,Rural,Female,16774,2011
district,144,60-64,Rural,Female,16060,2011
district,144,65-69,Rural,Female,11385,2011
district,144,70-74,Rural,Female,9080,2011
district,144,75-79,Rural,Female,4245,2011
district,144,80+,Rural,Female,5767,2011
district,144,Age not stated,Rural,Female,821,2011
district,145,0-4,Rural,Female,96102,2011
district,145,5-9,Rural,Female,105609,2011
district,145,10-14,Rural,Female,108554,2011
district,145,15-19,Rural,Female,87295,2011
district,145,20-24,Rural,Female,67820,2011
district,145,25-29,Rural,Female,55096,2011
district,145,30-34,Rural,Female,50174,2011
district,145,35-39,Rural,Female,49352,2011
district,145,40-44,Rural,Female,39030,2011
district,145,45-49,Rural,Female,32480,2011
district,145,50-54,Rural,Female,24693,2011
district,145,55-59,Rural,Female,22239,2011
district,145,60-64,Rural,Female,21196,2011
district,145,65-69,Rural,Female,14938,2011
district,145,70-74,Rural,Female,11383,2011
district,145,75-79,Rural,Female,5591,2011
district,145,80+,Rural,Female,7738,2011
district,145,Age not stated,Rural,Female,29873,2011
district,146,0-4,Rural,Female,128320,2011
district,146,5-9,Rural,Female,145928,2011
district,146,10-14,Rural,Female,151327,2011
district,146,15-19,Rural,Female,127112,2011
district,146,20-24,Rural,Female,97713,2011
district,146,25-29,Rural,Female,82507,2011
district,146,30-34,Rural,Female,71993,2011
district,146,35-39,Rural,Female,68446,2011
district,146,40-44,Rural,Female,52801,2011
district,146,45-49,Rural,Female,44055,2011
district,146,50-54,Rural,Female,32915,2011
district,146,55-59,Rural,Female,29712,2011
district,146,60-64,Rural,Female,26306,2011
district,146,65-69,Rural,Female,19000,2011
district,146,70-74,Rural,Female,14184,2011
district,146,75-79,Rural,Female,6521,2011
district,146,80+,Rural,Female,9445,2011
district,146,Age not stated,Rural,Female,1133,2011
district,147,0-4,Rural,Female,82149,2011
district,147,5-9,Rural,Female,99958,2011
district,147,10-14,Rural,Female,105620,2011
district,147,15-19,Rural,Female,86892,2011
district,147,20-24,Rural,Female,65440,2011
district,147,25-29,Rural,Female,54492,2011
district,147,30-34,Rural,Female,50344,2011
district,147,35-39,Rural,Female,49039,2011
district,147,40-44,Rural,Female,38910,2011
district,147,45-49,Rural,Female,32298,2011
district,147,50-54,Rural,Female,24102,2011
district,147,55-59,Rural,Female,21681,2011
district,147,60-64,Rural,Female,19971,2011
district,147,65-69,Rural,Female,14445,2011
district,147,70-74,Rural,Female,11243,2011
district,147,75-79,Rural,Female,5240,2011
district,147,80+,Rural,Female,7976,2011
district,147,Age not stated,Rural,Female,3315,2011
district,148,0-4,Rural,Female,76861,2011
district,148,5-9,Rural,Female,92840,2011
district,148,10-14,Rural,Female,98441,2011
district,148,15-19,Rural,Female,84455,2011
district,148,20-24,Rural,Female,61888,2011
district,148,25-29,Rural,Female,50804,2011
district,148,30-34,Rural,Female,47712,2011
district,148,35-39,Rural,Female,46616,2011
district,148,40-44,Rural,Female,36397,2011
district,148,45-49,Rural,Female,29994,2011
district,148,50-54,Rural,Female,23358,2011
district,148,55-59,Rural,Female,23391,2011
district,148,60-64,Rural,Female,23267,2011
district,148,65-69,Rural,Female,15080,2011
district,148,70-74,Rural,Female,11078,2011
district,148,75-79,Rural,Female,5096,2011
district,148,80+,Rural,Female,7901,2011
district,148,Age not stated,Rural,Female,2534,2011
district,149,0-4,Rural,Female,182408,2011
district,149,5-9,Rural,Female,200968,2011
district,149,10-14,Rural,Female,195132,2011
district,149,15-19,Rural,Female,148103,2011
district,149,20-24,Rural,Female,107775,2011
district,149,25-29,Rural,Female,92217,2011
district,149,30-34,Rural,Female,86229,2011
district,149,35-39,Rural,Female,82773,2011
district,149,40-44,Rural,Female,62732,2011
district,149,45-49,Rural,Female,51926,2011
district,149,50-54,Rural,Female,37593,2011
district,149,55-59,Rural,Female,37196,2011
district,149,60-64,Rural,Female,37035,2011
district,149,65-69,Rural,Female,23292,2011
district,149,70-74,Rural,Female,16197,2011
district,149,75-79,Rural,Female,6569,2011
district,149,80+,Rural,Female,10698,2011
district,149,Age not stated,Rural,Female,28082,2011
district,150,0-4,Rural,Female,159185,2011
district,150,5-9,Rural,Female,183278,2011
district,150,10-14,Rural,Female,193559,2011
district,150,15-19,Rural,Female,160431,2011
district,150,20-24,Rural,Female,105978,2011
district,150,25-29,Rural,Female,91636,2011
district,150,30-34,Rural,Female,86661,2011
district,150,35-39,Rural,Female,82481,2011
district,150,40-44,Rural,Female,60846,2011
district,150,45-49,Rural,Female,46631,2011
district,150,50-54,Rural,Female,32944,2011
district,150,55-59,Rural,Female,35219,2011
district,150,60-64,Rural,Female,36504,2011
district,150,65-69,Rural,Female,22023,2011
district,150,70-74,Rural,Female,14048,2011
district,150,75-79,Rural,Female,5358,2011
district,150,80+,Rural,Female,10915,2011
district,150,Age not stated,Rural,Female,21897,2011
district,151,0-4,Rural,Female,83227,2011
district,151,5-9,Rural,Female,102248,2011
district,151,10-14,Rural,Female,113172,2011
district,151,15-19,Rural,Female,93842,2011
district,151,20-24,Rural,Female,65933,2011
district,151,25-29,Rural,Female,57470,2011
district,151,30-34,Rural,Female,54181,2011
district,151,35-39,Rural,Female,51046,2011
district,151,40-44,Rural,Female,38312,2011
district,151,45-49,Rural,Female,30027,2011
district,151,50-54,Rural,Female,21309,2011
district,151,55-59,Rural,Female,23121,2011
district,151,60-64,Rural,Female,23682,2011
district,151,65-69,Rural,Female,14403,2011
district,151,70-74,Rural,Female,9231,2011
district,151,75-79,Rural,Female,3907,2011
district,151,80+,Rural,Female,6280,2011
district,151,Age not stated,Rural,Female,1412,2011
district,152,0-4,Rural,Female,136170,2011
district,152,5-9,Rural,Female,158542,2011
district,152,10-14,Rural,Female,157705,2011
district,152,15-19,Rural,Female,117225,2011
district,152,20-24,Rural,Female,86063,2011
district,152,25-29,Rural,Female,79137,2011
district,152,30-34,Rural,Female,75377,2011
district,152,35-39,Rural,Female,69237,2011
district,152,40-44,Rural,Female,50992,2011
district,152,45-49,Rural,Female,40764,2011
district,152,50-54,Rural,Female,29535,2011
district,152,55-59,Rural,Female,30533,2011
district,152,60-64,Rural,Female,32736,2011
district,152,65-69,Rural,Female,19957,2011
district,152,70-74,Rural,Female,12631,2011
district,152,75-79,Rural,Female,4877,2011
district,152,80+,Rural,Female,7526,2011
district,152,Age not stated,Rural,Female,9725,2011
district,153,0-4,Rural,Female,191146,2011
district,153,5-9,Rural,Female,232686,2011
district,153,10-14,Rural,Female,226540,2011
district,153,15-19,Rural,Female,172301,2011
district,153,20-24,Rural,Female,129624,2011
district,153,25-29,Rural,Female,123913,2011
district,153,30-34,Rural,Female,119458,2011
district,153,35-39,Rural,Female,109551,2011
district,153,40-44,Rural,Female,79949,2011
district,153,45-49,Rural,Female,63963,2011
district,153,50-54,Rural,Female,45336,2011
district,153,55-59,Rural,Female,48258,2011
district,153,60-64,Rural,Female,49455,2011
district,153,65-69,Rural,Female,31346,2011
district,153,70-74,Rural,Female,20466,2011
district,153,75-79,Rural,Female,8933,2011
district,153,80+,Rural,Female,13570,2011
district,153,Age not stated,Rural,Female,13034,2011
district,154,0-4,Rural,Female,217521,2011
district,154,5-9,Rural,Female,255820,2011
district,154,10-14,Rural,Female,248680,2011
district,154,15-19,Rural,Female,182689,2011
district,154,20-24,Rural,Female,139767,2011
district,154,25-29,Rural,Female,134084,2011
district,154,30-34,Rural,Female,130260,2011
district,154,35-39,Rural,Female,120216,2011
district,154,40-44,Rural,Female,89243,2011
district,154,45-49,Rural,Female,71946,2011
district,154,50-54,Rural,Female,51242,2011
district,154,55-59,Rural,Female,51801,2011
district,154,60-64,Rural,Female,55184,2011
district,154,65-69,Rural,Female,37918,2011
district,154,70-74,Rural,Female,25944,2011
district,154,75-79,Rural,Female,11652,2011
district,154,80+,Rural,Female,17268,2011
district,154,Age not stated,Rural,Female,13850,2011
district,155,0-4,Rural,Female,183265,2011
district,155,5-9,Rural,Female,221692,2011
district,155,10-14,Rural,Female,225493,2011
district,155,15-19,Rural,Female,165572,2011
district,155,20-24,Rural,Female,122861,2011
district,155,25-29,Rural,Female,115488,2011
district,155,30-34,Rural,Female,111606,2011
district,155,35-39,Rural,Female,104998,2011
district,155,40-44,Rural,Female,79884,2011
district,155,45-49,Rural,Female,65378,2011
district,155,50-54,Rural,Female,47594,2011
district,155,55-59,Rural,Female,48666,2011
district,155,60-64,Rural,Female,55318,2011
district,155,65-69,Rural,Female,36045,2011
district,155,70-74,Rural,Female,23874,2011
district,155,75-79,Rural,Female,9847,2011
district,155,80+,Rural,Female,14693,2011
district,155,Age not stated,Rural,Female,12618,2011
district,156,0-4,Rural,Female,117667,2011
district,156,5-9,Rural,Female,147136,2011
district,156,10-14,Rural,Female,159406,2011
district,156,15-19,Rural,Female,139683,2011
district,156,20-24,Rural,Female,92281,2011
district,156,25-29,Rural,Female,80138,2011
district,156,30-34,Rural,Female,81278,2011
district,156,35-39,Rural,Female,80519,2011
district,156,40-44,Rural,Female,64723,2011
district,156,45-49,Rural,Female,51570,2011
district,156,50-54,Rural,Female,37230,2011
district,156,55-59,Rural,Female,39327,2011
district,156,60-64,Rural,Female,42420,2011
district,156,65-69,Rural,Female,28745,2011
district,156,70-74,Rural,Female,20202,2011
district,156,75-79,Rural,Female,8695,2011
district,156,80+,Rural,Female,11970,2011
district,156,Age not stated,Rural,Female,21834,2011
district,157,0-4,Rural,Female,70327,2011
district,157,5-9,Rural,Female,90315,2011
district,157,10-14,Rural,Female,98675,2011
district,157,15-19,Rural,Female,87313,2011
district,157,20-24,Rural,Female,61727,2011
district,157,25-29,Rural,Female,53868,2011
district,157,30-34,Rural,Female,50026,2011
district,157,35-39,Rural,Female,47744,2011
district,157,40-44,Rural,Female,35761,2011
district,157,45-49,Rural,Female,28766,2011
district,157,50-54,Rural,Female,20768,2011
district,157,55-59,Rural,Female,20947,2011
district,157,60-64,Rural,Female,24101,2011
district,157,65-69,Rural,Female,16498,2011
district,157,70-74,Rural,Female,10838,2011
district,157,75-79,Rural,Female,4615,2011
district,157,80+,Rural,Female,7379,2011
district,157,Age not stated,Rural,Female,7422,2011
district,158,0-4,Rural,Female,141516,2011
district,158,5-9,Rural,Female,181341,2011
district,158,10-14,Rural,Female,197219,2011
district,158,15-19,Rural,Female,180660,2011
district,158,20-24,Rural,Female,120293,2011
district,158,25-29,Rural,Female,106171,2011
district,158,30-34,Rural,Female,103481,2011
district,158,35-39,Rural,Female,97968,2011
district,158,40-44,Rural,Female,77440,2011
district,158,45-49,Rural,Female,65288,2011
district,158,50-54,Rural,Female,47990,2011
district,158,55-59,Rural,Female,46071,2011
district,158,60-64,Rural,Female,50211,2011
district,158,65-69,Rural,Female,35258,2011
district,158,70-74,Rural,Female,25151,2011
district,158,75-79,Rural,Female,11028,2011
district,158,80+,Rural,Female,15232,2011
district,158,Age not stated,Rural,Female,2797,2011
district,159,0-4,Rural,Female,79361,2011
district,159,5-9,Rural,Female,89580,2011
district,159,10-14,Rural,Female,92198,2011
district,159,15-19,Rural,Female,78080,2011
district,159,20-24,Rural,Female,57726,2011
district,159,25-29,Rural,Female,48384,2011
district,159,30-34,Rural,Female,44929,2011
district,159,35-39,Rural,Female,42224,2011
district,159,40-44,Rural,Female,32443,2011
district,159,45-49,Rural,Female,26894,2011
district,159,50-54,Rural,Female,20167,2011
district,159,55-59,Rural,Female,20030,2011
district,159,60-64,Rural,Female,20429,2011
district,159,65-69,Rural,Female,12936,2011
district,159,70-74,Rural,Female,8625,2011
district,159,75-79,Rural,Female,3640,2011
district,159,80+,Rural,Female,5109,2011
district,159,Age not stated,Rural,Female,963,2011
district,160,0-4,Rural,Female,69279,2011
district,160,5-9,Rural,Female,81842,2011
district,160,10-14,Rural,Female,86975,2011
district,160,15-19,Rural,Female,75257,2011
district,160,20-24,Rural,Female,51752,2011
district,160,25-29,Rural,Female,45033,2011
district,160,30-34,Rural,Female,42629,2011
district,160,35-39,Rural,Female,40856,2011
district,160,40-44,Rural,Female,31418,2011
district,160,45-49,Rural,Female,24706,2011
district,160,50-54,Rural,Female,18498,2011
district,160,55-59,Rural,Female,19224,2011
district,160,60-64,Rural,Female,21400,2011
district,160,65-69,Rural,Female,13515,2011
district,160,70-74,Rural,Female,9182,2011
district,160,75-79,Rural,Female,4022,2011
district,160,80+,Rural,Female,5468,2011
district,160,Age not stated,Rural,Female,474,2011
district,161,0-4,Rural,Female,58135,2011
district,161,5-9,Rural,Female,66076,2011
district,161,10-14,Rural,Female,72364,2011
district,161,15-19,Rural,Female,63482,2011
district,161,20-24,Rural,Female,47068,2011
district,161,25-29,Rural,Female,40154,2011
district,161,30-34,Rural,Female,38183,2011
district,161,35-39,Rural,Female,36542,2011
district,161,40-44,Rural,Female,29261,2011
district,161,45-49,Rural,Female,23986,2011
district,161,50-54,Rural,Female,18247,2011
district,161,55-59,Rural,Female,17547,2011
district,161,60-64,Rural,Female,17766,2011
district,161,65-69,Rural,Female,13357,2011
district,161,70-74,Rural,Female,9404,2011
district,161,75-79,Rural,Female,4518,2011
district,161,80+,Rural,Female,5967,2011
district,161,Age not stated,Rural,Female,714,2011
district,162,0-4,Rural,Female,54322,2011
district,162,5-9,Rural,Female,63843,2011
district,162,10-14,Rural,Female,68458,2011
district,162,15-19,Rural,Female,59802,2011
district,162,20-24,Rural,Female,41926,2011
district,162,25-29,Rural,Female,37637,2011
district,162,30-34,Rural,Female,36619,2011
district,162,35-39,Rural,Female,36118,2011
district,162,40-44,Rural,Female,27948,2011
district,162,45-49,Rural,Female,22436,2011
district,162,50-54,Rural,Female,16838,2011
district,162,55-59,Rural,Female,16819,2011
district,162,60-64,Rural,Female,17102,2011
district,162,65-69,Rural,Female,11740,2011
district,162,70-74,Rural,Female,8343,2011
district,162,75-79,Rural,Female,3930,2011
district,162,80+,Rural,Female,4807,2011
district,162,Age not stated,Rural,Female,141,2011
district,163,0-4,Rural,Female,73254,2011
district,163,5-9,Rural,Female,84882,2011
district,163,10-14,Rural,Female,95057,2011
district,163,15-19,Rural,Female,87357,2011
district,163,20-24,Rural,Female,60151,2011
district,163,25-29,Rural,Female,55176,2011
district,163,30-34,Rural,Female,52111,2011
district,163,35-39,Rural,Female,50782,2011
district,163,40-44,Rural,Female,39832,2011
district,163,45-49,Rural,Female,32528,2011
district,163,50-54,Rural,Female,23998,2011
district,163,55-59,Rural,Female,24109,2011
district,163,60-64,Rural,Female,25570,2011
district,163,65-69,Rural,Female,18419,2011
district,163,70-74,Rural,Female,12612,2011
district,163,75-79,Rural,Female,5999,2011
district,163,80+,Rural,Female,8101,2011
district,163,Age not stated,Rural,Female,1315,2011
district,164,0-4,Rural,Female,67754,2011
district,164,5-9,Rural,Female,80648,2011
district,164,10-14,Rural,Female,90385,2011
district,164,15-19,Rural,Female,87101,2011
district,164,20-24,Rural,Female,62140,2011
district,164,25-29,Rural,Female,53273,2011
district,164,30-34,Rural,Female,50252,2011
district,164,35-39,Rural,Female,48625,2011
district,164,40-44,Rural,Female,39143,2011
district,164,45-49,Rural,Female,31752,2011
district,164,50-54,Rural,Female,23477,2011
district,164,55-59,Rural,Female,24143,2011
district,164,60-64,Rural,Female,25864,2011
district,164,65-69,Rural,Female,17856,2011
district,164,70-74,Rural,Female,12164,2011
district,164,75-79,Rural,Female,5510,2011
district,164,80+,Rural,Female,7822,2011
district,164,Age not stated,Rural,Female,454,2011
district,165,0-4,Rural,Female,57255,2011
district,165,5-9,Rural,Female,65379,2011
district,165,10-14,Rural,Female,68967,2011
district,165,15-19,Rural,Female,59243,2011
district,165,20-24,Rural,Female,47564,2011
district,165,25-29,Rural,Female,45106,2011
district,165,30-34,Rural,Female,41922,2011
district,165,35-39,Rural,Female,41091,2011
district,165,40-44,Rural,Female,33248,2011
district,165,45-49,Rural,Female,27675,2011
district,165,50-54,Rural,Female,21240,2011
district,165,55-59,Rural,Female,19851,2011
district,165,60-64,Rural,Female,19296,2011
district,165,65-69,Rural,Female,15214,2011
district,165,70-74,Rural,Female,11096,2011
district,165,75-79,Rural,Female,5722,2011
district,165,80+,Rural,Female,6965,2011
district,165,Age not stated,Rural,Female,584,2011
district,166,0-4,Rural,Female,51407,2011
district,166,5-9,Rural,Female,59036,2011
district,166,10-14,Rural,Female,64229,2011
district,166,15-19,Rural,Female,53101,2011
district,166,20-24,Rural,Female,48717,2011
district,166,25-29,Rural,Female,44466,2011
district,166,30-34,Rural,Female,43308,2011
district,166,35-39,Rural,Female,39315,2011
district,166,40-44,Rural,Female,30890,2011
district,166,45-49,Rural,Female,25690,2011
district,166,50-54,Rural,Female,18617,2011
district,166,55-59,Rural,Female,17890,2011
district,166,60-64,Rural,Female,17917,2011
district,166,65-69,Rural,Female,13218,2011
district,166,70-74,Rural,Female,9631,2011
district,166,75-79,Rural,Female,4900,2011
district,166,80+,Rural,Female,5761,2011
district,166,Age not stated,Rural,Female,1397,2011
district,167,0-4,Rural,Female,62106,2011
district,167,5-9,Rural,Female,67383,2011
district,167,10-14,Rural,Female,65561,2011
district,167,15-19,Rural,Female,46233,2011
district,167,20-24,Rural,Female,45666,2011
district,167,25-29,Rural,Female,38319,2011
district,167,30-34,Rural,Female,34253,2011
district,167,35-39,Rural,Female,29080,2011
district,167,40-44,Rural,Female,22565,2011
district,167,45-49,Rural,Female,19074,2011
district,167,50-54,Rural,Female,14406,2011
district,167,55-59,Rural,Female,13943,2011
district,167,60-64,Rural,Female,13138,2011
district,167,65-69,Rural,Female,9360,2011
district,167,70-74,Rural,Female,6863,2011
district,167,75-79,Rural,Female,3272,2011
district,167,80+,Rural,Female,4115,2011
district,167,Age not stated,Rural,Female,1399,2011
district,168,0-4,Rural,Female,39964,2011
district,168,5-9,Rural,Female,50021,2011
district,168,10-14,Rural,Female,53126,2011
district,168,15-19,Rural,Female,42028,2011
district,168,20-24,Rural,Female,29897,2011
district,168,25-29,Rural,Female,28520,2011
district,168,30-34,Rural,Female,28586,2011
district,168,35-39,Rural,Female,27038,2011
district,168,40-44,Rural,Female,23335,2011
district,168,45-49,Rural,Female,19396,2011
district,168,50-54,Rural,Female,14885,2011
district,168,55-59,Rural,Female,13920,2011
district,168,60-64,Rural,Female,13628,2011
district,168,65-69,Rural,Female,10895,2011
district,168,70-74,Rural,Female,7892,2011
district,168,75-79,Rural,Female,4023,2011
district,168,80+,Rural,Female,5123,2011
district,168,Age not stated,Rural,Female,787,2011
district,169,0-4,Rural,Female,32108,2011
district,169,5-9,Rural,Female,40810,2011
district,169,10-14,Rural,Female,41575,2011
district,169,15-19,Rural,Female,30813,2011
district,169,20-24,Rural,Female,23980,2011
district,169,25-29,Rural,Female,23004,2011
district,169,30-34,Rural,Female,22539,2011
district,169,35-39,Rural,Female,20935,2011
district,169,40-44,Rural,Female,16988,2011
district,169,45-49,Rural,Female,13971,2011
district,169,50-54,Rural,Female,10596,2011
district,169,55-59,Rural,Female,10217,2011
district,169,60-64,Rural,Female,10366,2011
district,169,65-69,Rural,Female,8183,2011
district,169,70-74,Rural,Female,5877,2011
district,169,75-79,Rural,Female,3147,2011
district,169,80+,Rural,Female,3842,2011
district,169,Age not stated,Rural,Female,3617,2011
district,170,0-4,Rural,Female,82251,2011
district,170,5-9,Rural,Female,97027,2011
district,170,10-14,Rural,Female,96086,2011
district,170,15-19,Rural,Female,61956,2011
district,170,20-24,Rural,Female,47535,2011
district,170,25-29,Rural,Female,49304,2011
district,170,30-34,Rural,Female,49347,2011
district,170,35-39,Rural,Female,46027,2011
district,170,40-44,Rural,Female,36623,2011
district,170,45-49,Rural,Female,29596,2011
district,170,50-54,Rural,Female,22022,2011
district,170,55-59,Rural,Female,21063,2011
district,170,60-64,Rural,Female,22081,2011
district,170,65-69,Rural,Female,17158,2011
district,170,70-74,Rural,Female,12198,2011
district,170,75-79,Rural,Female,5679,2011
district,170,80+,Rural,Female,6412,2011
district,170,Age not stated,Rural,Female,2047,2011
district,171,0-4,Rural,Female,51601,2011
district,171,5-9,Rural,Female,60405,2011
district,171,10-14,Rural,Female,58508,2011
district,171,15-19,Rural,Female,37704,2011
district,171,20-24,Rural,Female,29914,2011
district,171,25-29,Rural,Female,29771,2011
district,171,30-34,Rural,Female,29459,2011
district,171,35-39,Rural,Female,25937,2011
district,171,40-44,Rural,Female,19930,2011
district,171,45-49,Rural,Female,16366,2011
district,171,50-54,Rural,Female,12034,2011
district,171,55-59,Rural,Female,11875,2011
district,171,60-64,Rural,Female,12425,2011
district,171,65-69,Rural,Female,9139,2011
district,171,70-74,Rural,Female,6067,2011
district,171,75-79,Rural,Female,2889,2011
district,171,80+,Rural,Female,3332,2011
district,171,Age not stated,Rural,Female,1248,2011
district,172,0-4,Rural,Female,109705,2011
district,172,5-9,Rural,Female,138090,2011
district,172,10-14,Rural,Female,144788,2011
district,172,15-19,Rural,Female,121594,2011
district,172,20-24,Rural,Female,79706,2011
district,172,25-29,Rural,Female,74315,2011
district,172,30-34,Rural,Female,74196,2011
district,172,35-39,Rural,Female,71570,2011
district,172,40-44,Rural,Female,59700,2011
district,172,45-49,Rural,Female,49026,2011
district,172,50-54,Rural,Female,37148,2011
district,172,55-59,Rural,Female,35136,2011
district,172,60-64,Rural,Female,35529,2011
district,172,65-69,Rural,Female,25631,2011
district,172,70-74,Rural,Female,17472,2011
district,172,75-79,Rural,Female,7982,2011
district,172,80+,Rural,Female,9831,2011
district,172,Age not stated,Rural,Female,3631,2011
district,173,0-4,Rural,Female,133314,2011
district,173,5-9,Rural,Female,183102,2011
district,173,10-14,Rural,Female,199585,2011
district,173,15-19,Rural,Female,186847,2011
district,173,20-24,Rural,Female,122997,2011
district,173,25-29,Rural,Female,108804,2011
district,173,30-34,Rural,Female,102943,2011
district,173,35-39,Rural,Female,98021,2011
district,173,40-44,Rural,Female,78385,2011
district,173,45-49,Rural,Female,67520,2011
district,173,50-54,Rural,Female,51060,2011
district,173,55-59,Rural,Female,48164,2011
district,173,60-64,Rural,Female,46967,2011
district,173,65-69,Rural,Female,33605,2011
district,173,70-74,Rural,Female,24367,2011
district,173,75-79,Rural,Female,11961,2011
district,173,80+,Rural,Female,16351,2011
district,173,Age not stated,Rural,Female,4323,2011
district,174,0-4,Rural,Female,80069,2011
district,174,5-9,Rural,Female,99745,2011
district,174,10-14,Rural,Female,97397,2011
district,174,15-19,Rural,Female,74361,2011
district,174,20-24,Rural,Female,48325,2011
district,174,25-29,Rural,Female,48490,2011
district,174,30-34,Rural,Female,47005,2011
district,174,35-39,Rural,Female,42600,2011
district,174,40-44,Rural,Female,33052,2011
district,174,45-49,Rural,Female,27492,2011
