geo_level,geo_code,age,area,sex,total,geo_version
district,157,50-54,Urban,Female,63543,2011
district,157,55-59,Urban,Female,49610,2011
district,157,60-64,Urban,Female,41207,2011
district,157,65-69,Urban,Female,27186,2011
district,157,70-74,Urban,Female,18464,2011
district,157,75-79,Urban,Female,9329,2011
district,157,80+,Urban,Female,13759,2011
district,157,Age not stated,Urban,Female,23669,2011
district,158,0-4,Urban,Female,10951,2011
district,158,5-9,Urban,Female,13986,2011
district,158,10-14,Urban,Female,16056,2011
district,158,15-19,Urban,Female,18486,2011
district,158,20-24,Urban,Female,16089,2011
district,158,25-29,Urban,Female,12885,2011
district,158,30-34,Urban,Female,10587,2011
district,158,35-39,Urban,Female,10128,2011
district,158,40-44,Urban,Female,9076,2011
district,158,45-49,Urban,Female,8607,2011
district,158,50-54,Urban,Female,6284,2011
district,158,55-59,Urban,Female,4561,2011
district,158,60-64,Urban,Female,3779,2011
district,158,65-69,Urban,Female,2428,2011
district,158,70-74,Urban,Female,1744,2011
district,158,75-79,Urban,Female,804,2011
district,158,80+,Urban,Female,1181,2011
district,158,Age not stated,Urban,Female,270,2011
district,159,0-4,Urban,Female,16920,2011
district,159,5-9,Urban,Female,20226,2011
district,159,10-14,Urban,Female,22344,2011
district,159,15-19,Urban,Female,23604,2011
district,159,20-24,Urban,Female,19927,2011
district,159,25-29,Urban,Female,16169,2011
district,159,30-34,Urban,Female,14071,2011
district,159,35-39,Urban,Female,13289,2011
district,159,40-44,Urban,Female,11244,2011
district,159,45-49,Urban,Female,9611,2011
district,159,50-54,Urban,Female,7353,2011
district,159,55-59,Urban,Female,6361,2011
district,159,60-64,Urban,Female,5687,2011
district,159,65-69,Urban,Female,3305,2011
district,159,70-74,Urban,Female,2259,2011
district,159,75-79,Urban,Female,1077,2011
district,159,80+,Urban,Female,1487,2011
district,159,Age not stated,Urban,Female,312,2011
district,160,0-4,Urban,Female,12760,2011
district,160,5-9,Urban,Female,15392,2011
district,160,10-14,Urban,Female,16260,2011
district,160,15-19,Urban,Female,16650,2011
district,160,20-24,Urban,Female,13095,2011
district,160,25-29,Urban,Female,10184,2011
district,160,30-34,Urban,Female,9068,2011
district,160,35-39,Urban,Female,8682,2011
district,160,40-44,Urban,Female,7139,2011
district,160,45-49,Urban,Female,5772,2011
district,160,50-54,Urban,Female,4373,2011
district,160,55-59,Urban,Female,3969,2011
district,160,60-64,Urban,Female,3972,2011
district,160,65-69,Urban,Female,2224,2011
district,160,70-74,Urban,Female,1579,2011
district,160,75-79,Urban,Female,681,2011
district,160,80+,Urban,Female,1086,2011
district,160,Age not stated,Urban,Female,424,2011
district,161,0-4,Urban,Female,13890,2011
district,161,5-9,Urban,Female,16769,2011
district,161,10-14,Urban,Female,19128,2011
district,161,15-19,Urban,Female,20172,2011
district,161,20-24,Urban,Female,17796,2011
district,161,25-29,Urban,Female,14739,2011
district,161,30-34,Urban,Female,12552,2011
district,161,35-39,Urban,Female,12473,2011
district,161,40-44,Urban,Female,10390,2011
district,161,45-49,Urban,Female,8909,2011
district,161,50-54,Urban,Female,6915,2011
district,161,55-59,Urban,Female,5732,2011
district,161,60-64,Urban,Female,5032,2011
district,161,65-69,Urban,Female,3199,2011
district,161,70-74,Urban,Female,2419,2011
district,161,75-79,Urban,Female,1056,2011
district,161,80+,Urban,Female,1615,2011
district,161,Age not stated,Urban,Female,397,2011
district,162,0-4,Urban,Female,9461,2011
district,162,5-9,Urban,Female,11643,2011
district,162,10-14,Urban,Female,12860,2011
district,162,15-19,Urban,Female,12578,2011
district,162,20-24,Urban,Female,10843,2011
district,162,25-29,Urban,Female,8947,2011
district,162,30-34,Urban,Female,8032,2011
district,162,35-39,Urban,Female,8053,2011
district,162,40-44,Urban,Female,6794,2011
district,162,45-49,Urban,Female,5470,2011
district,162,50-54,Urban,Female,4163,2011
district,162,55-59,Urban,Female,3611,2011
district,162,60-64,Urban,Female,3145,2011
district,162,65-69,Urban,Female,2094,2011
district,162,70-74,Urban,Female,1398,2011
district,162,75-79,Urban,Female,715,2011
district,162,80+,Urban,Female,841,2011
district,162,Age not stated,Urban,Female,28,2011
district,163,0-4,Urban,Female,6886,2011
district,163,5-9,Urban,Female,8594,2011
district,163,10-14,Urban,Female,9692,2011
district,163,15-19,Urban,Female,9933,2011
district,163,20-24,Urban,Female,7459,2011
district,163,25-29,Urban,Female,6423,2011
district,163,30-34,Urban,Female,5899,2011
district,163,35-39,Urban,Female,5757,2011
district,163,40-44,Urban,Female,4795,2011
district,163,45-49,Urban,Female,3934,2011
district,163,50-54,Urban,Female,2950,2011
district,163,55-59,Urban,Female,2574,2011
district,163,60-64,Urban,Female,2590,2011
district,163,65-69,Urban,Female,1624,2011
district,163,70-74,Urban,Female,1167,2011
district,163,75-79,Urban,Female,545,2011
district,163,80+,Urban,Female,751,2011
district,163,Age not stated,Urban,Female,103,2011
district,164,0-4,Urban,Female,90016,2011
district,164,5-9,Urban,Female,117409,2011
district,164,10-14,Urban,Female,135676,2011
district,164,15-19,Urban,Female,154287,2011
district,164,20-24,Urban,Female,145296,2011
district,164,25-29,Urban,Female,128983,2011
district,164,30-34,Urban,Female,112405,2011
district,164,35-39,Urban,Female,111772,2011
district,164,40-44,Urban,Female,91715,2011
district,164,45-49,Urban,Female,81578,2011
district,164,50-54,Urban,Female,60176,2011
district,164,55-59,Urban,Female,49936,2011
district,164,60-64,Urban,Female,41802,2011
district,164,65-69,Urban,Female,26445,2011
district,164,70-74,Urban,Female,17740,2011
district,164,75-79,Urban,Female,8980,2011
district,164,80+,Urban,Female,15703,2011
district,164,Age not stated,Urban,Female,3180,2011
district,165,0-4,Urban,Female,15943,2011
district,165,5-9,Urban,Female,19498,2011
district,165,10-14,Urban,Female,21590,2011
district,165,15-19,Urban,Female,22706,2011
district,165,20-24,Urban,Female,18876,2011
district,165,25-29,Urban,Female,16168,2011
district,165,30-34,Urban,Female,14422,2011
district,165,35-39,Urban,Female,14424,2011
district,165,40-44,Urban,Female,11878,2011
district,165,45-49,Urban,Female,10008,2011
district,165,50-54,Urban,Female,7702,2011
district,165,55-59,Urban,Female,6606,2011
district,165,60-64,Urban,Female,5918,2011
district,165,65-69,Urban,Female,4117,2011
district,165,70-74,Urban,Female,2900,2011
district,165,75-79,Urban,Female,1419,2011
district,165,80+,Urban,Female,1911,2011
district,165,Age not stated,Urban,Female,378,2011
district,166,0-4,Urban,Female,30277,2011
district,166,5-9,Urban,Female,35246,2011
district,166,10-14,Urban,Female,38463,2011
district,166,15-19,Urban,Female,41198,2011
district,166,20-24,Urban,Female,41417,2011
district,166,25-29,Urban,Female,36491,2011
district,166,30-34,Urban,Female,30612,2011
district,166,35-39,Urban,Female,28544,2011
district,166,40-44,Urban,Female,23906,2011
district,166,45-49,Urban,Female,21374,2011
district,166,50-54,Urban,Female,15932,2011
district,166,55-59,Urban,Female,13259,2011
district,166,60-64,Urban,Female,11566,2011
district,166,65-69,Urban,Female,7541,2011
district,166,70-74,Urban,Female,5782,2011
district,166,75-79,Urban,Female,3068,2011
district,166,80+,Urban,Female,4587,2011
district,166,Age not stated,Urban,Female,2414,2011
district,167,0-4,Urban,Female,7370,2011
district,167,5-9,Urban,Female,8658,2011
district,167,10-14,Urban,Female,9038,2011
district,167,15-19,Urban,Female,9080,2011
district,167,20-24,Urban,Female,8654,2011
district,167,25-29,Urban,Female,7593,2011
district,167,30-34,Urban,Female,6490,2011
district,167,35-39,Urban,Female,5922,2011
district,167,40-44,Urban,Female,4659,2011
district,167,45-49,Urban,Female,4114,2011
district,167,50-54,Urban,Female,3160,2011
district,167,55-59,Urban,Female,2642,2011
district,167,60-64,Urban,Female,2262,2011
district,167,65-69,Urban,Female,1500,2011
district,167,70-74,Urban,Female,1144,2011
district,167,75-79,Urban,Female,599,2011
district,167,80+,Urban,Female,819,2011
district,167,Age not stated,Urban,Female,141,2011
district,168,0-4,Urban,Female,7978,2011
district,168,5-9,Urban,Female,10183,2011
district,168,10-14,Urban,Female,11478,2011
district,168,15-19,Urban,Female,10810,2011
district,168,20-24,Urban,Female,8787,2011
district,168,25-29,Urban,Female,7756,2011
district,168,30-34,Urban,Female,7209,2011
district,168,35-39,Urban,Female,7165,2011
district,168,40-44,Urban,Female,6152,2011
district,168,45-49,Urban,Female,5022,2011
district,168,50-54,Urban,Female,3889,2011
district,168,55-59,Urban,Female,3143,2011
district,168,60-64,Urban,Female,2727,2011
district,168,65-69,Urban,Female,1993,2011
district,168,70-74,Urban,Female,1478,2011
district,168,75-79,Urban,Female,738,2011
district,168,80+,Urban,Female,1033,2011
district,168,Age not stated,Urban,Female,143,2011
district,169,0-4,Urban,Female,7510,2011
district,169,5-9,Urban,Female,9765,2011
district,169,10-14,Urban,Female,10547,2011
district,169,15-19,Urban,Female,9742,2011
district,169,20-24,Urban,Female,7593,2011
district,169,25-29,Urban,Female,6807,2011
district,169,30-34,Urban,Female,6161,2011
district,169,35-39,Urban,Female,6018,2011
district,169,40-44,Urban,Female,4872,2011
district,169,45-49,Urban,Female,4222,2011
district,169,50-54,Urban,Female,3120,2011
district,169,55-59,Urban,Female,2649,2011
district,169,60-64,Urban,Female,2335,2011
district,169,65-69,Urban,Female,1699,2011
district,169,70-74,Urban,Female,1306,2011
district,169,75-79,Urban,Female,681,2011
district,169,80+,Urban,Female,983,2011
district,169,Age not stated,Urban,Female,1022,2011
district,170,0-4,Urban,Female,11146,2011
district,170,5-9,Urban,Female,14167,2011
district,170,10-14,Urban,Female,15174,2011
district,170,15-19,Urban,Female,14099,2011
district,170,20-24,Urban,Female,11570,2011
district,170,25-29,Urban,Female,10710,2011
district,170,30-34,Urban,Female,9445,2011
district,170,35-39,Urban,Female,9293,2011
district,170,40-44,Urban,Female,7758,2011
district,170,45-49,Urban,Female,6507,2011
district,170,50-54,Urban,Female,4924,2011
district,170,55-59,Urban,Female,4073,2011
district,170,60-64,Urban,Female,3535,2011
district,170,65-69,Urban,Female,2571,2011
district,170,70-74,Urban,Female,1883,2011
district,170,75-79,Urban,Female,906,2011
district,170,80+,Urban,Female,1142,2011
district,170,Age not stated,Urban,Female,219,2011
district,171,0-4,Urban,Female,3996,2011
district,171,5-9,Urban,Female,5335,2011
district,171,10-14,Urban,Female,5759,2011
district,171,15-19,Urban,Female,5076,2011
district,171,20-24,Urban,Female,4055,2011
district,171,25-29,Urban,Female,3594,2011
district,171,30-34,Urban,Female,3230,2011
district,171,35-39,Urban,Female,3085,2011
district,171,40-44,Urban,Female,2623,2011
district,171,45-49,Urban,Female,2198,2011
district,171,50-54,Urban,Female,1711,2011
district,171,55-59,Urban,Female,1293,2011
district,171,60-64,Urban,Female,1259,2011
district,171,65-69,Urban,Female,870,2011
district,171,70-74,Urban,Female,589,2011
district,171,75-79,Urban,Female,287,2011
district,171,80+,Urban,Female,378,2011
district,171,Age not stated,Urban,Female,67,2011
district,172,0-4,Urban,Female,12320,2011
district,172,5-9,Urban,Female,16107,2011
district,172,10-14,Urban,Female,17826,2011
district,172,15-19,Urban,Female,18378,2011
district,172,20-24,Urban,Female,14479,2011
district,172,25-29,Urban,Female,12305,2011
district,172,30-34,Urban,Female,11406,2011
district,172,35-39,Urban,Female,11108,2011
district,172,40-44,Urban,Female,9357,2011
district,172,45-49,Urban,Female,7741,2011
district,172,50-54,Urban,Female,5666,2011
district,172,55-59,Urban,Female,4880,2011
district,172,60-64,Urban,Female,4278,2011
district,172,65-69,Urban,Female,2939,2011
district,172,70-74,Urban,Female,1881,2011
district,172,75-79,Urban,Female,827,2011
district,172,80+,Urban,Female,1118,2011
district,172,Age not stated,Urban,Female,345,2011
district,173,0-4,Urban,Female,6690,2011
district,173,5-9,Urban,Female,8849,2011
district,173,10-14,Urban,Female,9567,2011
district,173,15-19,Urban,Female,10280,2011
district,173,20-24,Urban,Female,8309,2011
district,173,25-29,Urban,Female,7127,2011
district,173,30-34,Urban,Female,6287,2011
district,173,35-39,Urban,Female,5779,2011
district,173,40-44,Urban,Female,4788,2011
district,173,45-49,Urban,Female,4271,2011
district,173,50-54,Urban,Female,3158,2011
district,173,55-59,Urban,Female,2816,2011
district,173,60-64,Urban,Female,2466,2011
district,173,65-69,Urban,Female,1587,2011
district,173,70-74,Urban,Female,1110,2011
district,173,75-79,Urban,Female,529,2011
district,173,80+,Urban,Female,773,2011
district,173,Age not stated,Urban,Female,354,2011
district,174,0-4,Urban,Female,5765,2011
district,174,5-9,Urban,Female,7323,2011
district,174,10-14,Urban,Female,7835,2011
district,174,15-19,Urban,Female,7124,2011
district,174,20-24,Urban,Female,5125,2011
district,174,25-29,Urban,Female,4525,2011
district,174,30-34,Urban,Female,4081,2011
district,174,35-39,Urban,Female,3836,2011
district,174,40-44,Urban,Female,3134,2011
district,174,45-49,Urban,Female,2666,2011
district,174,50-54,Urban,Female,1812,2011
district,174,55-59,Urban,Female,1653,2011
district,174,60-64,Urban,Female,1618,2011
district,174,65-69,Urban,Female,1153,2011
district,174,70-74,Urban,Female,725,2011
district,174,75-79,Urban,Female,323,2011
district,174,80+,Urban,Female,414,2011
district,174,Age not stated,Urban,Female,194,2011
district,175,0-4,Urban,Female,50476,2011
district,175,5-9,Urban,Female,62578,2011
district,175,10-14,Urban,Female,68870,2011
district,175,15-19,Urban,Female,77140,2011
district,175,20-24,Urban,Female,71354,2011
district,175,25-29,Urban,Female,62391,2011
district,175,30-34,Urban,Female,52568,2011
district,175,35-39,Urban,Female,50509,2011
district,175,40-44,Urban,Female,41666,2011
district,175,45-49,Urban,Female,37762,2011
district,175,50-54,Urban,Female,28989,2011
district,175,55-59,Urban,Female,23473,2011
district,175,60-64,Urban,Female,19677,2011
district,175,65-69,Urban,Female,12796,2011
district,175,70-74,Urban,Female,8817,2011
district,175,75-79,Urban,Female,4404,2011
district,175,80+,Urban,Female,7093,2011
district,175,Age not stated,Urban,Female,1462,2011
district,176,0-4,Urban,Female,14155,2011
district,176,5-9,Urban,Female,17978,2011
district,176,10-14,Urban,Female,18631,2011
district,176,15-19,Urban,Female,19151,2011
district,176,20-24,Urban,Female,14712,2011
district,176,25-29,Urban,Female,12052,2011
district,176,30-34,Urban,Female,10898,2011
district,176,35-39,Urban,Female,10565,2011
district,176,40-44,Urban,Female,8528,2011
district,176,45-49,Urban,Female,7150,2011
district,176,50-54,Urban,Female,5377,2011
district,176,55-59,Urban,Female,4603,2011
district,176,60-64,Urban,Female,4284,2011
district,176,65-69,Urban,Female,2690,2011
district,176,70-74,Urban,Female,1849,2011
district,176,75-79,Urban,Female,854,2011
district,176,80+,Urban,Female,1316,2011
district,176,Age not stated,Urban,Female,2392,2011
district,177,0-4,Urban,Female,11869,2011
district,177,5-9,Urban,Female,15400,2011
district,177,10-14,Urban,Female,17128,2011
district,177,15-19,Urban,Female,18960,2011
district,177,20-24,Urban,Female,16163,2011
district,177,25-29,Urban,Female,13643,2011
district,177,30-34,Urban,Female,11276,2011
district,177,35-39,Urban,Female,11015,2011
district,177,40-44,Urban,Female,9198,2011
district,177,45-49,Urban,Female,8015,2011
district,177,50-54,Urban,Female,6190,2011
district,177,55-59,Urban,Female,4955,2011
district,177,60-64,Urban,Female,4373,2011
district,177,65-69,Urban,Female,3083,2011
district,177,70-74,Urban,Female,2246,2011
district,177,75-79,Urban,Female,1020,2011
district,177,80+,Urban,Female,1574,2011
district,177,Age not stated,Urban,Female,3774,2011
district,178,0-4,Urban,Female,11637,2011
district,178,5-9,Urban,Female,15685,2011
district,178,10-14,Urban,Female,16911,2011
district,178,15-19,Urban,Female,18023,2011
district,178,20-24,Urban,Female,13940,2011
district,178,25-29,Urban,Female,10403,2011
district,178,30-34,Urban,Female,9011,2011
district,178,35-39,Urban,Female,8683,2011
district,178,40-44,Urban,Female,7048,2011
district,178,45-49,Urban,Female,5690,2011
district,178,50-54,Urban,Female,4441,2011
district,178,55-59,Urban,Female,3989,2011
district,178,60-64,Urban,Female,3494,2011
district,178,65-69,Urban,Female,2533,2011
district,178,70-74,Urban,Female,1609,2011
district,178,75-79,Urban,Female,794,2011
district,178,80+,Urban,Female,1199,2011
district,178,Age not stated,Urban,Female,992,2011
district,179,0-4,Urban,Female,7351,2011
district,179,5-9,Urban,Female,9940,2011
district,179,10-14,Urban,Female,11001,2011
district,179,15-19,Urban,Female,11652,2011
district,179,20-24,Urban,Female,9763,2011
district,179,25-29,Urban,Female,8051,2011
district,179,30-34,Urban,Female,7078,2011
district,179,35-39,Urban,Female,6695,2011
district,179,40-44,Urban,Female,5742,2011
district,179,45-49,Urban,Female,4951,2011
district,179,50-54,Urban,Female,3734,2011
district,179,55-59,Urban,Female,2930,2011
district,179,60-64,Urban,Female,2537,2011
district,179,65-69,Urban,Female,1690,2011
district,179,70-74,Urban,Female,1202,2011
district,179,75-79,Urban,Female,530,2011
district,179,80+,Urban,Female,802,2011
district,179,Age not stated,Urban,Female,177,2011
district,180,0-4,Urban,Female,12581,2011
district,180,5-9,Urban,Female,15955,2011
district,180,10-14,Urban,Female,16216,2011
district,180,15-19,Urban,Female,16193,2011
district,180,20-24,Urban,Female,13004,2011
district,180,25-29,Urban,Female,11187,2011
district,180,30-34,Urban,Female,9483,2011
district,180,35-39,Urban,Female,9235,2011
district,180,40-44,Urban,Female,7313,2011
district,180,45-49,Urban,Female,6215,2011
district,180,50-54,Urban,Female,4548,2011
district,180,55-59,Urban,Female,3860,2011
district,180,60-64,Urban,Female,3587,2011
district,180,65-69,Urban,Female,2112,2011
district,180,70-74,Urban,Female,1407,2011
district,180,75-79,Urban,Female,635,2011
district,180,80+,Urban,Female,919,2011
district,180,Age not stated,Urban,Female,832,2011
district,181,0-4,Urban,Female,1874,2011
district,181,5-9,Urban,Female,2329,2011
district,181,10-14,Urban,Female,2321,2011
district,181,15-19,Urban,Female,2251,2011
district,181,20-24,Urban,Female,1751,2011
district,181,25-29,Urban,Female,1442,2011
district,181,30-34,Urban,Female,1249,2011
district,181,35-39,Urban,Female,1250,2011
district,181,40-44,Urban,Female,933,2011
district,181,45-49,Urban,Female,779,2011
district,181,50-54,Urban,Female,587,2011
district,181,55-59,Urban,Female,495,2011
district,181,60-64,Urban,Female,426,2011
district,181,65-69,Urban,Female,280,2011
district,181,70-74,Urban,Female,193,2011
district,181,75-79,Urban,Female,83,2011
district,181,80+,Urban,Female,130,2011
district,181,Age not stated,Urban,Female,60,2011
district,182,0-4,Urban,Female,7461,2011
district,182,5-9,Urban,Female,9871,2011
district,182,10-14,Urban,Female,10109,2011
district,182,15-19,Urban,Female,9874,2011
district,182,20-24,Urban,Female,7497,2011
district,182,25-29,Urban,Female,6158,2011
district,182,30-34,Urban,Female,5359,2011
district,182,35-39,Urban,Female,5197,2011
district,182,40-44,Urban,Female,4080,2011
district,182,45-49,Urban,Female,3602,2011
district,182,50-54,Urban,Female,2796,2011
district,182,55-59,Urban,Female,2236,2011
district,182,60-64,Urban,Female,1976,2011
district,182,65-69,Urban,Female,1278,2011
district,182,70-74,Urban,Female,861,2011
district,182,75-79,Urban,Female,392,2011
district,182,80+,Urban,Female,613,2011
district,182,Age not stated,Urban,Female,253,2011
district,183,0-4,Urban,Female,8944,2011
district,183,5-9,Urban,Female,11481,2011
district,183,10-14,Urban,Female,12540,2011
district,183,15-19,Urban,Female,13369,2011
district,183,20-24,Urban,Female,10807,2011
district,183,25-29,Urban,Female,8904,2011
district,183,30-34,Urban,Female,7506,2011
district,183,35-39,Urban,Female,7347,2011
district,183,40-44,Urban,Female,6344,2011
district,183,45-49,Urban,Female,5688,2011
district,183,50-54,Urban,Female,3949,2011
district,183,55-59,Urban,Female,2917,2011
district,183,60-64,Urban,Female,2545,2011
district,183,65-69,Urban,Female,1557,2011
district,183,70-74,Urban,Female,1079,2011
district,183,75-79,Urban,Female,459,2011
district,183,80+,Urban,Female,780,2011
district,183,Age not stated,Urban,Female,725,2011
district,184,0-4,Urban,Female,7939,2011
district,184,5-9,Urban,Female,10130,2011
district,184,10-14,Urban,Female,10165,2011
district,184,15-19,Urban,Female,9697,2011
district,184,20-24,Urban,Female,7152,2011
district,184,25-29,Urban,Female,6069,2011
district,184,30-34,Urban,Female,5242,2011
district,184,35-39,Urban,Female,4597,2011
district,184,40-44,Urban,Female,3692,2011
district,184,45-49,Urban,Female,3164,2011
district,184,50-54,Urban,Female,2376,2011
district,184,55-59,Urban,Female,2257,2011
district,184,60-64,Urban,Female,2095,2011
district,184,65-69,Urban,Female,1320,2011
district,184,70-74,Urban,Female,854,2011
district,184,75-79,Urban,Female,376,2011
district,184,80+,Urban,Female,558,2011
district,184,Age not stated,Urban,Female,54,2011
district,185,0-4,Urban,Female,5083,2011
district,185,5-9,Urban,Female,6559,2011
district,185,10-14,Urban,Female,7188,2011
district,185,15-19,Urban,Female,7959,2011
district,185,20-24,Urban,Female,6995,2011
district,185,25-29,Urban,Female,5674,2011
district,185,30-34,Urban,Female,5065,2011
district,185,35-39,Urban,Female,4722,2011
district,185,40-44,Urban,Female,3680,2011
district,185,45-49,Urban,Female,3315,2011
district,185,50-54,Urban,Female,2523,2011
district,185,55-59,Urban,Female,2206,2011
district,185,60-64,Urban,Female,1883,2011
district,185,65-69,Urban,Female,1169,2011
district,185,70-74,Urban,Female,788,2011
district,185,75-79,Urban,Female,392,2011
district,185,80+,Urban,Female,445,2011
district,185,Age not stated,Urban,Female,25,2011
district,186,0-4,Urban,Female,6044,2011
district,186,5-9,Urban,Female,7413,2011
district,186,10-14,Urban,Female,7764,2011
district,186,15-19,Urban,Female,7637,2011
district,186,20-24,Urban,Female,5835,2011
district,186,25-29,Urban,Female,4819,2011
district,186,30-34,Urban,Female,4318,2011
district,186,35-39,Urban,Female,4008,2011
district,186,40-44,Urban,Female,3081,2011
district,186,45-49,Urban,Female,2598,2011
district,186,50-54,Urban,Female,1944,2011
district,186,55-59,Urban,Female,1803,2011
district,186,60-64,Urban,Female,1590,2011
district,186,65-69,Urban,Female,1133,2011
district,186,70-74,Urban,Female,623,2011
district,186,75-79,Urban,Female,300,2011
state,2,40-44,Urban,Male,27132,2011
district,186,80+,Urban,Female,376,2011
district,186,Age not stated,Urban,Female,198,2011
district,187,0-4,Urban,Female,5346,2011
district,187,5-9,Urban,Female,7441,2011
district,187,10-14,Urban,Female,8138,2011
district,187,15-19,Urban,Female,7862,2011
district,187,20-24,Urban,Female,6039,2011
district,187,25-29,Urban,Female,5404,2011
district,187,30-34,Urban,Female,4912,2011
district,187,35-39,Urban,Female,4495,2011
district,187,40-44,Urban,Female,3567,2011
district,187,45-49,Urban,Female,3025,2011
district,187,50-54,Urban,Female,2233,2011
district,187,55-59,Urban,Female,1941,2011
district,187,60-64,Urban,Female,1599,2011
district,187,65-69,Urban,Female,1159,2011
district,187,70-74,Urban,Female,791,2011
district,187,75-79,Urban,Female,325,2011
district,187,80+,Urban,Female,552,2011
district,187,Age not stated,Urban,Female,273,2011
district,188,0-4,Urban,Female,28169,2011
district,188,5-9,Urban,Female,36865,2011
district,188,10-14,Urban,Female,43030,2011
district,188,15-19,Urban,Female,47034,2011
district,188,20-24,Urban,Female,40770,2011
district,188,25-29,Urban,Female,35753,2011
district,188,30-34,Urban,Female,30716,2011
district,188,35-39,Urban,Female,29230,2011
district,188,40-44,Urban,Female,23763,2011
district,188,45-49,Urban,Female,20957,2011
district,188,50-54,Urban,Female,15778,2011
district,188,55-59,Urban,Female,12937,2011
district,188,60-64,Urban,Female,10886,2011
district,188,65-69,Urban,Female,7204,2011
district,188,70-74,Urban,Female,4905,2011
district,188,75-79,Urban,Female,2432,2011
district,188,80+,Urban,Female,3773,2011
district,188,Age not stated,Urban,Female,2876,2011
district,189,0-4,Urban,Female,7018,2011
district,189,5-9,Urban,Female,9213,2011
district,189,10-14,Urban,Female,9470,2011
district,189,15-19,Urban,Female,9269,2011
district,189,20-24,Urban,Female,7320,2011
district,189,25-29,Urban,Female,6167,2011
district,189,30-34,Urban,Female,5748,2011
district,189,35-39,Urban,Female,5278,2011
district,189,40-44,Urban,Female,4272,2011
district,189,45-49,Urban,Female,3820,2011
district,189,50-54,Urban,Female,2728,2011
district,189,55-59,Urban,Female,2431,2011
district,189,60-64,Urban,Female,2064,2011
district,189,65-69,Urban,Female,1394,2011
district,189,70-74,Urban,Female,969,2011
district,189,75-79,Urban,Female,387,2011
district,189,80+,Urban,Female,670,2011
district,189,Age not stated,Urban,Female,2211,2011
district,190,0-4,Urban,Female,12719,2011
district,190,5-9,Urban,Female,16722,2011
district,190,10-14,Urban,Female,17979,2011
district,190,15-19,Urban,Female,18022,2011
district,190,20-24,Urban,Female,14372,2011
district,190,25-29,Urban,Female,12735,2011
district,190,30-34,Urban,Female,11216,2011
district,190,35-39,Urban,Female,10520,2011
district,190,40-44,Urban,Female,8473,2011
district,190,45-49,Urban,Female,7375,2011
district,190,50-54,Urban,Female,5439,2011
district,190,55-59,Urban,Female,4735,2011
district,190,60-64,Urban,Female,4372,2011
district,190,65-69,Urban,Female,3033,2011
district,190,70-74,Urban,Female,2039,2011
district,190,75-79,Urban,Female,1022,2011
district,190,80+,Urban,Female,1385,2011
district,190,Age not stated,Urban,Female,320,2011
district,191,0-4,Urban,Female,17318,2011
district,191,5-9,Urban,Female,23502,2011
district,191,10-14,Urban,Female,25908,2011
district,191,15-19,Urban,Female,24751,2011
district,191,20-24,Urban,Female,18577,2011
district,191,25-29,Urban,Female,14225,2011
district,191,30-34,Urban,Female,12719,2011
district,191,35-39,Urban,Female,11579,2011
district,191,40-44,Urban,Female,9827,2011
district,191,45-49,Urban,Female,8422,2011
district,191,50-54,Urban,Female,6083,2011
district,191,55-59,Urban,Female,5247,2011
district,191,60-64,Urban,Female,4512,2011
district,191,65-69,Urban,Female,3151,2011
district,191,70-74,Urban,Female,2229,2011
district,191,75-79,Urban,Female,1028,2011
district,191,80+,Urban,Female,1389,2011
district,191,Age not stated,Urban,Female,637,2011
district,192,0-4,Urban,Female,24041,2011
district,192,5-9,Urban,Female,32631,2011
district,192,10-14,Urban,Female,33040,2011
district,192,15-19,Urban,Female,31227,2011
district,192,20-24,Urban,Female,23437,2011
district,192,25-29,Urban,Female,17717,2011
district,192,30-34,Urban,Female,15768,2011
district,192,35-39,Urban,Female,14704,2011
district,192,40-44,Urban,Female,12064,2011
district,192,45-49,Urban,Female,10144,2011
district,192,50-54,Urban,Female,7351,2011
district,192,55-59,Urban,Female,6283,2011
district,192,60-64,Urban,Female,5431,2011
district,192,65-69,Urban,Female,3670,2011
district,192,70-74,Urban,Female,2512,2011
district,192,75-79,Urban,Female,1204,2011
district,192,80+,Urban,Female,1516,2011
district,192,Age not stated,Urban,Female,602,2011
district,193,0-4,Urban,Female,12179,2011
district,193,5-9,Urban,Female,16286,2011
district,193,10-14,Urban,Female,16856,2011
district,193,15-19,Urban,Female,17021,2011
district,193,20-24,Urban,Female,13016,2011
district,193,25-29,Urban,Female,11596,2011
district,193,30-34,Urban,Female,10589,2011
district,193,35-39,Urban,Female,9861,2011
district,193,40-44,Urban,Female,8035,2011
district,193,45-49,Urban,Female,7000,2011
district,193,50-54,Urban,Female,5197,2011
district,193,55-59,Urban,Female,4849,2011
district,193,60-64,Urban,Female,4494,2011
district,193,65-69,Urban,Female,2972,2011
district,193,70-74,Urban,Female,2097,2011
district,193,75-79,Urban,Female,985,2011
district,193,80+,Urban,Female,1310,2011
district,193,Age not stated,Urban,Female,882,2011
district,194,0-4,Urban,Female,14501,2011
district,194,5-9,Urban,Female,18986,2011
district,194,10-14,Urban,Female,19819,2011
district,194,15-19,Urban,Female,20820,2011
district,194,20-24,Urban,Female,17232,2011
district,194,25-29,Urban,Female,14121,2011
district,194,30-34,Urban,Female,11863,2011
district,194,35-39,Urban,Female,10865,2011
district,194,40-44,Urban,Female,8843,2011
district,194,45-49,Urban,Female,7450,2011
