geo_level,geo_code,area,literacy,sex,total,geo_version
district,575,Urban,Literate,Female,404792,2011
district,576,Rural,Literate,Female,165141,2011
district,576,Urban,Literate,Female,32434,2011
district,577,Rural,Literate,Female,433936,2011
district,577,Urban,Literate,Female,464478,2011
district,578,Rural,Literate,Female,194351,2011
district,578,Urban,Literate,Female,57971,2011
district,579,Rural,Literate,Female,341978,2011
district,579,Urban,Literate,Female,257031,2011
district,580,Rural,Literate,Female,143246,2011
district,580,Urban,Literate,Female,60006,2011
district,581,Rural,Literate,Female,277636,2011
district,581,Urban,Literate,Female,174473,2011
district,582,Rural,Literate,Female,245891,2011
district,582,Urban,Literate,Female,95173,2011
district,583,Rural,Literate,Female,209175,2011
district,583,Urban,Literate,Female,94263,2011
district,584,Rural,Literate,Female,205441,2011
district,584,Urban,Literate,Female,90856,2011
state,30,Rural,Literate,Female,204128,2011
state,30,Urban,Literate,Female,345536,2011
district,585,Rural,Literate,Female,121042,2011
district,585,Urban,Literate,Female,190280,2011
district,586,Rural,Literate,Female,83086,2011
district,586,Urban,Literate,Female,155256,2011
state,31,Rural,Literate,Female,5339,2011
state,31,Urban,Literate,Female,19191,2011
district,587,Rural,Literate,Female,5339,2011
district,587,Urban,Literate,Female,19191,2011
state,32,Rural,Literate,Female,7416890,2011
state,32,Urban,Literate,Female,7014031,2011
district,588,Rural,Literate,Female,310342,2011
district,588,Urban,Literate,Female,210674,2011
district,589,Rural,Literate,Female,373937,2011
district,589,Urban,Literate,Female,751541,2011
district,590,Rural,Literate,Female,304703,2011
district,590,Urban,Literate,Female,12746,2011
district,591,Rural,Literate,Female,434982,2011
district,591,Urban,Literate,Female,913522,2011
district,592,Rural,Literate,Female,949777,2011
district,592,Urban,Literate,Female,764134,2011
district,593,Rural,Literate,Female,835040,2011
district,593,Urban,Literate,Female,281852,2011
district,594,Rural,Literate,Female,446851,2011
district,594,Urban,Literate,Female,949436,2011
district,595,Rural,Literate,Female,452438,2011
district,595,Urban,Literate,Female,977515,2011
district,596,Rural,Literate,Female,428569,2011
district,596,Urban,Literate,Female,22560,2011
district,597,Rural,Literate,Female,631324,2011
district,597,Urban,Literate,Female,256882,2011
district,598,Rural,Literate,Female,445057,2011
district,598,Urban,Literate,Female,517188,2011
district,599,Rural,Literate,Female,501329,2011
district,599,Urban,Literate,Female,62043,2011
district,600,Rural,Literate,Female,645975,2011
district,600,Urban,Literate,Female,519953,2011
district,601,Rural,Literate,Female,656566,2011
district,601,Urban,Literate,Female,773985,2011
state,33,Rural,Literate,Female,10836356,2011
state,33,Urban,Literate,Female,12960660,2011
district,602,Rural,Literate,Female,383501,2011
district,602,Urban,Literate,Female,912509,2011
district,603,Rural,Literate,Female,0,2011
district,603,Urban,Literate,Female,1808197,2011
district,604,Rural,Literate,Female,441384,2011
district,604,Urban,Literate,Female,960537,2011
district,605,Rural,Literate,Female,658624,2011
district,605,Urban,Literate,Female,610949,2011
district,606,Rural,Literate,Female,542433,2011
district,606,Urban,Literate,Female,174577,2011
district,607,Rural,Literate,Female,778326,2011
district,607,Urban,Literate,Female,182971,2011
district,608,Rural,Literate,Female,418226,2011
district,608,Urban,Literate,Female,582229,2011
district,609,Rural,Literate,Female,291718,2011
district,609,Urban,Literate,Female,231101,2011
district,610,Rural,Literate,Female,279072,2011
district,610,Urban,Literate,Female,385290,2011
district,611,Rural,Literate,Female,103492,2011
district,611,Urban,Literate,Female,166708,2011
district,612,Rural,Literate,Female,378535,2011
district,612,Urban,Literate,Female,287119,2011
district,613,Rural,Literate,Female,169703,2011
district,613,Urban,Literate,Female,155615,2011
district,614,Rural,Literate,Female,426009,2011
district,614,Urban,Literate,Female,525207,2011
district,615,Rural,Literate,Female,132610,2011
district,615,Urban,Literate,Female,35202,2011
district,616,Rural,Literate,Female,182342,2011
district,616,Urban,Literate,Female,28680,2011
district,617,Rural,Literate,Female,491162,2011
district,617,Urban,Literate,Female,323797,2011
district,618,Rural,Literate,Female,430516,2011
district,618,Urban,Literate,Female,141576,2011
district,619,Rural,Literate,Female,341612,2011
district,619,Urban,Literate,Female,101774,2011
district,620,Rural,Literate,Female,511808,2011
district,620,Urban,Literate,Female,334926,2011
district,621,Rural,Literate,Female,382625,2011
district,621,Urban,Literate,Female,119144,2011
district,622,Rural,Literate,Female,276138,2011
district,622,Urban,Literate,Female,157302,2011
district,623,Rural,Literate,Female,341631,2011
district,623,Urban,Literate,Female,707989,2011
district,624,Rural,Literate,Female,163080,2011
district,624,Urban,Literate,Female,227597,2011
district,625,Rural,Literate,Female,289483,2011
district,625,Urban,Literate,Female,348930,2011
district,626,Rural,Literate,Female,289141,2011
district,626,Urban,Literate,Female,153318,2011
district,627,Rural,Literate,Female,302947,2011
district,627,Urban,Literate,Female,343644,2011
district,628,Rural,Literate,Female,507133,2011
district,628,Urban,Literate,Female,555614,2011
district,629,Rural,Literate,Female,132948,2011
district,629,Urban,Literate,Female,635249,2011
district,630,Rural,Literate,Female,302486,2011
district,630,Urban,Literate,Female,87624,2011
district,631,Rural,Literate,Female,370541,2011
district,631,Urban,Literate,Female,150355,2011
district,632,Rural,Literate,Female,249247,2011
district,632,Urban,Literate,Female,991870,2011
district,633,Rural,Literate,Female,267883,2011
district,633,Urban,Literate,Female,533060,2011
state,34,Rural,Literate,Female,130392,2011
state,34,Urban,Literate,Female,329539,2011
district,634,Rural,Literate,Female,0,2011
district,634,Urban,Literate,Female,19355,2011
district,635,Rural,Literate,Female,93507,2011
district,635,Urban,Literate,Female,252196,2011
district,636,Rural,Literate,Female,0,2011
district,636,Urban,Literate,Female,19860,2011
district,637,Rural,Literate,Female,36885,2011
district,637,Urban,Literate,Female,38128,2011
state,35,Rural,Literate,Female,78065,2011
state,35,Urban,Literate,Female,51839,2011
district,638,Rural,Literate,Female,9935,2011
district,638,Urban,Literate,Female,0,2011
district,639,Rural,Literate,Female,34565,2011
district,639,Urban,Literate,Female,932,2011
district,640,Rural,Literate,Female,33565,2011
district,640,Urban,Literate,Female,50907,2011
state,1,Rural,Illiterate,Male,1882728,2011
state,1,Urban,Illiterate,Male,493263,2011
district,1,Rural,Illiterate,Male,173253,2011
district,1,Urban,Illiterate,Male,18114,2011
district,2,Rural,Illiterate,Male,172744,2011
district,2,Urban,Illiterate,Male,17556,2011
district,3,Rural,Illiterate,Male,12349,2011
district,3,Urban,Illiterate,Male,3788,2011
district,4,Rural,Illiterate,Male,20029,2011
district,4,Urban,Illiterate,Male,1455,2011
district,5,Rural,Illiterate,Male,85058,2011
district,5,Urban,Illiterate,Male,3508,2011
district,6,Rural,Illiterate,Male,116635,2011
district,6,Urban,Illiterate,Male,4247,2011
district,7,Rural,Illiterate,Male,88251,2011
district,7,Urban,Illiterate,Male,9359,2011
district,8,Rural,Illiterate,Male,171519,2011
district,8,Urban,Illiterate,Male,26044,2011
district,9,Rural,Illiterate,Male,79030,2011
district,9,Urban,Illiterate,Male,11592,2011
district,10,Rural,Illiterate,Male,4104,2011
district,10,Urban,Illiterate,Male,215274,2011
district,11,Rural,Illiterate,Male,58831,2011
district,11,Urban,Illiterate,Male,9308,2011
district,12,Rural,Illiterate,Male,100867,2011
district,12,Urban,Illiterate,Male,13871,2011
district,13,Rural,Illiterate,Male,53895,2011
district,13,Urban,Illiterate,Male,2230,2011
district,14,Rural,Illiterate,Male,185999,2011
district,14,Urban,Illiterate,Male,49351,2011
district,15,Rural,Illiterate,Male,78331,2011
district,15,Urban,Illiterate,Male,14237,2011
district,16,Rural,Illiterate,Male,71611,2011
district,16,Urban,Illiterate,Male,3410,2011
district,17,Rural,Illiterate,Male,64965,2011
district,17,Urban,Illiterate,Male,1229,2011
district,18,Rural,Illiterate,Male,50052,2011
district,18,Urban,Illiterate,Male,1413,2011
district,19,Rural,Illiterate,Male,88908,2011
district,19,Urban,Illiterate,Male,10333,2011
district,20,Rural,Illiterate,Male,68979,2011
district,20,Urban,Illiterate,Male,3545,2011
district,21,Rural,Illiterate,Male,103403,2011
district,21,Urban,Illiterate,Male,68502,2011
district,22,Rural,Illiterate,Male,33915,2011
district,22,Urban,Illiterate,Male,4897,2011
state,2,Rural,Illiterate,Male,672524,2011
state,2,Urban,Illiterate,Male,56759,2011
district,23,Rural,Illiterate,Male,72692,2011
district,23,Urban,Illiterate,Male,2564,2011
district,24,Rural,Illiterate,Male,136801,2011
district,24,Urban,Illiterate,Male,7347,2011
district,25,Rural,Illiterate,Male,3691,2011
district,25,Urban,Illiterate,Male,0,2011
district,26,Rural,Illiterate,Male,47002,2011
district,26,Urban,Illiterate,Male,3900,2011
district,27,Rural,Illiterate,Male,99655,2011
district,27,Urban,Illiterate,Male,4741,2011
district,28,Rural,Illiterate,Male,34265,2011
district,28,Urban,Illiterate,Male,2250,2011
district,29,Rural,Illiterate,Male,45778,2011
district,29,Urban,Illiterate,Male,4633,2011
district,30,Rural,Illiterate,Male,35166,2011
district,30,Urban,Illiterate,Male,1999,2011
district,31,Rural,Illiterate,Male,54525,2011
district,31,Urban,Illiterate,Male,9857,2011
district,32,Rural,Illiterate,Male,65564,2011
district,32,Urban,Illiterate,Male,5108,2011
district,33,Rural,Illiterate,Male,67833,2011
district,33,Urban,Illiterate,Male,14360,2011
district,34,Rural,Illiterate,Male,9552,2011
district,34,Urban,Illiterate,Male,0,2011
state,3,Rural,Illiterate,Male,2934669,2011
state,3,Urban,Illiterate,Male,1268740,2011
district,35,Rural,Illiterate,Male,238932,2011
district,35,Urban,Illiterate,Male,66025,2011
district,36,Rural,Illiterate,Male,79013,2011
district,36,Urban,Illiterate,Male,31044,2011
district,37,Rural,Illiterate,Male,135923,2011
district,37,Urban,Illiterate,Male,126707,2011
district,38,Rural,Illiterate,Male,137838,2011
district,38,Urban,Illiterate,Male,33292,2011
district,39,Rural,Illiterate,Male,59506,2011
district,39,Urban,Illiterate,Male,14630,2011
district,40,Rural,Illiterate,Male,59128,2011
district,40,Urban,Illiterate,Male,22971,2011
district,41,Rural,Illiterate,Male,196148,2011
district,41,Urban,Illiterate,Male,243320,2011
district,42,Rural,Illiterate,Male,144979,2011
district,42,Urban,Illiterate,Male,32392,2011
district,43,Rural,Illiterate,Male,286746,2011
district,43,Urban,Illiterate,Male,77821,2011
district,44,Rural,Illiterate,Male,137269,2011
district,44,Urban,Illiterate,Male,37952,2011
district,45,Rural,Illiterate,Male,80482,2011
district,45,Urban,Illiterate,Male,30422,2011
district,46,Rural,Illiterate,Male,186952,2011
district,46,Urban,Illiterate,Male,67984,2011
district,47,Rural,Illiterate,Male,140081,2011
district,47,Urban,Illiterate,Male,24614,2011
district,48,Rural,Illiterate,Male,205360,2011
district,48,Urban,Illiterate,Male,86110,2011
district,49,Rural,Illiterate,Male,221231,2011
district,49,Urban,Illiterate,Male,164196,2011
district,50,Rural,Illiterate,Male,191157,2011
district,50,Urban,Illiterate,Male,21785,2011
district,51,Rural,Illiterate,Male,60713,2011
district,51,Urban,Illiterate,Male,18238,2011
district,52,Rural,Illiterate,Male,62451,2011
district,52,Urban,Illiterate,Male,56858,2011
district,53,Rural,Illiterate,Male,227066,2011
district,53,Urban,Illiterate,Male,80550,2011
district,54,Rural,Illiterate,Male,83694,2011
district,54,Urban,Illiterate,Male,31829,2011
state,4,Rural,Illiterate,Male,4398,2011
state,4,Urban,Illiterate,Male,110919,2011
district,55,Rural,Illiterate,Male,4398,2011
district,55,Urban,Illiterate,Male,110919,2011
state,5,Rural,Illiterate,Male,922871,2011
state,5,Urban,Illiterate,Male,351194,2011
district,56,Rural,Illiterate,Male,38280,2011
district,56,Urban,Illiterate,Male,2080,2011
district,57,Rural,Illiterate,Male,33498,2011
district,57,Urban,Illiterate,Male,5098,2011
district,58,Rural,Illiterate,Male,21887,2011
district,58,Urban,Illiterate,Male,899,2011
district,59,Rural,Illiterate,Male,64025,2011
district,59,Urban,Illiterate,Male,6555,2011
district,60,Rural,Illiterate,Male,100509,2011
district,60,Urban,Illiterate,Male,89474,2011
district,61,Rural,Illiterate,Male,54674,2011
district,61,Urban,Illiterate,Male,10007,2011
district,62,Rural,Illiterate,Male,43201,2011
district,62,Urban,Illiterate,Male,6482,2011
district,63,Rural,Illiterate,Male,26027,2011
district,63,Urban,Illiterate,Male,753,2011
district,64,Rural,Illiterate,Male,55540,2011
district,64,Urban,Illiterate,Male,3937,2011
district,65,Rural,Illiterate,Male,24463,2011
district,65,Urban,Illiterate,Male,4647,2011
district,66,Rural,Illiterate,Male,65003,2011
district,66,Urban,Illiterate,Male,42884,2011
district,67,Rural,Illiterate,Male,171033,2011
district,67,Urban,Illiterate,Male,89225,2011
district,68,Rural,Illiterate,Male,224731,2011
district,68,Urban,Illiterate,Male,89153,2011
state,6,Rural,Illiterate,Male,2633907,2011
state,6,Urban,Illiterate,Male,1066760,2011
district,69,Rural,Illiterate,Male,37227,2011
district,69,Urban,Illiterate,Male,32590,2011
district,70,Rural,Illiterate,Male,87421,2011
district,70,Urban,Illiterate,Male,49994,2011
district,71,Rural,Illiterate,Male,117124,2011
district,71,Urban,Illiterate,Male,54801,2011
district,72,Rural,Illiterate,Male,107733,2011
district,72,Urban,Illiterate,Male,32415,2011
district,73,Rural,Illiterate,Male,152865,2011
district,73,Urban,Illiterate,Male,32356,2011
district,74,Rural,Illiterate,Male,176224,2011
district,74,Urban,Illiterate,Male,56972,2011
district,75,Rural,Illiterate,Male,105928,2011
district,75,Urban,Illiterate,Male,76793,2011
district,76,Rural,Illiterate,Male,138638,2011
district,76,Urban,Illiterate,Male,52780,2011
district,77,Rural,Illiterate,Male,172552,2011
district,77,Urban,Illiterate,Male,38405,2011
district,78,Rural,Illiterate,Male,142000,2011
district,78,Urban,Illiterate,Male,25889,2011
district,79,Rural,Illiterate,Male,182187,2011
district,79,Urban,Illiterate,Male,43427,2011
district,80,Rural,Illiterate,Male,195113,2011
district,80,Urban,Illiterate,Male,66249,2011
district,81,Rural,Illiterate,Male,184449,2011
district,81,Urban,Illiterate,Male,39065,2011
district,82,Rural,Illiterate,Male,83184,2011
district,82,Urban,Illiterate,Male,49270,2011
district,83,Rural,Illiterate,Male,87386,2011
district,83,Urban,Illiterate,Male,27801,2011
district,84,Rural,Illiterate,Male,91617,2011
district,84,Urban,Illiterate,Male,14608,2011
district,85,Rural,Illiterate,Male,73152,2011
district,85,Urban,Illiterate,Male,25730,2011
district,86,Rural,Illiterate,Male,59174,2011
district,86,Urban,Illiterate,Male,118850,2011
district,87,Rural,Illiterate,Male,240000,2011
district,87,Urban,Illiterate,Male,22727,2011
district,88,Rural,Illiterate,Male,58386,2011
district,88,Urban,Illiterate,Male,172784,2011
district,89,Rural,Illiterate,Male,141547,2011
district,89,Urban,Illiterate,Male,33254,2011
state,7,Rural,Illiterate,Male,51994,2011
state,7,Urban,Illiterate,Male,1740476,2011
district,90,Rural,Illiterate,Male,28637,2011
district,90,Urban,Illiterate,Male,390333,2011
district,91,Rural,Illiterate,Male,1846,2011
district,91,Urban,Illiterate,Male,91541,2011
district,92,Rural,Illiterate,Male,3203,2011
district,92,Urban,Illiterate,Male,272741,2011
district,93,Rural,Illiterate,Male,278,2011
district,93,Urban,Illiterate,Male,158840,2011
district,94,Rural,Illiterate,Male,0,2011
district,94,Urban,Illiterate,Male,12264,2011
district,95,Rural,Illiterate,Male,0,2011
district,95,Urban,Illiterate,Male,67303,2011
district,96,Rural,Illiterate,Male,792,2011
district,96,Urban,Illiterate,Male,261515,2011
district,97,Rural,Illiterate,Male,15455,2011
district,97,Urban,Illiterate,Male,205330,2011
district,98,Rural,Illiterate,Male,1783,2011
district,98,Urban,Illiterate,Male,280609,2011
state,8,Rural,Illiterate,Male,9737158,2011
state,8,Urban,Illiterate,Male,2125427,2011
district,99,Rural,Illiterate,Male,261334,2011
district,99,Urban,Illiterate,Male,71098,2011
district,100,Rural,Illiterate,Male,256525,2011
district,100,Urban,Illiterate,Male,50378,2011
district,101,Rural,Illiterate,Male,349516,2011
district,101,Urban,Illiterate,Male,108886,2011
district,102,Rural,Illiterate,Male,268772,2011
district,102,Urban,Illiterate,Male,85945,2011
district,103,Rural,Illiterate,Male,217046,2011
district,103,Urban,Illiterate,Male,63016,2011
district,104,Rural,Illiterate,Male,505778,2011
district,104,Urban,Illiterate,Male,73419,2011
district,105,Rural,Illiterate,Male,348313,2011
district,105,Urban,Illiterate,Male,63503,2011
district,106,Rural,Illiterate,Male,176323,2011
district,106,Urban,Illiterate,Male,41603,2011
district,107,Rural,Illiterate,Male,218373,2011
district,107,Urban,Illiterate,Male,33362,2011
district,108,Rural,Illiterate,Male,186339,2011
district,108,Urban,Illiterate,Male,31508,2011
district,109,Rural,Illiterate,Male,238162,2011
district,109,Urban,Illiterate,Male,22690,2011
district,110,Rural,Illiterate,Male,500591,2011
district,110,Urban,Illiterate,Male,413123,2011
district,111,Rural,Illiterate,Male,292686,2011
district,111,Urban,Illiterate,Male,87029,2011
district,112,Rural,Illiterate,Male,493534,2011
district,112,Urban,Illiterate,Male,100041,2011
district,113,Rural,Illiterate,Male,494629,2011
district,113,Urban,Illiterate,Male,163546,2011
district,114,Rural,Illiterate,Male,139094,2011
district,114,Urban,Illiterate,Male,12199,2011
district,115,Rural,Illiterate,Male,562374,2011
district,115,Urban,Illiterate,Male,23187,2011
district,116,Rural,Illiterate,Male,370212,2011
district,116,Urban,Illiterate,Male,22499,2011
district,117,Rural,Illiterate,Male,200139,2011
district,117,Urban,Illiterate,Male,24192,2011
district,118,Rural,Illiterate,Male,298662,2011
district,118,Urban,Illiterate,Male,59379,2011
district,119,Rural,Illiterate,Male,287627,2011
district,119,Urban,Illiterate,Male,110190,2011
district,120,Rural,Illiterate,Male,203514,2011
district,120,Urban,Illiterate,Male,46293,2011
district,121,Rural,Illiterate,Male,178162,2011
district,121,Urban,Illiterate,Male,27293,2011
district,122,Rural,Illiterate,Male,382483,2011
district,122,Urban,Illiterate,Male,60671,2011
district,123,Rural,Illiterate,Male,178522,2011
district,123,Urban,Illiterate,Male,19483,2011
district,124,Rural,Illiterate,Male,271475,2011
district,124,Urban,Illiterate,Male,9237,2011
district,125,Rural,Illiterate,Male,380442,2011
district,125,Urban,Illiterate,Male,13458,2011
district,126,Rural,Illiterate,Male,237903,2011
district,126,Urban,Illiterate,Male,30417,2011
district,127,Rural,Illiterate,Male,118253,2011
district,127,Urban,Illiterate,Male,137512,2011
district,128,Rural,Illiterate,Male,169637,2011
district,128,Urban,Illiterate,Male,31701,2011
district,129,Rural,Illiterate,Male,231291,2011
district,129,Urban,Illiterate,Male,27037,2011
district,130,Rural,Illiterate,Male,538937,2011
district,130,Urban,Illiterate,Male,54420,2011
district,131,Rural,Illiterate,Male,180510,2011
district,131,Urban,Illiterate,Male,7112,2011
state,9,Rural,Illiterate,Male,29199307,2011
state,9,Urban,Illiterate,Male,7046239,2011
district,132,Rural,Illiterate,Male,436743,2011
district,132,Urban,Illiterate,Male,177249,2011
district,133,Rural,Illiterate,Male,532459,2011
district,133,Urban,Illiterate,Male,212447,2011
district,134,Rural,Illiterate,Male,495476,2011
district,134,Urban,Illiterate,Male,184268,2011
district,135,Rural,Illiterate,Male,800028,2011
district,135,Urban,Illiterate,Male,345723,2011
district,136,Rural,Illiterate,Male,446272,2011
district,136,Urban,Illiterate,Male,147209,2011
district,137,Rural,Illiterate,Male,268256,2011
district,137,Urban,Illiterate,Male,94652,2011
district,138,Rural,Illiterate,Male,288160,2011
district,138,Urban,Illiterate,Male,283063,2011
district,139,Rural,Illiterate,Male,165326,2011
district,139,Urban,Illiterate,Male,44886,2011
district,140,Rural,Illiterate,Male,249867,2011
district,140,Urban,Illiterate,Male,427570,2011
district,141,Rural,Illiterate,Male,100945,2011
district,141,Urban,Illiterate,Male,123204,2011
district,142,Rural,Illiterate,Male,436380,2011
district,142,Urban,Illiterate,Male,155566,2011
district,143,Rural,Illiterate,Male,432607,2011
district,143,Urban,Illiterate,Male,236009,2011
district,144,Rural,Illiterate,Male,198693,2011
district,144,Urban,Illiterate,Male,58277,2011
district,145,Rural,Illiterate,Male,303543,2011
district,145,Urban,Illiterate,Male,120236,2011
district,146,Rural,Illiterate,Male,402943,2011
district,146,Urban,Illiterate,Male,347416,2011
district,147,Rural,Illiterate,Male,268790,2011
district,147,Urban,Illiterate,Male,150942,2011
district,148,Rural,Illiterate,Male,239853,2011
district,148,Urban,Illiterate,Male,41414,2011
district,149,Rural,Illiterate,Male,830483,2011
district,149,Urban,Illiterate,Male,150775,2011
district,150,Rural,Illiterate,Male,683588,2011
district,150,Urban,Illiterate,Male,331380,2011
district,151,Rural,Illiterate,Male,348003,2011
district,151,Urban,Illiterate,Male,69709,2011
district,152,Rural,Illiterate,Male,568351,2011
district,152,Urban,Illiterate,Male,122910,2011
district,153,Rural,Illiterate,Male,804527,2011
district,153,Urban,Illiterate,Male,81503,2011
district,154,Rural,Illiterate,Male,883797,2011
district,154,Urban,Illiterate,Male,93765,2011
district,155,Rural,Illiterate,Male,723867,2011
district,155,Urban,Illiterate,Male,92988,2011
district,156,Rural,Illiterate,Male,493744,2011
district,156,Urban,Illiterate,Male,83280,2011
district,157,Rural,Illiterate,Male,280096,2011
district,157,Urban,Illiterate,Male,371940,2011
district,158,Rural,Illiterate,Male,546060,2011
district,158,Urban,Illiterate,Male,40517,2011
district,159,Rural,Illiterate,Male,280649,2011
district,159,Urban,Illiterate,Male,70764,2011
district,160,Rural,Illiterate,Male,227330,2011
district,160,Urban,Illiterate,Male,50850,2011
district,161,Rural,Illiterate,Male,175362,2011
district,161,Urban,Illiterate,Male,46911,2011
district,162,Rural,Illiterate,Male,167057,2011
district,162,Urban,Illiterate,Male,26785,2011
district,163,Rural,Illiterate,Male,246357,2011
district,163,Urban,Illiterate,Male,23934,2011
district,164,Rural,Illiterate,Male,242893,2011
district,164,Urban,Illiterate,Male,387734,2011
district,165,Rural,Illiterate,Male,194581,2011
district,165,Urban,Illiterate,Male,58081,2011
district,166,Rural,Illiterate,Male,176428,2011
district,166,Urban,Illiterate,Male,97303,2011
district,167,Rural,Illiterate,Male,222086,2011
district,167,Urban,Illiterate,Male,21339,2011
district,168,Rural,Illiterate,Male,156763,2011
district,168,Urban,Illiterate,Male,28649,2011
district,169,Rural,Illiterate,Male,135425,2011
district,169,Urban,Illiterate,Male,28650,2011
district,170,Rural,Illiterate,Male,300081,2011
district,170,Urban,Illiterate,Male,35169,2011
district,171,Rural,Illiterate,Male,183292,2011
district,171,Urban,Illiterate,Male,14090,2011
district,172,Rural,Illiterate,Male,425214,2011
district,172,Urban,Illiterate,Male,48505,2011
district,173,Rural,Illiterate,Male,462227,2011
district,173,Urban,Illiterate,Male,22477,2011
district,174,Rural,Illiterate,Male,309155,2011
district,174,Urban,Illiterate,Male,22051,2011
district,175,Rural,Illiterate,Male,753876,2011
district,175,Urban,Illiterate,Male,178591,2011
district,176,Rural,Illiterate,Male,634154,2011
district,176,Urban,Illiterate,Male,62401,2011
district,177,Rural,Illiterate,Male,376185,2011
district,177,Urban,Illiterate,Male,45104,2011
district,178,Rural,Illiterate,Male,324699,2011
district,178,Urban,Illiterate,Male,41035,2011
district,179,Rural,Illiterate,Male,591301,2011
district,179,Urban,Illiterate,Male,23037,2011
district,180,Rural,Illiterate,Male,909151,2011
district,180,Urban,Illiterate,Male,56448,2011
district,181,Rural,Illiterate,Male,308844,2011
district,181,Urban,Illiterate,Male,8353,2011
district,182,Rural,Illiterate,Male,536730,2011
district,182,Urban,Illiterate,Male,33048,2011
district,183,Rural,Illiterate,Male,718811,2011
district,183,Urban,Illiterate,Male,34154,2011
district,184,Rural,Illiterate,Male,526905,2011
district,184,Urban,Illiterate,Male,27472,2011
district,185,Rural,Illiterate,Male,419367,2011
district,185,Urban,Illiterate,Male,16186,2011
district,186,Rural,Illiterate,Male,282738,2011
district,186,Urban,Illiterate,Male,19820,2011
district,187,Rural,Illiterate,Male,482642,2011
district,187,Urban,Illiterate,Male,17438,2011
district,188,Rural,Illiterate,Male,587816,2011
district,188,Urban,Illiterate,Male,96071,2011
district,189,Rural,Illiterate,Male,608532,2011
district,189,Urban,Illiterate,Male,25801,2011
district,190,Rural,Illiterate,Male,417822,2011
district,190,Urban,Illiterate,Male,40326,2011
district,191,Rural,Illiterate,Male,666250,2011
district,191,Urban,Illiterate,Male,59340,2011
district,192,Rural,Illiterate,Male,265237,2011
district,192,Urban,Illiterate,Male,76390,2011
district,193,Rural,Illiterate,Male,468987,2011
district,193,Urban,Illiterate,Male,42955,2011
district,194,Rural,Illiterate,Male,609019,2011
district,194,Urban,Illiterate,Male,46052,2011
district,195,Rural,Illiterate,Male,525180,2011
district,195,Urban,Illiterate,Male,36342,2011
district,196,Rural,Illiterate,Male,282067,2011
district,196,Urban,Illiterate,Male,36384,2011
district,197,Rural,Illiterate,Male,307070,2011
district,197,Urban,Illiterate,Male,225671,2011
district,198,Rural,Illiterate,Male,222637,2011
district,198,Urban,Illiterate,Male,37680,2011
district,199,Rural,Illiterate,Male,393285,2011
district,199,Urban,Illiterate,Male,53180,2011
district,200,Rural,Illiterate,Male,335248,2011
district,200,Urban,Illiterate,Male,34108,2011
district,201,Rural,Illiterate,Male,259003,2011
district,201,Urban,Illiterate,Male,41294,2011
district,202,Rural,Illiterate,Male,251994,2011
district,202,Urban,Illiterate,Male,59368,2011
state,10,Rural,Illiterate,Male,20832020,2011
state,10,Urban,Illiterate,Male,1838114,2011
district,203,Rural,Illiterate,Male,897416,2011
district,203,Urban,Illiterate,Male,72468,2011
district,204,Rural,Illiterate,Male,1198281,2011
district,204,Urban,Illiterate,Male,75325,2011
district,205,Rural,Illiterate,Male,168631,2011
district,205,Urban,Illiterate,Male,6397,2011
district,206,Rural,Illiterate,Male,883493,2011
district,206,Urban,Illiterate,Male,34571,2011
district,207,Rural,Illiterate,Male,960662,2011
district,207,Urban,Illiterate,Male,28566,2011
district,208,Rural,Illiterate,Male,489507,2011
district,208,Urban,Illiterate,Male,18104,2011
district,209,Rural,Illiterate,Male,704686,2011
district,209,Urban,Illiterate,Male,31004,2011
district,210,Rural,Illiterate,Male,397008,2011
district,210,Urban,Illiterate,Male,30041,2011
district,211,Rural,Illiterate,Male,833009,2011
district,211,Urban,Illiterate,Male,61100,2011
district,212,Rural,Illiterate,Male,795660,2011
district,212,Urban,Illiterate,Male,42514,2011
district,213,Rural,Illiterate,Male,514553,2011
district,213,Urban,Illiterate,Male,15340,2011
district,214,Rural,Illiterate,Male,464789,2011
district,214,Urban,Illiterate,Male,26011,2011
district,215,Rural,Illiterate,Male,874203,2011
district,215,Urban,Illiterate,Male,60180,2011
district,216,Rural,Illiterate,Male,972806,2011
district,216,Urban,Illiterate,Male,67574,2011
district,217,Rural,Illiterate,Male,448688,2011
district,217,Urban,Illiterate,Male,25073,2011
district,218,Rural,Illiterate,Male,532769,2011
district,218,Urban,Illiterate,Male,26415,2011
district,219,Rural,Illiterate,Male,681179,2011
district,219,Urban,Illiterate,Male,55875,2011
district,220,Rural,Illiterate,Male,652718,2011
district,220,Urban,Illiterate,Male,39241,2011
district,221,Rural,Illiterate,Male,916018,2011
district,221,Urban,Illiterate,Male,20410,2011
district,222,Rural,Illiterate,Male,544428,2011
district,222,Urban,Illiterate,Male,104725,2011
district,223,Rural,Illiterate,Male,407981,2011
district,223,Urban,Illiterate,Male,14652,2011
district,224,Rural,Illiterate,Male,578596,2011
district,224,Urban,Illiterate,Male,99398,2011
district,225,Rural,Illiterate,Male,463165,2011
district,225,Urban,Illiterate,Male,13014,2011
district,226,Rural,Illiterate,Male,203058,2011
district,226,Urban,Illiterate,Male,52242,2011
district,227,Rural,Illiterate,Male,194718,2011
district,227,Urban,Illiterate,Male,26445,2011
district,228,Rural,Illiterate,Male,113236,2011
district,228,Urban,Illiterate,Male,20076,2011
