geo_level,geo_code,area,literacy,sex,total,geo_version
district,553,Urban,Literate,Male,421416,2011
district,554,Rural,Literate,Male,998751,2011
district,554,Urban,Literate,Male,486043,2011
state,29,Rural,Literate,Male,12893437,2011
state,29,Urban,Literate,Male,9615034,2011
district,555,Rural,Literate,Male,1233802,2011
district,555,Urban,Literate,Male,491746,2011
district,556,Rural,Literate,Male,416846,2011
district,556,Urban,Literate,Male,224542,2011
district,557,Rural,Literate,Male,538400,2011
district,557,Urban,Literate,Male,192166,2011
district,558,Rural,Literate,Male,430681,2011
district,558,Urban,Literate,Male,166517,2011
district,559,Rural,Literate,Male,399587,2011
district,559,Urban,Literate,Male,177626,2011
district,560,Rural,Literate,Male,382270,2011
district,560,Urban,Literate,Male,86515,2011
district,561,Rural,Literate,Male,250701,2011
district,561,Urban,Literate,Male,146477,2011
district,562,Rural,Literate,Male,289171,2011
district,562,Urban,Literate,Male,422605,2011
district,563,Rural,Literate,Male,403419,2011
district,563,Urban,Literate,Male,178680,2011
district,564,Rural,Literate,Male,465603,2011
district,564,Urban,Literate,Male,138190,2011
district,565,Rural,Literate,Male,478100,2011
district,565,Urban,Literate,Male,335340,2011
district,566,Rural,Literate,Male,474285,2011
district,566,Urban,Literate,Male,132903,2011
district,567,Rural,Literate,Male,471688,2011
district,567,Urban,Literate,Male,248949,2011
district,568,Rural,Literate,Male,419590,2011
district,568,Urban,Literate,Male,255348,2011
district,569,Rural,Literate,Male,324309,2011
district,569,Urban,Literate,Male,141395,2011
district,570,Rural,Literate,Male,340186,2011
district,570,Urban,Literate,Male,98071,2011
district,571,Rural,Literate,Male,760322,2011
district,571,Urban,Literate,Male,245702,2011
district,572,Rural,Literate,Male,348826,2011
district,572,Urban,Literate,Male,3729215,2011
district,573,Rural,Literate,Male,517904,2011
district,573,Urban,Literate,Male,120764,2011
district,574,Rural,Literate,Male,513580,2011
district,574,Urban,Literate,Male,155256,2011
district,575,Rural,Literate,Male,440804,2011
district,575,Urban,Literate,Male,423215,2011
district,576,Rural,Literate,Male,180920,2011
district,576,Urban,Literate,Male,34382,2011
district,577,Rural,Literate,Male,560734,2011
district,577,Urban,Literate,Male,503032,2011
district,578,Rural,Literate,Male,247909,2011
district,578,Urban,Literate,Male,65048,2011
district,579,Rural,Literate,Male,515350,2011
district,579,Urban,Literate,Male,313009,2011
district,580,Rural,Literate,Male,230998,2011
district,580,Urban,Literate,Male,75753,2011
district,581,Rural,Literate,Male,371785,2011
district,581,Urban,Literate,Male,192325,2011
district,582,Rural,Literate,Male,334340,2011
district,582,Urban,Literate,Male,107818,2011
district,583,Rural,Literate,Male,275457,2011
district,583,Urban,Literate,Male,109854,2011
district,584,Rural,Literate,Male,275870,2011
district,584,Urban,Literate,Male,102591,2011
state,30,Rural,Literate,Male,227143,2011
state,30,Urban,Literate,Male,388680,2011
district,585,Rural,Literate,Male,137585,2011
district,585,Urban,Literate,Male,214153,2011
district,586,Rural,Literate,Male,89558,2011
district,586,Urban,Literate,Male,174527,2011
state,31,Rural,Literate,Male,5949,2011
state,31,Urban,Literate,Male,22074,2011
district,587,Rural,Literate,Male,5949,2011
district,587,Urban,Literate,Male,22074,2011
state,32,Rural,Literate,Male,7132430,2011
state,32,Urban,Literate,Male,6572473,2011
district,588,Rural,Literate,Male,317690,2011
district,588,Urban,Literate,Male,198786,2011
district,589,Rural,Literate,Male,363030,2011
district,589,Urban,Literate,Male,649926,2011
district,590,Rural,Literate,Male,315367,2011
district,590,Urban,Literate,Male,12769,2011
district,591,Rural,Literate,Male,414396,2011
district,591,Urban,Literate,Male,852543,2011
district,592,Rural,Literate,Male,888731,2011
district,592,Urban,Literate,Male,708673,2011
district,593,Rural,Literate,Male,843855,2011
district,593,Urban,Literate,Male,278745,2011
district,594,Rural,Literate,Male,418620,2011
district,594,Urban,Literate,Male,863641,2011
district,595,Rural,Literate,Male,455970,2011
district,595,Urban,Literate,Male,969753,2011
district,596,Rural,Literate,Male,449642,2011
district,596,Urban,Literate,Male,22239,2011
district,597,Rural,Literate,Male,615451,2011
district,597,Urban,Literate,Male,246141,2011
district,598,Rural,Literate,Male,407413,2011
district,598,Urban,Literate,Male,483139,2011
district,599,Rural,Literate,Male,444022,2011
district,599,Urban,Literate,Male,55159,2011
district,600,Rural,Literate,Male,587387,2011
district,600,Urban,Literate,Male,486958,2011
district,601,Rural,Literate,Male,610856,2011
district,601,Urban,Literate,Male,744001,2011
state,33,Rural,Literate,Male,13665839,2011
state,33,Urban,Literate,Male,14374652,2011
district,602,Rural,Literate,Male,476199,2011
district,602,Urban,Literate,Male,1019512,2011
district,603,Rural,Literate,Male,0,2011
district,603,Urban,Literate,Male,1968079,2011
district,604,Rural,Literate,Male,546994,2011
district,604,Urban,Literate,Male,1064467,2011
district,605,Rural,Literate,Male,824307,2011
district,605,Urban,Literate,Male,680048,2011
district,606,Rural,Literate,Male,710665,2011
district,606,Urban,Literate,Male,199138,2011
district,607,Rural,Literate,Male,1025617,2011
district,607,Urban,Literate,Male,208862,2011
district,608,Rural,Literate,Male,590535,2011
district,608,Urban,Literate,Male,694572,2011
district,609,Rural,Literate,Male,380075,2011
district,609,Urban,Literate,Male,273237,2011
district,610,Rural,Literate,Male,375974,2011
district,610,Urban,Literate,Male,452326,2011
district,611,Rural,Literate,Male,118463,2011
district,611,Urban,Literate,Male,180984,2011
district,612,Rural,Literate,Male,491736,2011
district,612,Urban,Literate,Male,324444,2011
district,613,Rural,Literate,Male,224431,2011
district,613,Urban,Literate,Male,177295,2011
district,614,Rural,Literate,Male,524233,2011
district,614,Urban,Literate,Male,563532,2011
district,615,Rural,Literate,Male,169106,2011
district,615,Urban,Literate,Male,38905,2011
district,616,Rural,Literate,Male,237071,2011
district,616,Urban,Literate,Male,32511,2011
district,617,Rural,Literate,Male,634883,2011
district,617,Urban,Literate,Male,365439,2011
district,618,Rural,Literate,Male,491270,2011
district,618,Urban,Literate,Male,149646,2011
district,619,Rural,Literate,Male,396275,2011
district,619,Urban,Literate,Male,106810,2011
district,620,Rural,Literate,Male,593178,2011
district,620,Urban,Literate,Male,351086,2011
district,621,Rural,Literate,Male,477058,2011
district,621,Urban,Literate,Male,131718,2011
district,622,Rural,Literate,Male,352907,2011
district,622,Urban,Literate,Male,173397,2011
district,623,Rural,Literate,Male,446459,2011
district,623,Urban,Literate,Male,777351,2011
district,624,Rural,Literate,Male,213570,2011
district,624,Urban,Literate,Male,265833,2011
district,625,Rural,Literate,Male,363736,2011
district,625,Urban,Literate,Male,396639,2011
district,626,Rural,Literate,Male,362778,2011
district,626,Urban,Literate,Male,173709,2011
district,627,Rural,Literate,Male,339739,2011
district,627,Urban,Literate,Male,363367,2011
district,628,Rural,Literate,Male,592979,2011
district,628,Urban,Literate,Male,617731,2011
district,629,Rural,Literate,Male,136432,2011
district,629,Urban,Literate,Male,644109,2011
district,630,Rural,Literate,Male,425299,2011
district,630,Urban,Literate,Male,102300,2011
district,631,Rural,Literate,Male,494718,2011
district,631,Urban,Literate,Male,172344,2011
district,632,Rural,Literate,Male,305718,2011
district,632,Urban,Literate,Male,1089072,2011
district,633,Rural,Literate,Male,343434,2011
district,633,Urban,Literate,Male,616189,2011
state,34,Rural,Literate,Male,150490,2011
state,34,Urban,Literate,Male,346888,2011
district,634,Rural,Literate,Male,0,2011
district,634,Urban,Literate,Male,19919,2011
district,635,Rural,Literate,Male,110274,2011
district,635,Urban,Literate,Male,270672,2011
district,636,Rural,Literate,Male,0,2011
district,636,Urban,Literate,Male,16610,2011
district,637,Rural,Literate,Male,40216,2011
district,637,Urban,Literate,Male,39687,2011
state,35,Rural,Literate,Male,99960,2011
state,35,Urban,Literate,Male,64417,2011
district,638,Rural,Literate,Male,15397,2011
district,638,Urban,Literate,Male,0,2011
district,639,Rural,Literate,Male,42056,2011
district,639,Urban,Literate,Male,1130,2011
district,640,Rural,Literate,Male,42507,2011
district,640,Urban,Literate,Male,63287,2011
state,1,Rural,Literate,Female,1856201,2011
state,1,Urban,Literate,Female,946361,2011
district,1,Rural,Literate,Female,136213,2011
district,1,Urban,Literate,Female,20618,2011
district,2,Rural,Literate,Female,107624,2011
district,2,Urban,Literate,Female,20284,2011
district,3,Rural,Literate,Female,20727,2011
district,3,Urban,Literate,Female,10209,2011
district,4,Rural,Literate,Female,26222,2011
district,4,Urban,Literate,Female,3713,2011
district,5,Rural,Literate,Female,86825,2011
district,5,Urban,Literate,Female,11566,2011
district,6,Rural,Literate,Female,127097,2011
district,6,Urban,Literate,Female,12543,2011
district,7,Rural,Literate,Female,130489,2011
district,7,Urban,Literate,Female,30216,2011
district,8,Rural,Literate,Female,162313,2011
district,8,Urban,Literate,Female,45666,2011
district,9,Rural,Literate,Female,54954,2011
district,9,Urban,Literate,Female,13967,2011
district,10,Rural,Literate,Female,3116,2011
district,10,Urban,Literate,Female,313722,2011
district,11,Rural,Literate,Female,42596,2011
district,11,Urban,Literate,Female,10099,2011
district,12,Rural,Literate,Female,97950,2011
district,12,Urban,Literate,Female,17682,2011
district,13,Rural,Literate,Female,51990,2011
district,13,Urban,Literate,Female,4155,2011
district,14,Rural,Literate,Female,150846,2011
district,14,Urban,Literate,Female,70269,2011
district,15,Rural,Literate,Female,65869,2011
district,15,Urban,Literate,Female,18164,2011
district,16,Rural,Literate,Female,70731,2011
district,16,Urban,Literate,Female,9732,2011
district,17,Rural,Literate,Female,37842,2011
district,17,Urban,Literate,Female,3285,2011
district,18,Rural,Literate,Female,34178,2011
district,18,Urban,Literate,Female,4628,2011
district,19,Rural,Literate,Female,92816,2011
district,19,Urban,Literate,Female,31995,2011
district,20,Rural,Literate,Female,48826,2011
district,20,Urban,Literate,Female,7779,2011
district,21,Rural,Literate,Female,226681,2011
district,21,Urban,Literate,Female,268538,2011
district,22,Rural,Literate,Female,80296,2011
district,22,Urban,Literate,Female,17531,2011
state,2,Rural,Literate,Female,2033915,2011
state,2,Urban,Literate,Female,253231,2011
district,23,Rural,Literate,Female,124412,2011
district,23,Urban,Literate,Female,13366,2011
district,24,Rural,Literate,Female,513878,2011
district,24,Urban,Literate,Female,32319,2011
district,25,Rural,Literate,Female,8948,2011
district,25,Urban,Literate,Female,0,2011
district,26,Rural,Literate,Female,118474,2011
district,26,Urban,Literate,Female,14648,2011
district,27,Rural,Literate,Female,305193,2011
district,27,Urban,Literate,Female,24885,2011
district,28,Rural,Literate,Female,165236,2011
district,28,Urban,Literate,Female,12300,2011
district,29,Rural,Literate,Female,170505,2011
district,29,Urban,Literate,Female,15929,2011
district,30,Rural,Literate,Female,122329,2011
district,30,Urban,Literate,Female,9692,2011
district,31,Rural,Literate,Female,150863,2011
district,31,Urban,Literate,Female,33343,2011
district,32,Rural,Literate,Female,135825,2011
district,32,Urban,Literate,Female,21203,2011
district,33,Rural,Literate,Female,194250,2011
district,33,Urban,Literate,Female,75546,2011
district,34,Rural,Literate,Female,24002,2011
district,34,Urban,Literate,Female,0,2011
state,3,Rural,Literate,Female,4838850,2011
state,3,Urban,Literate,Female,3432231,2011
district,35,Rural,Literate,Female,499685,2011
district,35,Urban,Literate,Female,227374,2011
district,36,Rural,Literate,Female,163857,2011
district,36,Urban,Literate,Female,96456,2011
district,37,Rural,Literate,Female,335267,2011
district,37,Urban,Literate,Female,404689,2011
district,38,Rural,Literate,Female,439203,2011
district,38,Urban,Literate,Female,122569,2011
district,39,Rural,Literate,Female,156983,2011
district,39,Urban,Literate,Female,42321,2011
district,40,Rural,Literate,Female,127418,2011
district,40,Urban,Literate,Female,59919,2011
district,41,Rural,Literate,Female,444773,2011
district,41,Urban,Literate,Female,687104,2011
district,42,Rural,Literate,Female,207278,2011
district,42,Urban,Literate,Female,72062,2011
district,43,Rural,Literate,Female,351358,2011
district,43,Urban,Literate,Female,169083,2011
district,44,Rural,Literate,Female,150228,2011
district,44,Urban,Literate,Female,74219,2011
district,45,Rural,Literate,Female,99499,2011
district,45,Urban,Literate,Female,66019,2011
district,46,Rural,Literate,Female,205660,2011
district,46,Urban,Literate,Female,150947,2011
district,47,Rural,Literate,Female,131141,2011
district,47,Urban,Literate,Female,48382,2011
district,48,Rural,Literate,Female,295398,2011
district,48,Urban,Literate,Female,260341,2011
district,49,Rural,Literate,Female,303412,2011
district,49,Urban,Literate,Female,448377,2011
district,50,Rural,Literate,Female,246948,2011
district,50,Urban,Literate,Female,42787,2011
district,51,Rural,Literate,Female,161546,2011
district,51,Urban,Literate,Female,62651,2011
district,52,Rural,Literate,Female,135036,2011
district,52,Urban,Literate,Female,191595,2011
district,53,Rural,Literate,Female,281270,2011
district,53,Urban,Literate,Female,150394,2011
district,54,Rural,Literate,Female,102890,2011
district,54,Urban,Literate,Female,54942,2011
state,4,Rural,Literate,Female,7209,2011
state,4,Urban,Literate,Female,332883,2011
district,55,Rural,Literate,Female,7209,2011
district,55,Urban,Literate,Female,332883,2011
state,5,Rural,Literate,Female,2017879,2011
state,5,Urban,Literate,Female,999366,2011
district,56,Rural,Literate,Female,78814,2011
district,56,Urban,Literate,Female,8075,2011
district,57,Rural,Literate,Female,105432,2011
district,57,Urban,Literate,Female,19729,2011
district,58,Rural,Literate,Female,76091,2011
district,58,Urban,Literate,Female,3039,2011
district,59,Rural,Literate,Female,157420,2011
district,59,Urban,Literate,Female,23168,2011
district,60,Rural,Literate,Female,225454,2011
district,60,Urban,Literate,Female,331836,2011
district,61,Rural,Literate,Female,191203,2011
district,61,Urban,Literate,Female,41538,2011
district,62,Rural,Literate,Female,129527,2011
district,62,Urban,Literate,Female,26400,2011
district,63,Rural,Literate,Female,78578,2011
district,63,Urban,Literate,Female,3359,2011
district,64,Rural,Literate,Female,181270,2011
district,64,Urban,Literate,Female,23623,2011
district,65,Rural,Literate,Female,63531,2011
district,65,Urban,Literate,Female,12180,2011
district,66,Rural,Literate,Female,183716,2011
district,66,Urban,Literate,Female,127005,2011
district,67,Rural,Literate,Female,273280,2011
district,67,Urban,Literate,Female,166034,2011
district,68,Rural,Literate,Female,273563,2011
district,68,Urban,Literate,Female,213380,2011
state,6,Rural,Literate,Female,4018343,2011
state,6,Urban,Literate,Female,2786578,2011
district,69,Rural,Literate,Female,67501,2011
district,69,Urban,Literate,Female,107955,2011
district,70,Rural,Literate,Female,182360,2011
district,70,Urban,Literate,Female,174377,2011
district,71,Rural,Literate,Female,200980,2011
district,71,Urban,Literate,Female,156684,2011
district,72,Rural,Literate,Female,184384,2011
district,72,Urban,Literate,Female,91681,2011
district,73,Rural,Literate,Female,192157,2011
district,73,Urban,Literate,Female,68590,2011
district,74,Rural,Literate,Female,266997,2011
district,74,Urban,Literate,Female,146500,2011
district,75,Rural,Literate,Female,159230,2011
district,75,Urban,Literate,Female,163233,2011
district,76,Rural,Literate,Female,265029,2011
district,76,Urban,Literate,Female,143406,2011
district,77,Rural,Literate,Female,239748,2011
district,77,Urban,Literate,Female,90961,2011
district,78,Rural,Literate,Female,175717,2011
district,78,Urban,Literate,Female,54390,2011
district,79,Rural,Literate,Female,227645,2011
district,79,Urban,Literate,Female,98284,2011
district,80,Rural,Literate,Female,275770,2011
district,80,Urban,Literate,Female,168341,2011
district,81,Rural,Literate,Female,328399,2011
district,81,Urban,Literate,Female,98314,2011
district,82,Rural,Literate,Female,163817,2011
district,82,Urban,Literate,Female,147740,2011
district,83,Rural,Literate,Female,199622,2011
district,83,Urban,Literate,Female,76989,2011
district,84,Rural,Literate,Female,208701,2011
district,84,Urban,Literate,Female,41114,2011
district,85,Rural,Literate,Female,187894,2011
district,85,Urban,Literate,Female,73600,2011
district,86,Rural,Literate,Female,131799,2011
district,86,Urban,Literate,Female,340651,2011
district,87,Rural,Literate,Female,118663,2011
district,87,Urban,Literate,Female,27799,2011
district,88,Rural,Literate,Female,87305,2011
district,88,Urban,Literate,Female,450494,2011
district,89,Rural,Literate,Female,154625,2011
district,89,Urban,Literate,Female,65475,2011
state,7,Rural,Literate,Female,122273,2011
state,7,Urban,Literate,Female,5420638,2011
district,90,Rural,Literate,Female,60284,2011
district,90,Urban,Literate,Female,1105619,2011
district,91,Rural,Literate,Female,5540,2011
district,91,Urban,Literate,Female,294362,2011
district,92,Rural,Literate,Female,5950,2011
district,92,Urban,Literate,Female,693157,2011
district,93,Rural,Literate,Female,1403,2011
district,93,Urban,Literate,Female,603213,2011
district,94,Rural,Literate,Female,0,2011
district,94,Urban,Literate,Female,48501,2011
district,95,Rural,Literate,Female,0,2011
district,95,Urban,Literate,Female,201842,2011
district,96,Rural,Literate,Female,1885,2011
district,96,Urban,Literate,Female,865361,2011
district,97,Rural,Literate,Female,44111,2011
district,97,Urban,Literate,Female,718317,2011
district,98,Rural,Literate,Female,3100,2011
district,98,Urban,Literate,Female,890266,2011
state,8,Rural,Literate,Female,9567197,2011
state,8,Urban,Literate,Female,5019673,2011
district,99,Rural,Literate,Female,324437,2011
district,99,Urban,Literate,Female,157998,2011
district,100,Rural,Literate,Female,312297,2011
district,100,Urban,Literate,Female,97558,2011
district,101,Rural,Literate,Female,267286,2011
district,101,Urban,Literate,Female,229116,2011
district,102,Rural,Literate,Female,305243,2011
district,102,Urban,Literate,Female,147297,2011
district,103,Rural,Literate,Female,420877,2011
district,103,Urban,Literate,Female,133649,2011
district,104,Rural,Literate,Female,624268,2011
district,104,Urban,Literate,Female,198379,2011
district,105,Rural,Literate,Female,398360,2011
district,105,Urban,Literate,Female,138599,2011
district,106,Rural,Literate,Female,186099,2011
district,106,Urban,Literate,Female,61278,2011
district,107,Rural,Literate,Female,221611,2011
district,107,Urban,Literate,Female,52334,2011
district,108,Rural,Literate,Female,181379,2011
district,108,Urban,Literate,Female,74185,2011
district,109,Rural,Literate,Female,283045,2011
district,109,Urban,Literate,Female,58071,2011
district,110,Rural,Literate,Female,665271,2011
district,110,Urban,Literate,Female,1080901,2011
district,111,Rural,Literate,Female,486052,2011
district,111,Urban,Literate,Female,170790,2011
district,112,Rural,Literate,Female,500184,2011
district,112,Urban,Literate,Female,155690,2011
district,113,Rural,Literate,Female,392641,2011
district,113,Urban,Literate,Female,373138,2011
district,114,Rural,Literate,Female,75936,2011
district,114,Urban,Literate,Female,22302,2011
district,115,Rural,Literate,Female,355790,2011
district,115,Urban,Literate,Female,49071,2011
district,116,Rural,Literate,Female,250268,2011
district,116,Urban,Literate,Female,35391,2011
district,117,Rural,Literate,Female,108896,2011
district,117,Urban,Literate,Female,58010,2011
district,118,Rural,Literate,Female,294891,2011
district,118,Urban,Literate,Female,123421,2011
district,119,Rural,Literate,Female,263252,2011
district,119,Urban,Literate,Female,337153,2011
district,120,Rural,Literate,Female,182171,2011
district,120,Urban,Literate,Female,89159,2011
district,121,Rural,Literate,Female,149946,2011
district,121,Urban,Literate,Female,63393,2011
district,122,Rural,Literate,Female,324042,2011
district,122,Urban,Literate,Female,154502,2011
district,123,Rural,Literate,Female,178967,2011
district,123,Urban,Literate,Female,56838,2011
district,124,Rural,Literate,Female,236280,2011
district,124,Urban,Literate,Female,29491,2011
district,125,Rural,Literate,Female,271605,2011
district,125,Urban,Literate,Female,43884,2011
district,126,Rural,Literate,Female,216467,2011
district,126,Urban,Literate,Female,90507,2011
district,127,Rural,Literate,Female,173302,2011
district,127,Urban,Literate,Female,359647,2011
district,128,Rural,Literate,Female,188832,2011
district,128,Urban,Literate,Female,71868,2011
district,129,Rural,Literate,Female,203624,2011
district,129,Urban,Literate,Female,69353,2011
district,130,Rural,Literate,Female,396467,2011
district,130,Urban,Literate,Female,212718,2011
district,131,Rural,Literate,Female,127411,2011
district,131,Urban,Literate,Female,23982,2011
state,9,Rural,Literate,Female,33490992,2011
state,9,Urban,Literate,Female,12671599,2011
district,132,Rural,Literate,Female,556986,2011
district,132,Urban,Literate,Female,300008,2011
district,133,Rural,Literate,Female,662849,2011
district,133,Urban,Literate,Female,305962,2011
district,134,Rural,Literate,Female,653238,2011
district,134,Urban,Literate,Female,240684,2011
district,135,Rural,Literate,Female,527148,2011
district,135,Urban,Literate,Female,379265,2011
district,136,Rural,Literate,Female,288373,2011
district,136,Urban,Literate,Female,124885,2011
district,137,Rural,Literate,Female,272924,2011
district,137,Urban,Literate,Female,109645,2011
district,138,Rural,Literate,Female,395908,2011
district,138,Urban,Literate,Female,491060,2011
district,139,Rural,Literate,Female,237776,2011
district,139,Urban,Literate,Female,70336,2011
district,140,Rural,Literate,Female,363955,2011
district,140,Urban,Literate,Female,947912,2011
district,141,Rural,Literate,Female,163268,2011
district,141,Urban,Literate,Female,293614,2011
district,142,Rural,Literate,Female,563869,2011
district,142,Urban,Literate,Female,214473,2011
district,143,Rural,Literate,Female,506679,2011
district,143,Urban,Literate,Female,302508,2011
district,144,Rural,Literate,Female,276847,2011
district,144,Urban,Literate,Female,86568,2011
district,145,Rural,Literate,Female,363184,2011
district,145,Urban,Literate,Female,201216,2011
district,146,Rural,Literate,Female,518868,2011
district,146,Urban,Literate,Female,547048,2011
district,147,Rural,Literate,Female,393162,2011
district,147,Urban,Literate,Female,216330,2011
district,148,Rural,Literate,Female,403411,2011
district,148,Urban,Literate,Female,88364,2011
district,149,Rural,Literate,Female,424612,2011
district,149,Urban,Literate,Female,136364,2011
district,150,Rural,Literate,Female,485838,2011
district,150,Urban,Literate,Female,363224,2011
district,151,Rural,Literate,Female,322762,2011
district,151,Urban,Literate,Female,84043,2011
district,152,Rural,Literate,Female,431459,2011
district,152,Urban,Literate,Female,144329,2011
district,153,Rural,Literate,Female,670782,2011
district,153,Urban,Literate,Female,126105,2011
district,154,Rural,Literate,Female,738192,2011
district,154,Urban,Literate,Female,147839,2011
district,155,Rural,Literate,Female,701308,2011
district,155,Urban,Literate,Female,145706,2011
district,156,Rural,Literate,Female,564965,2011
district,156,Urban,Literate,Female,155556,2011
district,157,Rural,Literate,Female,367201,2011
district,157,Urban,Literate,Female,1017619,2011
district,158,Rural,Literate,Female,703637,2011
district,158,Urban,Literate,Female,96241,2011
district,159,Rural,Literate,Female,322623,2011
district,159,Urban,Literate,Female,115227,2011
district,160,Rural,Literate,Female,339578,2011
district,160,Urban,Literate,Female,73913,2011
district,161,Rural,Literate,Female,320825,2011
district,161,Urban,Literate,Female,117595,2011
district,162,Rural,Literate,Female,306486,2011
district,162,Urban,Literate,Female,78152,2011
district,163,Rural,Literate,Female,424235,2011
district,163,Urban,Literate,Female,53044,2011
district,164,Rural,Literate,Female,415785,2011
district,164,Urban,Literate,Female,998058,2011
district,165,Rural,Literate,Female,300891,2011
district,165,Urban,Literate,Female,120875,2011
district,166,Rural,Literate,Female,263792,2011
district,166,Urban,Literate,Female,257016,2011
district,167,Rural,Literate,Female,190036,2011
district,167,Urban,Literate,Female,53569,2011
district,168,Rural,Literate,Female,187173,2011
district,168,Urban,Literate,Female,58001,2011
district,169,Rural,Literate,Female,137132,2011
district,169,Urban,Literate,Female,48691,2011
district,170,Rural,Literate,Female,291972,2011
district,170,Urban,Literate,Female,80339,2011
district,171,Rural,Literate,Female,174190,2011
district,171,Urban,Literate,Female,26543,2011
district,172,Rural,Literate,Female,508266,2011
district,172,Urban,Literate,Female,92897,2011
district,173,Rural,Literate,Female,756278,2011
district,173,Urban,Literate,Female,53900,2011
district,174,Rural,Literate,Female,274862,2011
district,174,Urban,Literate,Female,31283,2011
district,175,Rural,Literate,Female,997836,2011
district,175,Urban,Literate,Female,468551,2011
district,176,Rural,Literate,Female,594323,2011
district,176,Urban,Literate,Female,87617,2011
district,177,Rural,Literate,Female,506257,2011
district,177,Urban,Literate,Female,106305,2011
district,178,Rural,Literate,Female,556603,2011
district,178,Urban,Literate,Female,83660,2011
district,179,Rural,Literate,Female,874479,2011
district,179,Urban,Literate,Female,65175,2011
district,180,Rural,Literate,Female,444307,2011
district,180,Urban,Literate,Female,75776,2011
district,181,Rural,Literate,Female,137542,2011
district,181,Urban,Literate,Female,9071,2011
district,182,Rural,Literate,Female,281797,2011
district,182,Urban,Literate,Female,41617,2011
district,183,Rural,Literate,Female,578918,2011
district,183,Urban,Literate,Female,66895,2011
district,184,Rural,Literate,Female,446071,2011
district,184,Urban,Literate,Female,42137,2011
district,185,Rural,Literate,Female,529840,2011
district,185,Urban,Literate,Female,44224,2011
district,186,Rural,Literate,Female,352931,2011
district,186,Urban,Literate,Female,34920,2011
district,187,Rural,Literate,Female,497692,2011
district,187,Urban,Literate,Female,39778,2011
district,188,Rural,Literate,Female,835718,2011
district,188,Urban,Literate,Female,270720,2011
district,189,Rural,Literate,Female,723906,2011
district,189,Urban,Literate,Female,47192,2011
district,190,Rural,Literate,Female,699138,2011
district,190,Urban,Literate,Female,96813,2011
district,191,Rural,Literate,Female,1094686,2011
district,191,Urban,Literate,Female,117817,2011
district,192,Rural,Literate,Female,442146,2011
district,192,Urban,Literate,Female,147816,2011
district,193,Rural,Literate,Female,713604,2011
district,193,Urban,Literate,Female,89026,2011
district,194,Rural,Literate,Female,1058846,2011
district,194,Urban,Literate,Female,107437,2011
district,195,Rural,Literate,Female,821270,2011
district,195,Urban,Literate,Female,82726,2011
district,196,Rural,Literate,Female,405457,2011
district,196,Urban,Literate,Female,69695,2011
district,197,Rural,Literate,Female,531776,2011
district,197,Urban,Literate,Female,483011,2011
district,198,Rural,Literate,Female,303918,2011
district,198,Urban,Literate,Female,59446,2011
district,199,Rural,Literate,Female,467731,2011
district,199,Urban,Literate,Female,95115,2011
district,200,Rural,Literate,Female,284779,2011
district,200,Urban,Literate,Female,98941,2011
district,201,Rural,Literate,Female,331130,2011
district,201,Urban,Literate,Female,77030,2011
district,202,Rural,Literate,Female,204966,2011
district,202,Urban,Literate,Female,67081,2011
state,10,Rural,Literate,Female,17570322,2011
state,10,Urban,Literate,Female,3326208,2011
district,203,Rural,Literate,Female,569011,2011
district,203,Urban,Literate,Female,99244,2011
district,204,Rural,Literate,Female,768880,2011
district,204,Urban,Literate,Female,100474,2011
district,205,Rural,Literate,Female,106462,2011
district,205,Urban,Literate,Female,5591,2011
district,206,Rural,Literate,Female,502777,2011
district,206,Urban,Literate,Female,48829,2011
district,207,Rural,Literate,Female,775270,2011
district,207,Urban,Literate,Female,39983,2011
district,208,Rural,Literate,Female,359356,2011
district,208,Urban,Literate,Female,26255,2011
district,209,Rural,Literate,Female,424835,2011
district,209,Urban,Literate,Female,43290,2011
district,210,Rural,Literate,Female,263156,2011
district,210,Urban,Literate,Female,41979,2011
district,211,Rural,Literate,Female,435112,2011
district,211,Urban,Literate,Female,91953,2011
district,212,Rural,Literate,Female,439673,2011
district,212,Urban,Literate,Female,78261,2011
district,213,Rural,Literate,Female,293874,2011
district,213,Urban,Literate,Female,23037,2011
district,214,Rural,Literate,Female,256983,2011
district,214,Urban,Literate,Female,41639,2011
district,215,Rural,Literate,Female,585551,2011
district,215,Urban,Literate,Female,105517,2011
district,216,Rural,Literate,Female,876417,2011
district,216,Urban,Literate,Female,145698,2011
district,217,Rural,Literate,Female,543785,2011
district,217,Urban,Literate,Female,45308,2011
district,218,Rural,Literate,Female,760550,2011
district,218,Urban,Literate,Female,53719,2011
district,219,Rural,Literate,Female,775649,2011
district,219,Urban,Literate,Female,96038,2011
district,220,Rural,Literate,Female,711484,2011
district,220,Urban,Literate,Female,62680,2011
district,221,Rural,Literate,Female,804327,2011
district,221,Urban,Literate,Female,44978,2011
district,222,Rural,Literate,Female,484112,2011
district,222,Urban,Literate,Female,146054,2011
district,223,Rural,Literate,Female,282744,2011
district,223,Urban,Literate,Female,24131,2011
district,224,Rural,Literate,Female,466916,2011
district,224,Urban,Literate,Female,168481,2011
district,225,Rural,Literate,Female,355989,2011
district,225,Urban,Literate,Female,18371,2011
district,226,Rural,Literate,Female,212780,2011
district,226,Urban,Literate,Female,115296,2011
district,227,Rural,Literate,Female,166477,2011
district,227,Urban,Literate,Female,35611,2011
district,228,Rural,Literate,Female,105371,2011
