LEVEL,YEAR,NAME,AREA,NO_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
DISTRICT,2011,Dhar,Rural,339173,1772572,895113,877459,300042,155148,144894,109481,55518,53963,1142263,573746,568517,796473,477831,318642,976099,417282,558817,878275,479585,398690,649021,392554,256467,331098,210972,120126,252337,131281,121056,7486,4912,2574,58100,45389,12711,229254,87031,142223,45958,14936,31022,166319,63430,102889,3972,1540,2432,13005,7125,5880,198924,75417,123507,38234,11893,26341,146525,56071,90454,3017,1199,1818,11148,6254,4894,30330,11614,18716,7724,3043,4681,19794,7359,12435,955,341,614,1857,871,986,894297,415528,478769
DISTRICT,2011,Dhanbad,Urban,296040,1560394,824000,736394,201724,106093,95631,274219,142576,131643,35040,17875,17165,1072949,617806,455143,487445,206194,281251,433289,373522,59767,351513,312502,39011,2886,2412,474,4746,4019,727,8415,6784,1631,335466,299287,36179,81776,61020,20756,4297,1985,2312,4983,3100,1883,3918,2219,1699,68578,53716,14862,67903,51760,16143,2796,1514,1282,3703,2573,1130,3082,1844,1238,58322,45829,12493,13873,9260,4613,1501,471,1030,1280,527,753,836,375,461,10256,7887,2369,1127105,450478,676627
DISTRICT,2011,Dhanbad,Rural,211024,1124093,581956,542137,171670,88786,82884,163090,83786,79304,198079,99381,98698,649255,397144,252111,474838,184812,290026,411215,285329,125886,195201,164346,30855,30077,23368,6709,20720,15144,5576,6073,3964,2109,138331,121870,16461,216014,120983,95031,59858,25560,34298,73039,33416,39623,7483,3400,4083,75634,58607,17027,165373,101193,64180,42903,20419,22484,54457,27938,26519,5881,2821,3060,62132,50015,12117,50641,19790,30851,16955,5141,11814,18582,5478,13104,1602,579,1023,13502,8592,4910,712878,296627,416251
DISTRICT,2011,Dhamtari ,Urban,32496,149195,74477,74718,17450,8866,8584,13126,6392,6734,17170,8376,8794,111008,59874,51134,38187,14603,23584,60342,40941,19401,52410,37245,15165,4555,2891,1664,8403,4415,3988,2880,1470,1410,36572,28469,8103,7932,3696,4236,417,155,262,4232,1627,2605,392,167,225,2891,1747,1144,6150,2884,3266,338,116,222,3106,1205,1901,327,135,192,2379,1428,951,1782,812,970,79,39,40,1126,422,704,65,32,33,512,319,193,88853,33536,55317
DISTRICT,2011,Dhamtari ,Rural,138455,650586,323420,327166,84459,42786,41673,45455,22495,22960,190463,93682,96781,435825,244050,191775,214761,79370,135391,342553,185441,157112,282958,164782,118176,117084,70859,46225,127452,64151,63301,3525,1933,1592,34897,27839,7058,59595,20659,38936,13379,4292,9087,42515,14104,28411,513,218,295,3188,2045,1143,47400,16284,31116,9891,2969,6922,34874,11599,23275,383,176,207,2252,1540,712,12195,4375,7820,3488,1323,2165,7641,2505,5136,130,42,88,936,505,431,308033,137979,170054
DISTRICT,2011,Dhalai,Urban,10105,40499,20771,19728,4440,2264,2176,11149,5608,5541,4971,2512,2459,34399,18003,16396,6100,2768,3332,14217,11724,2493,12860,11027,1833,816,776,40,782,688,94,124,98,26,11138,9465,1673,1357,697,660,80,37,43,255,123,132,60,19,41,962,518,444,1196,633,563,76,34,42,216,105,111,47,18,29,857,476,381,161,64,97,4,3,1,39,18,21,13,1,12,105,42,63,26282,9047,17235
DISTRICT,2011,Dhalai,Rural,74404,337731,173773,163958,51571,26196,25375,50539,25853,24686,205637,104247,101390,241818,133640,108178,95913,40133,55780,141614,93933,47681,95399,77850,17549,35909,29759,6150,20152,15514,4638,1070,673,397,38268,31904,6364,46215,16083,30132,9151,3372,5779,21012,6297,14715,1616,256,1360,14436,6158,8278,36624,13383,23241,7516,2893,4623,17284,5372,11912,1213,182,1031,10611,4936,5675,9591,2700,6891,1635,479,1156,3728,925,2803,403,74,329,3825,1222,2603,196117,79840,116277
DISTRICT,2011,Dewas,Urban,87595,451759,233639,218120,58189,30555,27634,77599,40011,37588,25640,13110,12530,321075,180757,140318,130684,52882,77802,155667,121870,33797,135831,111828,24003,10317,8717,1600,15546,10074,5472,4055,3164,891,105913,89873,16040,19836,10042,9794,825,253,572,8646,2997,5649,752,365,387,9613,6427,3186,16937,8747,8190,671,215,456,7484,2703,4781,588,288,300,8194,5541,2653,2899,1295,1604,154,38,116,1162,294,868,164,77,87,1419,886,533,296092,111769,184323
DISTRICT,2011,Dewas,Rural,221276,1111956,571720,540236,171150,89011,82139,214408,110249,104159,247061,126064,120997,604294,369959,234335,507662,201761,305901,587009,329631,257378,392695,270703,121992,188939,138220,50719,161616,98036,63580,4644,3233,1411,37496,31214,6282,194314,58928,135386,60141,12912,47229,124798,40879,83919,2365,992,1373,7010,4145,2865,152212,44328,107884,42731,7116,35615,102273,33087,69186,1828,790,1038,5380,3335,2045,42102,14600,27502,17410,5796,11614,22525,7792,14733,537,202,335,1630,810,820,524947,242089,282858
DISTRICT,2011,Deoria,Urban,47696,316803,164325,152478,40935,21424,19511,27709,14656,13053,6948,3628,3320,220812,123999,96813,95991,40326,55665,82666,70747,11919,62171,55471,6700,3457,3250,207,3178,2827,351,4294,3656,638,51242,45738,5504,20495,15276,5219,775,605,170,4620,3247,1373,1960,1419,541,13140,10005,3135,16503,12571,3932,712,554,158,3399,2544,855,1478,1056,422,10914,8417,2497,3992,2705,1287,63,51,12,1221,703,518,482,363,119,2226,1588,638,234137,93578,140559
DISTRICT,2011,Deoria,Rural,420650,2784143,1373111,1411032,423581,219929,203652,440954,221038,219916,102946,50588,52358,1654427,955289,699138,1129716,417822,711894,793580,568326,225254,393211,320098,73113,147427,125957,21470,82573,61886,20687,20767,14335,6432,142444,117920,24524,400369,248228,152141,86578,53950,32628,200645,118701,81944,23397,12758,10639,89749,62819,26930,291081,189953,101128,61768,40618,21150,141726,89041,52685,15619,9127,6492,71968,51167,20801,109288,58275,51013,24810,13332,11478,58919,29660,29259,7778,3631,4147,17781,11652,6129,1990563,804785,1185778
DISTRICT,2011,Deoghar,Urban,46564,258361,136886,121475,34741,18348,16393,30959,16245,14714,4822,2396,2426,188646,106965,81681,69715,29921,39794,73345,63526,9819,65284,57863,7421,1524,1413,111,1775,1457,318,2677,1859,818,59308,53134,6174,8061,5663,2398,627,379,248,1520,1001,519,1026,439,587,4888,3844,1044,6989,5020,1969,511,319,192,1165,780,385,893,403,490,4420,3518,902,1072,643,429,116,60,56,355,221,134,133,36,97,468,326,142,185016,73360,111656
DISTRICT,2011,Deoghar,Rural,217783,1233712,638136,595576,233712,119310,114402,159077,82050,77027,176140,88616,87524,604892,382872,222020,628820,255264,373556,478122,320165,157957,231862,180361,51501,71374,57206,14168,67412,50319,17093,19364,9938,9426,73712,62898,10814,246260,139804,106456,55131,31251,23880,138986,75417,63569,16294,5318,10976,35849,27818,8031,195794,118612,77182,42978,26510,16468,109759,63771,45988,13296,4450,8846,29761,23881,5880,50466,21192,29274,12153,4741,7412,29227,11646,17581,2998,868,2130,6088,3937,2151,755590,317971,437619
DISTRICT,2011,Dehradun,Urban,202889,941941,499308,442633,101695,54543,47152,109778,57882,51896,10188,5439,4749,741670,409834,331836,200271,89474,110797,317427,260441,56986,282175,236931,45244,2527,1888,639,3621,3088,533,10724,8648,2076,265303,223307,41996,35252,23510,11742,811,444,367,2316,1836,480,2069,1039,1030,30056,20191,9865,30531,20261,10270,741,400,341,1760,1378,382,1488,803,685,26542,17680,8862,4721,3249,1472,70,44,26,556,458,98,581,236,345,3514,2511,1003,624514,238867,385647
DISTRICT,2011,Dehradun,Rural,144112,754753,392891,361862,99957,52203,47754,119123,62548,56575,101475,52825,48650,517836,292382,225454,236917,100509,136408,265341,198393,66948,205986,162764,43222,57846,39281,18565,16803,13759,3044,7236,5346,1890,124101,104378,19723,59355,35629,23726,15992,6189,9803,15455,10542,4913,2963,1374,1589,24945,17524,7421,47568,29166,18402,11843,4577,7266,11960,8418,3542,2365,1145,1220,21400,15026,6374,11787,6463,5324,4149,1612,2537,3495,2124,1371,598,229,369,3545,2498,1047,489412,194498,294914
DISTRICT,2011,Debagarh,Urban,5394,22390,11564,10826,2585,1340,1245,3866,1915,1951,5444,2802,2642,16519,9113,7406,5871,2451,3420,8045,6084,1961,6504,5265,1239,353,258,95,431,335,96,143,108,35,5577,4564,1013,1541,819,722,115,51,64,439,174,265,28,15,13,959,579,380,1233,661,572,106,50,56,368,137,231,24,12,12,735,462,273,308,158,150,9,1,8,71,37,34,4,3,1,224,117,107,14345,5480,8865
DISTRICT,2011,Debagarh,Rural,70058,290130,146666,143464,37332,19378,17954,48246,24428,23818,104956,52324,52632,181300,103536,77764,108830,43130,65700,157390,86300,71090,76904,54371,22533,31731,24689,7042,24031,14606,9425,4629,2487,2142,16513,12589,3924,80486,31929,48557,10461,4743,5718,57589,21530,36059,3287,1195,2092,9149,4461,4688,64637,25942,38695,7994,3769,4225,47022,17552,29470,2591,981,1610,7030,3640,3390,15849,5987,9862,2467,974,1493,10567,3978,6589,696,214,482,2119,821,1298,132740,60366,72374
DISTRICT,2011,Davanagere,Urban,134755,629010,318133,310877,69961,35842,34119,76669,38595,38074,41358,20872,20486,469717,248949,220768,159293,69184,90109,234586,177606,56980,191640,149839,41801,5690,5009,681,8756,5357,3399,10417,4615,5802,166777,134858,31919,42946,27767,15179,691,477,214,3139,1592,1547,4171,1885,2286,34945,23813,11132,36104,23330,12774,634,435,199,2725,1348,1377,3171,1366,1805,29574,20181,9393,6842,4437,2405,57,42,15,414,244,170,1000,519,481,5371,3632,1739,394424,140527,253897
DISTRICT,2011,Davanagere,Rural,275421,1316487,668267,648220,147770,75951,71819,315926,159704,156222,191754,96936,94818,838823,471688,367135,477664,196579,281085,640621,408033,232588,513459,354534,158925,209392,173301,36091,207797,111457,96340,9980,6680,3300,86290,63096,23194,127162,53499,73663,15073,6706,8367,76181,29137,47044,6870,2831,4039,29038,14825,14213,112763,47235,65528,13530,6143,7387,70761,26946,43815,4950,1969,2981,23522,12177,11345,14399,6264,8135,1543,563,980,5420,2191,3229,1920,862,1058,5516,2648,2868,675866,260234,415632
DISTRICT,2011,Dausa,Urban,35808,201793,105887,95906,26699,14453,12246,37133,19402,17731,13528,7248,6280,141268,83197,58071,60525,22690,37835,58586,48568,10018,51462,44450,7012,3390,2202,1188,1184,887,297,2645,1817,828,44243,39544,4699,7124,4118,3006,368,138,230,893,233,660,649,271,378,5214,3476,1738,5900,3555,2345,332,121,211,654,184,470,515,223,292,4399,3027,1372,1224,563,661,36,17,19,239,49,190,134,48,86,815,449,366,143207,57319,85888
DISTRICT,2011,Dausa,Rural,256694,1432616,751900,680716,231445,123947,107498,317204,165947,151257,419816,221306,198510,796783,513738,283045,635833,238162,397671,625909,349583,276326,454752,293484,161268,298869,172093,126776,31463,15871,15592,8709,5446,3263,115711,100074,15637,171157,56099,115058,88333,23404,64929,42737,11960,30777,5182,1940,3242,34905,18795,16110,135899,42993,92906,69807,15870,53937,34652,9843,24809,4077,1546,2531,27363,15734,11629,35258,13106,22152,18526,7534,10992,8085,2117,5968,1105,394,711,7542,3061,4481,806707,402317,404390
DISTRICT,2011,Datia,Urban,34198,181982,96191,85791,23397,12567,10830,35493,18869,16624,4172,2158,2014,125878,72914,52964,56104,23277,32827,59990,48182,11808,52495,44144,8351,6808,5984,824,4139,3052,1087,2408,1439,969,39140,33669,5471,7495,4038,3457,660,221,439,1342,669,673,979,246,733,4514,2902,1612,6425,3557,2868,553,182,371,1163,623,540,888,214,674,3821,2538,1283,1070,481,589,107,39,68,179,46,133,91,32,59,693,364,329,121992,48009,73983
DISTRICT,2011,Datia,Rural,126017,604772,323966,280806,86717,46768,39949,164777,88263,76514,10889,5712,5177,365567,230901,134666,239205,93065,146140,261170,177480,83690,194734,154047,40687,121333,101257,20076,53055,37298,15757,1844,1202,642,18502,14290,4212,66436,23433,43003,24102,5578,18524,35208,14190,21018,1608,510,1098,5518,3155,2363,56897,20490,36407,19852,4441,15411,31146,12952,18194,1099,395,704,4800,2702,2098,9539,2943,6596,4250,1137,3113,4062,1238,2824,509,115,394,718,453,265,343602,146486,197116
DISTRICT,2011,Darrang,Urban,12432,55494,28813,26681,5492,2842,2650,11514,5930,5584,394,210,184,42964,23355,19609,12530,5458,7072,19686,16622,3064,17582,15250,2332,288,274,14,125,96,29,475,383,92,16694,14497,2197,2104,1372,732,38,24,14,194,77,117,150,67,83,1722,1204,518,1689,1163,526,37,23,14,120,71,49,119,61,58,1413,1008,405,415,209,206,1,1,0,74,6,68,31,6,25,309,196,113,35808,12191,23617
DISTRICT,2011,Darrang,Rural,175351,873006,446460,426546,150916,76595,74321,28746,14636,14110,8025,4090,3935,444075,245311,198764,428931,201149,227782,305157,230242,74915,223874,194581,29293,107185,98563,8622,46293,39166,7127,4131,2467,1664,66265,54385,11880,81283,35661,45622,21945,8784,13161,35005,16659,18346,5786,999,4787,18547,9219,9328,65885,30209,35676,17057,7309,9748,28803,14155,14648,4770,818,3952,15255,7927,7328,15398,5452,9946,4888,1475,3413,6202,2504,3698,1016,181,835,3292,1292,2000,567849,216218,351631
DISTRICT,2011,Darjiling ,Urban,154540,727963,370294,357669,66396,34404,31992,92453,46629,45824,78320,38333,39987,578761,306891,271870,149202,63403,85799,255148,194579,60569,223820,176844,46976,1538,1151,387,2129,1373,756,4693,3509,1184,215460,170811,44649,31328,17735,13593,962,484,478,1137,585,552,1451,530,921,27778,16136,11642,27095,15022,12073,915,446,469,816,382,434,1226,403,823,24138,13791,10347,4233,2713,1520,47,38,9,321,203,118,225,127,98,3640,2345,1295,472815,175715,297100
DISTRICT,2011,Darjiling ,Rural,236694,1118860,566965,551895,126773,64529,62244,224822,114866,109956,319069,158918,160151,736824,410782,326042,382036,156183,225853,428578,285007,143571,309035,219497,89538,50446,40481,9965,29958,21999,7959,5824,4354,1470,222807,152663,70144,119543,65510,54033,23232,12578,10654,32817,16411,16406,4611,2274,2337,58883,34247,24636,85658,47393,38265,16708,9510,7198,22853,11849,11004,2888,1438,1450,43209,24596,18613,33885,18117,15768,6524,3068,3456,9964,4562,5402,1723,836,887,15674,9651,6023,690282,281958,408324
DISTRICT,2011,Darbhanga,Urban,73912,383328,201404,181924,57186,29811,27375,44953,23670,21283,567,273,294,246741,141224,105517,136587,60180,76407,106272,90212,16060,83411,73688,9723,4228,3676,552,6622,5693,929,3758,3012,746,68803,61307,7496,22861,16524,6337,1331,998,333,6918,4409,2509,1802,1121,681,12810,9996,2814,18771,14085,4686,1077,884,193,5343,3701,1642,1374,954,420,10977,8546,2431,4090,2439,1651,254,114,140,1575,708,867,428,167,261,1833,1450,383,277056,111192,165864
DISTRICT,2011,Darbhanga,Rural,729100,3554057,1858545,1695512,668296,345871,322425,570735,298657,272078,2205,1088,1117,1569893,984342,585551,1984164,874203,1109961,1117368,857715,259653,647936,545581,102355,175180,153925,21255,294902,242141,52761,20257,13456,6801,157597,136059,21538,469432,312134,157298,55934,40119,15815,333673,219793,113880,19029,9192,9837,60796,43030,17766,388701,268494,120207,47156,34732,12424,276253,189169,87084,14061,7308,6753,51231,37285,13946,80731,43640,37091,8778,5387,3391,57420,30624,26796,4968,1884,3084,9565,5745,3820,2436689,1000830,1435859
DISTRICT,2011,Damoh,Urban,51680,250551,131402,119149,31969,16745,15224,50664,26653,24011,5842,3013,2829,183575,103004,80571,66976,28398,38578,92069,68207,23862,77060,59227,17833,4242,3834,408,3796,2966,830,9874,4473,5401,59148,47954,11194,15009,8980,6029,345,214,131,1732,1068,664,2634,705,1929,10298,6993,3305,12479,7489,4990,288,172,116,1322,835,487,2164,588,1576,8705,5894,2811,2530,1491,1039,57,42,15,410,233,177,470,117,353,1593,1099,494,158482,63195,95287
DISTRICT,2011,Damoh,Rural,245928,1013668,530471,483197,159999,82799,77200,195673,103224,92449,160453,81796,78657,564140,342733,221407,449528,187738,261790,482526,299504,183022,312933,227730,85203,94916,82534,12382,139460,96735,42725,27682,11150,16532,50875,37311,13564,169593,71774,97819,15108,6406,8702,105177,47782,57395,27193,5915,21278,22115,11671,10444,139320,60212,79108,11903,5212,6691,87611,40732,46879,21837,4584,17253,17969,9684,8285,30273,11562,18711,3205,1194,2011,17566,7050,10516,5356,1331,4025,4146,1987,2159,531142,230967,300175
DISTRICT,2011,Daman,Urban,42963,158860,106292,52568,17039,9001,8038,2588,1374,1214,7625,3860,3765,125455,89050,36405,33405,17242,16163,90742,82556,8186,88225,80597,7628,578,511,67,163,132,31,244,192,52,87240,79762,7478,2517,1959,558,60,31,29,51,31,20,32,13,19,2374,1884,490,1663,1248,415,54,25,29,37,22,15,29,11,18,1543,1190,353,854,711,143,6,6,0,14,9,5,3,2,1,831,694,137,68118,23736,44382
DISTRICT,2011,Daman,Rural,7413,32313,18367,13946,3419,1786,1633,1674,850,824,7615,3842,3773,24893,15266,9627,7420,3101,4319,14779,11946,2833,13492,11358,2134,669,577,92,139,100,39,88,72,16,12596,10609,1987,1287,588,699,538,135,403,128,50,78,45,18,27,576,385,191,1056,443,613,493,123,370,108,41,67,33,13,20,422,266,156,231,145,86,45,12,33,20,9,11,12,5,7,154,119,35,17534,6421,11113
DISTRICT,2011,Dakshina Kannada,Urban,214490,996086,493230,502856,97221,50053,47168,45441,22242,23199,16424,8179,8245,828007,423215,404792,168079,70015,98064,429170,285164,144006,401767,269904,131863,4746,3561,1185,3710,2656,1054,52484,5309,47175,340827,258378,82449,27403,15260,12143,497,250,247,710,365,345,4065,448,3617,22131,14197,7934,23152,12970,10182,440,234,206,525,274,251,3414,373,3041,18773,12089,6684,4251,2290,1961,57,16,41,185,91,94,651,75,576,3358,2108,1250,566916,208066,358850
DISTRICT,2011,Dakshina Kannada,Rural,225243,1093563,541484,552079,111076,56932,54144,102737,51082,51655,65844,32782,33062,838316,440804,397512,255247,100680,154567,568551,335739,232812,512709,312594,200115,26828,20570,6258,21007,16105,4902,115628,9152,106476,349246,266767,82479,55842,23145,32697,1739,921,818,3847,2258,1589,16030,1240,14790,34226,18726,15500,46420,19388,27032,1469,791,678,3306,1987,1319,13676,975,12701,27969,15635,12334,9422,3757,5665,270,130,140,541,271,270,2354,265,2089,6257,3091,3166,525012,205745,319267
DISTRICT,2011,Dakshin Dinajpur,Urban,57175,236295,119428,116867,18628,9514,9114,42572,21892,20680,7453,3714,3739,193024,100877,92147,43271,18551,24720,89409,68263,21146,77727,62351,15376,1194,1101,93,2025,1429,596,3674,2562,1112,70834,57259,13575,11682,5912,5770,380,165,215,1043,431,612,1417,361,1056,8842,4955,3887,10100,4934,5166,376,162,214,690,230,460,1204,294,910,7830,4248,3582,1582,978,604,4,3,1,353,201,152,213,67,146,1012,707,305,146886,51165,95721
DISTRICT,2011,Dakshin Dinajpur,Rural,339231,1439981,737771,702210,169507,86629,82878,440182,226420,213762,267913,134311,133602,890661,495597,395064,549320,242174,307146,613578,431297,182281,448743,365227,83516,169488,155696,13792,172665,127973,44692,16811,7813,8998,89779,73745,16034,164835,66070,98765,22214,11002,11212,104199,41757,62442,10388,1558,8830,28034,11753,16281,134910,55053,79857,17458,8712,8746,85852,35113,50739,7879,1199,6680,23721,10029,13692,29925,11017,18908,4756,2290,2466,18347,6644,11703,2509,359,2150,4313,1724,2589,826403,306474,519929
DISTRICT,2011,Dakshin Bastar Dantewada,Urban,22575,96233,50212,46021,12265,6194,6071,8757,4422,4335,34547,17859,16688,65856,37764,28092,30377,12448,17929,35467,26791,8676,30824,24313,6511,2588,1744,844,1321,782,539,357,295,62,26558,21492,5066,4643,2478,2165,431,239,192,1851,711,1140,136,46,90,2225,1482,743,3429,1768,1661,384,215,169,1467,563,904,125,40,85,1453,950,503,1214,710,504,47,24,23,384,148,236,11,6,5,772,532,240,60766,23421,37345
DISTRICT,2011,Dakshin Bastar Dantewada,Rural,98275,437405,213930,223475,67372,33524,33848,4239,2226,2013,375708,181872,193836,125381,78765,46616,312024,135165,176859,251128,126503,124625,153461,95386,58075,119290,74868,44422,16787,7491,9296,908,603,305,16476,12424,4052,97667,31117,66550,43080,14072,29008,49426,14672,34754,909,312,597,4252,2061,2191,84793,27173,57620,38468,12675,25793,42865,12879,29986,716,238,478,2744,1381,1363,12874,3944,8930,4612,1397,3215,6561,1793,4768,193,74,119,1508,680,828,186277,87427,98850
DISTRICT,2011,Dadra & Nagar Haveli,Urban,40364,160595,95455,65140,22391,11964,10427,4890,2568,2322,27620,13795,13825,124088,78471,45617,36507,16984,19523,73038,63490,9548,68088,60886,7202,1657,1388,269,728,446,282,589,457,132,65114,58595,6519,4950,2604,2346,367,148,219,502,115,387,250,107,143,3831,2234,1597,4409,2249,2160,311,129,182,453,103,350,227,99,128,3418,1918,1500,541,355,186,56,19,37,49,12,37,23,8,15,413,316,97,87557,31965,55592
DISTRICT,2011,Dadra & Nagar Haveli,Rural,36094,183114,98305,84809,28504,14467,14037,1296,771,525,150944,75049,75895,99142,64050,35092,83972,34255,49717,84123,55803,28320,62211,48239,13972,21050,15098,5952,5456,2673,2783,977,694,283,34728,29774,4954,21912,7564,14348,5090,1662,3428,11113,2219,8894,379,111,268,5330,3572,1758,18506,6115,12391,4431,1333,3098,9310,1742,7568,314,86,228,4451,2954,1497,3406,1449,1957,659,329,330,1803,477,1326,65,25,40,879,618,261,98991,42502,56489
DISTRICT,2011,Cuttack,Urban,149716,736047,381875,354172,70218,36983,33235,91862,46778,45084,12087,6208,5879,603491,323011,280480,132556,58864,73692,252466,208058,44408,217625,185991,31634,2878,2531,347,3475,2914,561,12534,10721,1813,198738,169825,28913,34841,22067,12774,1187,609,578,1780,1289,491,2868,1625,1243,29006,18544,10462,31979,20107,11872,1163,591,572,1610,1169,441,2429,1396,1033,26777,16951,9826,2862,1960,902,24,18,6,170,120,50,439,229,210,2229,1593,636,483581,173817,309764
DISTRICT,2011,Cuttack,Rural,429454,1888423,970885,917538,201598,105054,96544,406771,207678,199093,81658,41229,40429,1407978,780022,627956,480445,190863,289582,683899,553818,130081,478649,429679,48970,116303,112330,3973,129162,114578,14584,24115,19797,4318,209069,182974,26095,205250,124139,81111,18330,12328,6002,113881,68906,44975,12292,5762,6530,60747,37143,23604,163823,102931,60892,14784,10300,4484,90765,57214,33551,9894,4814,5080,48380,30603,17777,41427,21208,20219,3546,2028,1518,23116,11692,11424,2398,948,1450,12367,6540,5827,1204524,417067,787457
