LEVEL,YEAR,NAME,AREA,NO_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,UNNAMED: 64
STATE,2001,ANDAMAN & NICOBAR ISLANDS,Urban,26376,116198,64011,52187,13338,6889,6449,0,0,0,1013,564,449,89047,51782,37265,27151,12229,14922,42202,35812,6390,40153,34163,5990,36,30,6,106,95,11,345,265,80,39666,33773,5893,2049,1649,400,6,4,2,37,30,7,83,51,32,1923,1564,359,73996,28199,45797,
STATE,2001,UTTARAKHAND,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STATE,2001,UTTARAKHAND,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STATE,2001,TELANGANA,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STATE,2001,TELANGANA,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STATE,2001,ANDAMAN & NICOBAR ISLANDS,Rural,51866,239954,128961,110993,31443,15996,15447,0,0,0,28456,14563,13893,164088,95049,69039,75866,33912,41954,94052,73350,20702,73454,63186,10268,15469,12875,2594,2577,2375,202,4447,3701,746,50961,44235,6726,20598,10164,10434,5950,2028,3922,2449,1543,906,2211,638,1573,9988,5955,4033,145902,55611,90291,
India,2001,India,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,2001,India,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,2001,Zunheboto,Urban,3365,23081,12618,10463,3555,1893,1662,0,0,0,20253,10473,9780,17478,9797,7681,5603,2821,2782,6878,4826,2052,6401,4562,1839,463,194,269,123,26,97,141,49,92,5674,4293,1381,477,264,213,72,15,57,28,9,19,35,22,13,342,218,124,16203,7792,8411,
DISTRICT,2001,Zunheboto,Rural,23245,130874,66438,64436,21732,11114,10618,0,0,0,127662,64448,63214,71661,38910,32751,59213,27528,31685,49905,26284,23621,41090,22787,18303,29456,13742,15714,560,252,308,519,309,210,10555,8484,2071,8815,3497,5318,5991,2513,3478,1456,504,952,430,97,333,938,383,555,80969,40154,40815,
DISTRICT,2001,Yavatmal,Urban,91226,457211,236141,221070,60077,31430,28647,51914,26281,25633,31971,16418,15553,343075,189601,153474,114136,46540,67596,140654,115230,25424,130741,109695,21046,4975,4409,566,12708,7413,5295,2010,1332,678,111048,96541,14507,9913,5535,4378,192,83,109,2403,649,1754,481,135,346,6837,4668,2169,316557,120911,195646,
DISTRICT,2001,Yavatmal,Rural,426988,2001060,1029540,971520,309325,159705,149620,200888,103201,97687,441399,225082,216317,1194702,714038,480664,806358,315502,490856,978283,559693,418590,818712,503260,315452,279913,183727,96186,418526,217386,201140,8514,6282,2232,111759,95865,15894,159571,56433,103138,23255,7896,15359,122573,39640,82933,2330,882,1448,11413,8015,3398,1022777,469847,552930,
DISTRICT,2001,Yanam,Urban,7226,31394,15893,15501,4450,2269,2181,5802,2911,2891,0,0,0,19861,10739,9122,11533,5154,6379,9903,8310,1593,9292,7958,1334,259,254,5,1867,1474,393,241,193,48,6925,6037,888,611,352,259,10,10,0,307,126,181,30,20,10,264,196,68,21491,7583,13908,
DISTRICT,2001,Yanam,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DISTRICT,2001,Yamunanagar,Urban,75320,393022,211904,181118,49599,27721,21878,51413,27601,23812,0,0,0,280488,158879,121609,112534,53025,59509,115983,104510,11473,105029,95974,9055,1707,1643,64,1743,1656,87,3674,3186,488,97905,89489,8416,10954,8536,2418,99,37,62,504,365,139,612,249,363,9739,7885,1854,277039,107394,169645,
DISTRICT,2001,Yamunanagar,Rural,107918,648608,347540,301068,100409,55356,45053,204137,109095,95042,0,0,0,358223,216583,141640,290385,130957,159428,220550,175779,44771,175699,151288,24411,54536,52874,1662,35687,33404,2283,4589,3099,1490,80887,61911,18976,44851,24491,20360,2359,1377,982,16536,11619,4917,1956,557,1399,24000,10938,13062,428058,171761,256297,
DISTRICT,2001,Wokha,Urban,5180,37636,20411,17225,4834,2479,2355,0,0,0,34256,18041,16215,29984,16731,13253,7652,3680,3972,8499,6200,2299,7554,5748,1806,257,116,141,80,38,42,241,91,150,6976,5503,1473,945,452,493,44,10,34,99,47,52,143,55,88,659,340,319,29137,14211,14926,
DISTRICT,2001,Wokha,Rural,20719,123587,63259,60328,17097,8570,8527,0,0,0,119727,60894,58833,82214,45248,36966,41373,18011,23362,47755,25286,22469,42125,22970,19155,31466,14463,17003,151,83,68,598,289,309,9910,8135,1775,5630,2316,3314,3731,1512,2219,366,157,209,700,174,526,833,473,360,75832,37973,37859,
DISTRICT,2001,West Tripura,Urban,92679,410067,208397,201670,39804,20384,19420,77265,38864,38401,19914,9977,9937,328409,174647,153762,81658,33750,47908,133274,107649,25625,123905,101879,22026,1331,1226,105,1540,1334,206,1855,1227,628,119179,98092,21087,9369,5770,3599,138,72,66,622,460,162,774,177,597,7835,5061,2774,276793,100748,176045,
DISTRICT,2001,West Tripura,Rural,229098,1122915,577182,545733,153095,77661,75434,218433,111368,107065,367167,186117,181050,706969,406876,300093,415946,170306,245640,401074,289430,111644,312965,257875,55090,90673,74769,15904,70652,53419,17233,9490,6008,3482,142150,123679,18471,88109,31555,56554,21326,5976,15350,40591,13620,26971,5748,1077,4671,20444,10882,9562,721841,287752,434089,
DISTRICT,2001,West Siang,Urban,4282,21112,11960,9152,3281,1680,1601,276,175,101,10689,5296,5393,14430,8914,5516,6682,3046,3636,7913,6373,1540,7018,5952,1066,224,99,125,35,25,10,42,35,7,6717,5793,924,895,421,474,230,87,143,118,45,73,11,6,5,536,283,253,13199,5587,7612,
DISTRICT,2001,West Siang,Rural,13969,82806,42389,40417,14520,7451,7069,103,63,40,74233,37182,37051,36786,21214,15572,46020,21175,24845,35172,19315,15857,29825,17193,12632,22271,11183,11088,402,297,105,396,269,127,6756,5444,1312,5347,2122,3225,3664,1347,2317,298,159,139,233,69,164,1152,547,605,47634,23074,24560,
DISTRICT,2001,Khargone (West Nimar),Urban,42925,235459,122197,113262,36077,18807,17270,23009,11738,11271,19848,10305,9543,155767,89815,65952,79692,32382,47310,73631,59611,14020,67221,56042,11179,2851,2262,589,7418,4063,3355,2753,2022,731,54199,47695,6504,6410,3569,2841,130,50,80,1804,619,1185,492,201,291,3984,2699,1285,161828,62586,99242,
DISTRICT,2001,Khargone (West Nimar),Rural,221671,1294103,662407,631696,255060,129574,125486,151486,78143,73343,522914,264435,258479,625029,386039,238990,669074,276368,392706,630808,350659,280149,522229,320384,201845,285441,173335,112106,174430,93578,80852,6590,4749,1841,55768,48722,7046,108579,30275,78304,39819,7915,31904,63008,18856,44152,1189,437,752,4563,3067,1496,663295,311748,351547,
DISTRICT,2001,West Khasi Hills,Urban,5797,34598,17438,17160,7841,4007,3834,24,16,8,33083,16640,16443,22118,11183,10935,12480,6255,6225,11552,6793,4759,7902,5236,2666,1025,606,419,998,582,416,157,132,25,5722,3916,1806,3650,1557,2093,553,151,402,2131,1068,1063,31,12,19,935,326,609,23046,10645,12401,
DISTRICT,2001,West Khasi Hills,Rural,44238,261451,132981,128470,61492,31100,30392,18,8,10,257101,130451,126650,125472,65493,59979,135979,67488,68491,117543,62944,54599,89882,50610,39272,64545,34302,30243,14151,8363,5788,1233,674,559,9953,7271,2682,27661,12334,15327,11604,4961,6643,12852,5865,6987,587,251,336,2618,1257,1361,143908,70037,73871,
DISTRICT,2001,West Kameng,Urban,1681,6693,3609,3084,902,462,440,50,33,17,2884,1480,1404,4535,2650,1885,2158,959,1199,2293,1745,548,2248,1724,524,9,3,6,3,1,2,29,10,19,2207,1710,497,45,21,24,2,0,2,0,0,0,3,1,2,40,20,20,4400,1864,2536,
DISTRICT,2001,West Kameng,Rural,13956,67906,38933,28973,11667,5966,5701,322,206,116,34067,17232,16835,33152,22736,10416,34754,16197,18557,32069,22977,9092,26602,20576,6026,8799,4999,3800,792,579,213,354,216,138,16657,14782,1875,5467,2401,3066,3225,1255,1970,720,266,454,220,46,174,1302,834,468,35837,15956,19881,
DISTRICT,2001,West Godavari,Urban,176847,750887,372338,378549,84259,42606,41653,86379,42562,43817,7796,3902,3894,535536,280487,255049,215351,91851,123500,255889,203969,51920,228608,188347,40261,4607,4274,333,40459,27740,12719,8479,5297,3182,175063,151036,24027,27281,15622,11659,139,96,43,11875,5894,5981,1681,643,1038,13586,8989,4597,494998,168369,326629,
DISTRICT,2001,West Godavari,Rural,770429,3052630,1537700,1514930,375345,190728,184617,642584,324593,317991,88863,43985,44878,1923286,1028111,895175,1129344,509589,619755,1422446,941144,481302,1197100,858721,338379,197896,179437,18459,718659,454744,263915,29563,18375,11188,250982,206165,44817,225346,82423,142923,6413,3079,3334,180730,64889,115841,9914,1639,8275,28289,12816,15473,1630184,596556,1033628,
DISTRICT,2001,West Garo Hills,Urban,10184,58978,30205,28773,8590,4327,4263,2057,1067,990,42257,20907,21350,43361,23154,20207,15617,7051,8566,16432,12165,4267,14823,11295,3528,257,178,79,143,85,58,206,102,104,14217,10930,3287,1609,870,739,38,15,23,40,7,33,46,17,29,1485,831,654,42546,18040,24506,
DISTRICT,2001,West Garo Hills,Rural,85340,459412,233219,226193,92436,47215,45221,5379,2752,2627,354909,179073,175836,168138,97683,70455,291274,135536,155738,191929,113742,78187,148185,97837,50348,91670,56009,35661,19754,13640,6114,4330,1988,2342,32431,26200,6231,43744,15905,27839,21339,7694,13645,14214,4908,9306,2012,516,1496,6179,2787,3392,267483,119477,148006,
DISTRICT,2001,West,Urban,415635,2042114,1113718,928396,274160,147492,126668,307496,166353,141143,0,0,0,1479425,850230,629195,562689,263488,299201,691429,590748,100681,659162,566865,92297,824,633,191,399,308,91,18465,15886,2579,639474,550038,89436,32267,23883,8384,100,40,60,75,52,23,1707,879,828,30385,22912,7473,1350685,522970,827715,
DISTRICT,2001,West,Rural,22874,121432,62885,58547,19918,10137,9781,5580,2837,2743,23641,12157,11484,59388,35101,24287,62044,27784,34260,52522,32727,19795,44712,29840,14872,30576,18948,11628,2456,1714,742,916,767,149,10764,8411,2353,7810,2887,4923,5186,1684,3502,1654,675,979,171,102,69,799,426,373,68910,30158,38752,
DISTRICT,2001,Wayanad,Urban,6365,29612,14849,14763,3782,1918,1864,2263,1143,1120,3128,1478,1650,22512,11847,10665,7100,3002,4098,12078,8485,3593,9493,7114,2379,208,181,27,341,235,106,159,104,55,8785,6594,2191,2585,1371,1214,20,7,13,531,317,214,32,10,22,2002,1037,965,17534,6364,11170,
DISTRICT,2001,Wayanad,Rural,160398,751007,376424,374583,100276,51198,49078,31101,15595,15506,132934,65916,67018,554223,291732,262491,196784,84692,112092,296535,209910,86625,210296,161012,49284,42978,37806,5172,51735,36654,15081,2398,1780,618,113185,84772,28413,86239,48898,37341,8545,4503,4042,41532,23382,18150,1011,451,560,35151,20562,14589,454472,166514,287958,
DISTRICT,2001,Washim,Urban,30773,178445,92328,86117,26745,13765,12980,21281,10780,10501,3190,1710,1480,124984,70299,54685,53461,22029,31432,51997,42791,9206,48440,41006,7434,3434,2951,483,11872,7537,4335,1025,738,287,32109,29780,2329,3557,1785,1772,163,71,92,1868,694,1174,204,37,167,1322,983,339,126448,49537,76911,
DISTRICT,2001,Washim,Rural,170185,841771,433766,408005,133741,69923,63818,141382,72416,68966,67797,34729,33068,505779,307679,198100,335992,126087,209905,403335,224951,178384,347211,206946,140265,128409,81880,46529,183094,94518,88576,3548,2514,1034,32160,28034,4126,56124,18005,38119,11017,3080,7937,41609,12835,28774,964,294,670,2534,1796,738,438436,208815,229621,
DISTRICT,2001,Wardha,Urban,67539,325041,168380,156661,37173,19598,17575,46485,23895,22590,21649,11159,10490,255163,139469,115694,69878,28911,40967,100438,82098,18340,84293,72866,11427,3362,3087,275,6078,3739,2339,1992,1434,558,72861,64606,8255,16145,9232,6913,393,189,204,6008,2153,3855,757,238,519,8987,6652,2335,224603,86282,138321,
DISTRICT,2001,Wardha,Rural,202963,911695,470610,441085,118439,61106,57333,112145,58044,54101,132766,68509,64257,610393,347267,263126,301302,123343,177959,449913,266513,183400,347037,228765,118272,119944,84153,35791,151151,81392,69759,6265,4708,1557,69677,58512,11165,102876,37748,65128,15210,5623,9587,75821,24725,51096,2220,895,1325,9625,6505,3120,461782,204097,257685,
DISTRICT,2001,Warangal,Urban,132181,623212,316306,306906,73946,37713,36233,80249,40520,39729,13270,6879,6391,434876,246514,188362,188336,69792,118544,199675,151510,48165,180223,141174,39049,2623,1713,910,4520,2273,2247,16650,6031,10619,156430,131157,25273,19452,10336,9116,182,87,95,3091,1127,1964,3961,1089,2872,12218,8033,4185,423537,164796,258741,
DISTRICT,2001,Warangal,Rural,596929,2622792,1328589,1294203,378801,193855,184946,471136,239397,231739,444409,228572,215837,1160869,727013,433856,1461923,601576,860347,1366562,742512,624050,1097245,656379,440866,437855,278760,159095,385143,165419,219724,47686,27536,20150,226561,184664,41897,269317,86133,183184,19446,6745,12701,213266,60154,153112,9895,2871,7024,26710,16363,10347,1256230,586077,670153,
DISTRICT,2001,Vizianagaram,Urban,91941,412395,204634,207761,46850,23944,22906,48900,24104,24796,6206,3117,3089,265779,147758,118021,146616,56876,89740,143513,109248,34265,124710,101037,23673,3648,2582,1066,7117,4045,3072,5896,3778,2118,108049,90632,17417,18803,8211,10592,505,177,328,7001,1724,5277,1142,312,830,10155,5998,4157,268882,95386,173496,
DISTRICT,2001,Vizianagaram,Rural,422971,1836859,914907,921952,249079,125534,123545,189123,95012,94111,208633,102962,105671,731703,457280,274423,1105156,457627,647529,1030651,560710,469941,787665,484856,302809,298834,183915,114919,283082,143337,139745,27866,17337,10529,177883,140267,37616,242986,75854,167132,28895,8097,20798,174181,49247,124934,8501,2475,6026,31409,16035,15374,806208,354197,452011,
DISTRICT,2001,Visakhapatnam,Urban,350716,1530899,780285,750614,176443,90397,86046,126813,63696,63117,18964,10141,8823,1058633,589762,468871,472266,190523,281743,466090,395536,70554,405573,350213,55360,4041,2478,1563,5236,3882,1354,12512,7677,4835,383784,336176,47608,60517,45323,15194,549,265,284,2922,1740,1182,4605,2751,1854,52441,40567,11874,1064809,384749,680060,
DISTRICT,2001,Visakhapatnam,Rural,536287,2301437,1149912,1151525,316681,159120,157561,164406,83117,81289,538608,268258,270350,943683,581320,362363,1357754,568592,789162,1136671,674006,462665,900011,581597,318414,399870,247011,152859,259924,148374,111550,29161,17318,11843,211056,168894,42162,236660,92409,144251,29317,9576,19741,153530,55336,98194,10116,2876,7240,43697,24621,19076,1164766,475906,688860,
DISTRICT,2001,Virudhunagar,Urban,197939,777345,387750,389595,88960,45379,43581,92973,46125,46848,1404,673,731,550049,301468,248581,227296,86282,141014,354943,231239,123704,337891,224883,113008,4872,3368,1504,26457,13916,12541,27513,9127,18386,279049,198472,80577,17052,6356,10696,243,81,162,4100,1555,2545,3295,325,2970,9414,4395,5019,422402,156511,265891,
DISTRICT,2001,Virudhunagar,Rural,249950,973956,482626,491330,120187,61424,58763,239324,118805,120519,953,485,468,586525,339594,246931,387431,143032,244399,526860,286442,240418,464630,264052,200578,74557,44858,29699,126771,60821,65950,16462,5462,11000,246840,152911,93929,62230,22390,39840,5940,2333,3607,40320,13336,26984,2511,442,2069,13459,6279,7180,447096,196184,250912,
DISTRICT,2001,Viluppuram,Urban,90601,426917,215027,211890,49724,25209,24515,70490,35149,35341,2233,1145,1088,302801,167430,135371,124116,47597,76519,147732,114006,33726,129961,104936,25025,7991,6229,1762,18362,11116,7246,3662,2178,1484,99946,85413,14533,17771,9070,8701,735,272,463,8694,3534,5160,861,236,625,7481,5028,2453,279185,101021,178164,
DISTRICT,2001,Viluppuram,Rural,544609,2533456,1277415,1256041,323451,165048,158403,740441,373085,367356,61687,31149,30538,1347727,809944,537783,1185729,467471,718258,1297445,743524,553921,995268,629152,366116,402715,273668,129047,412394,217450,194944,22469,13316,9153,157690,124718,32972,302177,114372,187805,30413,12524,17889,243939,86276,157663,7687,2387,5300,20138,13185,6953,1236011,533891,702120,
DISTRICT,2001,Vidisha,Urban,47035,260367,137977,122390,41672,21608,20064,38541,20468,18073,3301,1793,1508,169623,99690,69933,90744,38287,52457,74946,63669,11277,66721,58287,8434,4592,4285,307,1941,1553,388,2814,1760,1054,57374,50689,6685,8225,5382,2843,225,104,121,993,504,489,729,179,550,6278,4595,1683,185421,74308,111113,
DISTRICT,2001,Vidisha,Rural,167577,954490,509861,444629,189676,97450,92226,202590,108550,94040,56022,29167,26855,438460,292844,145616,516030,217017,299013,376841,267722,109119,279500,233163,46337,139463,125012,14451,98567,73308,25259,5621,3931,1690,35849,30912,4937,97341,34559,62782,24571,7406,17165,65400,23509,41891,2210,596,1614,5160,3048,2112,577649,242139,335510,
DISTRICT,2001,Vellore,Urban,272982,1307998,652993,655005,155646,79421,76225,208377,102802,105575,4803,2405,2398,927179,503405,423774,380819,149588,231231,444958,339886,105072,408969,321103,87866,8866,7183,1683,18298,11028,7270,55968,30592,25376,325837,272300,53537,35989,18783,17206,751,332,419,11012,4311,6701,6040,1508,4532,18186,12632,5554,863040,313107,549933,
DISTRICT,2001,Vellore,Rural,483383,2169319,1088090,1081229,276534,143033,133501,505677,251749,253928,58237,29455,28782,1276373,741671,534702,892946,346419,546527,982222,611919,370303,763676,519723,243953,223974,158030,65944,214433,120110,94323,80523,43360,37163,244746,198223,46523,218546,92196,126350,17803,7503,10300,146953,56262,90691,19459,5040,14419,34331,23391,10940,1187097,476171,710926,
DISTRICT,2001,Varanasi,Urban,174373,1260571,673132,587439,189420,99008,90412,101560,54613,46947,541,279,262,770766,453614,317152,489805,219518,270287,363961,307139,56822,322114,285362,36752,3860,2959,901,2403,1775,628,98425,83891,14534,217426,196737,20689,41847,21777,20070,654,281,373,1403,668,735,17787,5559,12228,22003,15269,6734,896610,365993,530617,
DISTRICT,2001,Varanasi,Rural,256278,1878100,976055,902045,386462,201032,185430,333985,174121,159864,228,143,85,923639,596999,326640,954461,379056,575405,618093,429639,188454,448685,366396,82289,157333,117843,39490,34952,21132,13820,82474,68248,14226,173926,159173,14753,169408,63243,106165,45819,12207,33612,63815,19074,44741,23279,6856,16423,36495,25106,11389,1260007,546416,713591,
DISTRICT,2001,Valsad,Urban,85188,381161,208376,172785,48170,25510,22660,12255,6287,5968,69910,35215,34695,287698,167798,119900,93463,40578,52885,142602,120729,21873,134086,116716,17370,1250,1039,211,2134,1499,635,1388,1021,367,129314,113157,16157,8516,4013,4503,455,126,329,1921,916,1005,610,154,456,5530,2817,2713,238559,87647,150912,
DISTRICT,2001,Valsad,Rural,203971,1029392,526423,502969,157426,80826,76600,25049,12641,12408,702495,351180,351315,545559,321780,223779,483833,204643,279190,507655,300974,206681,369247,263755,105492,141958,93823,48135,73374,43047,30327,5487,3706,1781,148428,123179,25249,138408,37219,101189,41732,7631,34101,75662,21384,54278,2708,684,2024,18306,7520,10786,521737,225449,296288,
